date,BMRN,isPartial
2018-02-13,13,False
2018-02-14,13,False
2018-02-15,26,False
2018-02-16,13,False
2018-02-17,0,False
2018-02-18,0,False
2018-02-19,0,False
2018-02-20,13,False
2018-02-21,12,False
2018-02-22,38,False
2018-02-23,26,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,25,False
2018-02-27,0,False
2018-02-28,50,False
2018-03-01,37,False
2018-03-02,39,False
2018-03-03,0,False
2018-03-04,14,False
2018-03-05,0,False
2018-03-06,37,False
2018-03-07,100,False
2018-03-08,0,False
2018-03-09,13,False
2018-03-10,14,False
2018-03-11,0,False
2018-03-12,37,False
2018-03-13,0,False
2018-03-14,25,False
2018-03-15,12,False
2018-03-16,0,False
2018-03-17,0,False
2018-03-18,0,False
2018-03-19,13,False
2018-03-20,37,False
2018-03-21,12,False
2018-03-22,13,False
2018-03-23,13,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,13,False
2018-03-27,25,False
2018-03-28,13,False
2018-03-29,81,False
2018-03-30,43,False
2018-03-31,0,False
2018-04-01,0,False
2018-04-02,27,False
2018-04-03,38,False
2018-04-04,0,False
2018-04-05,13,False
2018-04-06,27,False
2018-04-07,0,False
2018-04-08,14,False
2018-04-09,25,False
2018-04-10,12,False
2018-04-11,13,False
2018-04-12,25,False
2018-04-13,0,False
2018-04-14,15,False
2018-04-15,0,False
2018-04-16,37,False
2018-04-17,13,False
2018-04-18,13,False
2018-04-19,26,False
2018-04-20,40,False
2018-04-21,0,False
2018-04-22,15,False
2018-04-23,0,False
2018-04-24,37,False
2018-04-25,13,False
2018-04-26,76,False
2018-04-27,0,False
2018-04-28,15,False
2018-04-29,15,False
2018-04-30,13,False
2018-05-01,0,False
2018-05-02,25,False
2018-05-03,0,False
2018-05-04,0,False
2018-05-05,0,False
2018-05-06,15,False
2018-05-07,38,False
2018-05-08,63,False
2018-05-09,13,False
2018-05-10,77,False
2018-05-11,53,False
2018-05-12,0,False
2018-05-13,0,False
2018-05-14,25,False
2018-05-15,37,False
2018-05-16,0,False
2018-05-17,52,False
2018-05-18,0,False
2018-05-19,15,False
2018-05-20,0,False
2018-05-21,0,False
2018-05-22,38,False
2018-05-23,13,False
2018-05-24,52,False
2018-05-25,14,False
2018-05-26,0,False
2018-05-27,30,False
2018-05-28,0,False
2018-05-29,50,False
2018-05-30,51,False
2018-05-31,13,False
2018-06-01,27,False
