date,BMRN,isPartial
2013-02-19,0,False
2013-02-20,31,False
2013-02-21,0,False
2013-02-22,16,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,0,False
2013-02-26,0,False
2013-02-27,30,False
2013-02-28,15,False
2013-03-01,0,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,0,False
2013-03-05,0,False
2013-03-06,15,False
2013-03-07,0,False
2013-03-08,0,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,0,False
2013-03-12,0,False
2013-03-13,0,False
2013-03-14,15,False
2013-03-15,16,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,15,False
2013-03-19,29,False
2013-03-20,0,False
2013-03-21,0,False
2013-03-22,0,False
2013-03-23,0,False
2013-03-24,18,False
2013-03-25,30,False
2013-03-26,15,False
2013-03-27,30,False
2013-03-28,64,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,0,False
2013-04-01,0,False
2013-04-02,15,False
2013-04-03,30,False
2013-04-04,15,False
2013-04-05,0,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,15,False
2013-04-09,15,False
2013-04-10,0,False
2013-04-11,30,False
2013-04-12,0,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,15,False
2013-04-16,29,False
2013-04-17,0,False
2013-04-18,15,False
2013-04-19,31,False
2013-04-20,36,False
2013-04-21,0,False
2013-04-22,29,False
2013-04-23,15,False
2013-04-24,30,False
2013-04-25,15,False
2013-04-26,0,False
2013-04-27,18,False
2013-04-28,18,False
2013-04-29,15,False
2013-04-30,0,False
2013-05-01,33,False
2013-05-02,15,False
2013-05-03,0,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,15,False
2013-05-08,15,False
2013-05-09,0,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,44,False
2013-05-14,0,False
2013-05-15,0,False
2013-05-16,30,False
2013-05-17,16,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,15,False
2013-05-21,29,False
2013-05-22,15,False
2013-05-23,45,False
2013-05-24,15,False
2013-05-25,0,False
2013-05-26,18,False
2013-05-27,0,False
2013-05-28,15,False
2013-05-29,43,False
2013-05-30,30,False
2013-05-31,15,False
2013-06-01,0,False
2013-06-02,18,False
2013-06-03,15,False
2013-06-04,44,False
2013-06-05,73,False
2013-06-06,15,False
2013-06-07,0,False
2013-06-08,18,False
2013-06-09,0,False
2013-06-10,14,False
2013-06-11,0,False
2013-06-12,15,False
2013-06-13,44,False
2013-06-14,31,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,29,False
2013-06-18,0,False
2013-06-19,0,False
2013-06-20,45,False
2013-06-21,16,False
2013-06-22,18,False
2013-06-23,0,False
2013-06-24,0,False
2013-06-25,15,False
2013-06-26,15,False
2013-06-27,45,False
2013-06-28,0,False
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,45,False
2013-07-02,0,False
2013-07-03,0,False
2013-07-04,0,False
2013-07-05,16,False
2013-07-06,19,False
2013-07-07,0,False
2013-07-08,30,False
2013-07-09,15,False
2013-07-10,30,False
2013-07-11,0,False
2013-07-12,16,False
2013-07-13,0,False
2013-07-14,18,False
2013-07-15,30,False
2013-07-16,0,False
2013-07-17,15,False
2013-07-18,62,False
2013-07-19,32,False
2013-07-20,19,False
2013-07-21,0,False
2013-07-22,30,False
2013-07-23,0,False
2013-07-24,15,False
2013-07-25,0,False
2013-07-26,16,False
2013-07-27,19,False
2013-07-28,0,False
2013-07-29,15,False
