date,MXIM
2016-05-04,0
2016-05-05,37
2016-05-06,19
2016-05-07,0
2016-05-08,14
2016-05-09,24
2016-05-10,41
2016-05-11,30
2016-05-12,61
2016-05-13,19
2016-05-14,28
2016-05-15,21
2016-05-16,18
2016-05-17,30
2016-05-18,12
2016-05-19,24
2016-05-20,19
2016-05-21,14
2016-05-22,0
2016-05-23,42
2016-05-24,24
2016-05-25,18
2016-05-26,25
2016-05-27,65
2016-05-28,0
2016-05-29,14
2016-05-30,0
2016-05-31,18
2016-06-01,54
2016-06-02,18
2016-06-03,13
2016-06-04,15
2016-06-05,21
2016-06-06,43
2016-06-07,24
2016-06-08,49
2016-06-09,38
2016-06-10,26
2016-06-11,43
2016-06-12,14
2016-06-13,30
2016-06-14,24
2016-06-15,18
2016-06-16,24
2016-06-17,19
2016-06-18,0
2016-06-19,0
2016-06-20,30
2016-06-21,36
2016-06-22,24
2016-06-23,31
2016-06-24,38
2016-06-25,29
2016-06-26,0
2016-06-27,24
2016-06-28,30
2016-06-29,36
2016-06-30,37
2016-07-01,19
2016-07-02,15
2016-07-03,0
2016-07-04,26
2016-07-05,32
2016-07-06,13
2016-07-07,25
2016-07-08,39
2016-07-09,15
2016-07-10,0
2016-07-11,19
2016-07-12,12
2016-07-13,0
2016-07-14,38
2016-07-15,25
2016-07-16,0
2016-07-17,15
2016-07-18,37
2016-07-19,19
2016-07-20,19
2016-07-21,38
2016-07-22,38
2016-07-23,22
2016-07-24,0
2016-07-25,25
2016-07-26,49
2016-07-27,100
2016-07-28,38
2016-07-29,13
2016-07-30,15
2016-07-31,22
2016-08-01,25
2016-08-02,43
2016-08-03,37
2016-08-04,13
2016-08-05,33
2016-08-06,30
2016-08-07,15
2016-08-08,61
2016-08-09,31
2016-08-10,49
2016-08-11,0
2016-08-12,38
2016-08-13,15
2016-08-14,0
2016-08-15,26
2016-08-16,43
2016-08-17,62
2016-08-18,25
2016-08-19,38
2016-08-20,28
2016-08-21,14
2016-08-22,49
2016-08-23,86
2016-08-24,37
2016-08-25,37
2016-08-26,26
2016-08-27,14
2016-08-28,0
2016-08-29,60
2016-08-30,71
2016-08-31,48
2016-09-01,24
2016-09-02,13
2016-09-03,14
2016-09-04,14
2016-09-05,37
2016-09-06,12
2016-09-07,24
2016-09-08,54
2016-09-09,31
2016-09-10,14
2016-09-11,14
2016-09-12,30
2016-09-13,24
2016-09-14,60
2016-09-15,24
2016-09-16,25
2016-09-17,41
2016-09-18,0
2016-09-19,12
2016-09-20,12
2016-09-21,12
2016-09-22,12
2016-09-23,25
2016-09-24,0
2016-09-25,0
2016-09-26,12
2016-09-27,35
2016-09-28,17
2016-09-29,35
2016-09-30,12
2016-10-01,14
2016-10-02,13
2016-10-03,29
2016-10-04,23
2016-10-05,23
2016-10-06,23
2016-10-07,24
2016-10-08,14
2016-10-09,0
2016-10-10,12
2016-10-11,47
2016-10-12,18
2016-10-13,35
2016-10-14,12
2016-10-15,13
2016-10-16,0
2016-10-17,11
2016-10-18,68
2016-10-19,17
2016-10-20,35
2016-10-21,47
2016-10-22,13
2016-10-23,13
2016-10-24,34
2016-10-25,23
2016-10-26,11
2016-10-27,12
2016-10-28,12
2016-10-29,14
2016-10-30,13
2016-10-31,36
2016-11-01,12
2016-11-02,23
2016-11-03,17
2016-11-04,12
2016-11-05,0
2016-11-06,13
2016-11-07,17
2016-11-08,11
2016-11-09,37
2016-11-10,57
2016-11-11,18
2016-11-12,13
2016-11-13,13
2016-11-14,22
2016-11-15,11
2016-11-16,11
2016-11-17,29
2016-11-18,12
2016-11-19,20
2016-11-20,13
2016-11-21,17
2016-11-22,28
2016-11-23,17
2016-11-24,12
2016-11-25,29
2016-11-26,13
2016-11-27,0
2016-11-28,22
2016-11-29,28
2016-11-30,11
2016-12-01,23
2016-12-02,23
2016-12-03,13
2016-12-04,0
2016-12-05,17
2016-12-06,22
2016-12-07,0
2016-12-08,29
2016-12-09,0
2016-12-10,0
2016-12-11,14
2016-12-12,17
2016-12-13,0
2016-12-14,23
2016-12-15,0
2016-12-16,0
2016-12-17,0
2016-12-18,13
2016-12-19,17
2016-12-20,0
2016-12-21,12
2016-12-22,24
2016-12-23,13
2016-12-24,0
2016-12-25,15
2016-12-26,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,13
2016-12-31,14
2017-01-01,14
2017-01-02,12
2017-01-03,23
2017-01-04,28
2017-01-05,23
2017-01-06,23
2017-01-07,0
2017-01-08,0
2017-01-09,22
2017-01-10,0
2017-01-11,22
2017-01-12,11
2017-01-13,11
2017-01-14,26
2017-01-15,13
2017-01-16,16
2017-01-17,33
2017-01-18,39
2017-01-19,11
