date,MXIM
2015-12-26,16
2015-12-27,0
2015-12-28,13
2015-12-29,20
2015-12-30,14
2015-12-31,30
2016-01-01,17
2016-01-02,44
2016-01-03,0
2016-01-04,49
2016-01-05,19
2016-01-06,0
2016-01-07,31
2016-01-08,32
2016-01-09,21
2016-01-10,14
2016-01-11,48
2016-01-12,30
2016-01-13,30
2016-01-14,30
2016-01-15,38
2016-01-16,14
2016-01-17,14
2016-01-18,24
2016-01-19,30
2016-01-20,30
2016-01-21,18
2016-01-22,38
2016-01-23,14
2016-01-24,0
2016-01-25,18
2016-01-26,30
2016-01-27,24
2016-01-28,73
2016-01-29,25
2016-01-30,0
2016-01-31,0
2016-02-01,11
2016-02-02,23
2016-02-03,35
2016-02-04,18
2016-02-05,12
2016-02-06,0
2016-02-07,13
2016-02-08,0
2016-02-09,12
2016-02-10,12
2016-02-11,12
2016-02-12,24
2016-02-13,14
2016-02-14,13
2016-02-15,12
2016-02-16,12
2016-02-17,12
2016-02-18,35
2016-02-19,24
2016-02-20,20
2016-02-21,13
2016-02-22,11
2016-02-23,0
2016-02-24,29
2016-02-25,23
2016-02-26,30
2016-02-27,13
2016-02-28,13
2016-02-29,22
2016-03-01,17
2016-03-02,11
2016-03-03,12
2016-03-04,18
2016-03-05,26
2016-03-06,0
2016-03-07,11
2016-03-08,28
2016-03-09,56
2016-03-10,11
2016-03-11,12
2016-03-12,13
2016-03-13,0
2016-03-14,17
2016-03-15,11
2016-03-16,28
2016-03-17,34
2016-03-18,18
2016-03-19,0
2016-03-20,0
2016-03-21,11
2016-03-22,11
2016-03-23,12
2016-03-24,12
2016-03-25,26
2016-03-26,27
2016-03-27,28
2016-03-28,18
2016-03-29,11
2016-03-30,23
2016-03-31,23
2016-04-01,36
2016-04-02,13
2016-04-03,27
2016-04-04,23
2016-04-05,11
2016-04-06,34
2016-04-07,11
2016-04-08,12
2016-04-09,13
2016-04-10,0
2016-04-11,17
2016-04-12,17
2016-04-13,34
2016-04-14,23
2016-04-15,18
2016-04-16,0
2016-04-17,13
2016-04-18,23
2016-04-19,17
2016-04-20,17
2016-04-21,35
2016-04-22,24
2016-04-23,0
2016-04-24,20
2016-04-25,23
2016-04-26,17
2016-04-27,23
2016-04-28,12
2016-04-29,18
2016-04-30,0
2016-05-01,13
2016-05-02,17
2016-05-03,11
2016-05-04,11
2016-05-05,18
2016-05-06,12
2016-05-07,0
2016-05-08,0
2016-05-09,12
2016-05-10,17
2016-05-11,11
2016-05-12,23
2016-05-13,12
2016-05-14,54
2016-05-15,13
2016-05-16,11
2016-05-17,45
2016-05-18,29
2016-05-19,29
2016-05-20,12
2016-05-21,0
2016-05-22,0
2016-05-23,40
2016-05-24,28
2016-05-25,17
2016-05-26,12
2016-05-27,36
2016-05-28,0
2016-05-29,14
2016-05-30,0
2016-05-31,11
2016-06-01,29
2016-06-02,23
2016-06-03,12
2016-06-04,14
2016-06-05,14
2016-06-06,11
2016-06-07,11
2016-06-08,0
2016-06-09,47
2016-06-10,24
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,0
2016-06-15,40
2016-06-16,0
2016-06-17,36
2016-06-18,14
2016-06-19,20
2016-06-20,17
2016-06-21,46
2016-06-22,35
2016-06-23,18
2016-06-24,24
2016-06-25,34
2016-06-26,0
2016-06-27,11
2016-06-28,11
2016-06-29,35
2016-06-30,24
2016-07-01,18
2016-07-02,28
2016-07-03,0
2016-07-04,0
2016-07-05,24
2016-07-06,0
2016-07-07,37
2016-07-08,25
2016-07-09,0
2016-07-10,0
2016-07-11,35
2016-07-12,12
2016-07-13,35
2016-07-14,18
2016-07-15,18
2016-07-16,28
2016-07-17,0
2016-07-18,35
2016-07-19,24
2016-07-20,12
2016-07-21,48
2016-07-22,30
2016-07-23,35
2016-07-24,0
2016-07-25,59
2016-07-26,77
2016-07-27,100
2016-07-28,60
2016-07-29,19
2016-07-30,21
2016-07-31,14
2016-08-01,47
2016-08-02,29
2016-08-03,35
2016-08-04,48
2016-08-05,31
2016-08-06,28
2016-08-07,14
2016-08-08,23
2016-08-09,23
2016-08-10,23
2016-08-11,24
2016-08-12,25
2016-08-13,14
2016-08-14,14
2016-08-15,37
2016-08-16,18
2016-08-17,12
2016-08-18,18
2016-08-19,24
2016-08-20,14
2016-08-21,13
2016-08-22,35
2016-08-23,58
2016-08-24,23
2016-08-25,24
2016-08-26,43
2016-08-27,0
2016-08-28,27
2016-08-29,23
2016-08-30,11
2016-08-31,28
2016-09-01,34
2016-09-02,24
2016-09-03,27
2016-09-04,13
2016-09-05,18
2016-09-06,28
2016-09-07,23
2016-09-08,34
2016-09-09,17
2016-09-10,0
2016-09-11,26
