date,MXIM
2011-01-01,37
2011-01-02,65
2011-01-03,52
2011-01-04,50
2011-01-05,50
2011-01-06,26
2011-01-07,52
2011-01-08,31
2011-01-09,0
2011-01-10,57
2011-01-11,40
2011-01-12,40
2011-01-13,49
2011-01-14,42
2011-01-15,30
2011-01-16,30
2011-01-17,36
2011-01-18,39
2011-01-19,48
2011-01-20,40
2011-01-21,50
2011-01-22,59
2011-01-23,29
2011-01-24,47
2011-01-25,23
2011-01-26,71
2011-01-27,40
2011-01-28,75
2011-01-29,0
2011-01-30,28
2011-01-31,34
2011-02-01,22
2011-02-02,38
2011-02-03,61
2011-02-04,32
2011-02-05,29
2011-02-06,84
2011-02-07,30
2011-02-08,46
2011-02-09,35
2011-02-10,36
2011-02-11,66
2011-02-12,29
2011-02-13,57
2011-02-14,62
2011-02-15,38
2011-02-16,46
2011-02-17,47
2011-02-18,49
2011-02-19,29
2011-02-20,0
2011-02-21,70
2011-02-22,77
2011-02-23,77
2011-02-24,39
2011-02-25,32
2011-02-26,0
2011-02-27,0
2011-02-28,38
2011-03-01,45
2011-03-02,46
2011-03-03,47
2011-03-04,25
2011-03-05,73
2011-03-06,39
2011-03-07,39
2011-03-08,47
2011-03-09,35
2011-03-10,23
2011-03-11,35
2011-03-12,0
2011-03-13,0
2011-03-14,36
2011-03-15,31
2011-03-16,23
2011-03-17,39
2011-03-18,33
2011-03-19,0
2011-03-20,84
2011-03-21,38
2011-03-22,34
2011-03-23,31
2011-03-24,46
2011-03-25,98
2011-03-26,29
2011-03-27,28
2011-03-28,45
2011-03-29,30
2011-03-30,23
2011-03-31,54
2011-04-01,24
2011-04-02,30
2011-04-03,58
2011-04-04,45
2011-04-05,76
2011-04-06,69
2011-04-07,47
2011-04-08,41
2011-04-09,29
2011-04-10,29
2011-04-11,23
2011-04-12,45
2011-04-13,47
2011-04-14,35
2011-04-15,25
2011-04-16,44
2011-04-17,40
2011-04-18,23
2011-04-19,55
2011-04-20,84
2011-04-21,64
2011-04-22,41
2011-04-23,31
2011-04-24,31
2011-04-25,25
2011-04-26,80
2011-04-27,61
2011-04-28,38
2011-04-29,24
2011-04-30,44
2011-05-01,29
2011-05-02,35
2011-05-03,23
2011-05-04,58
2011-05-05,47
2011-05-06,41
2011-05-07,30
2011-05-08,29
2011-05-09,61
2011-05-10,53
2011-05-11,34
2011-05-12,57
2011-05-13,48
2011-05-14,0
2011-05-15,0
2011-05-16,30
2011-05-17,38
2011-05-18,34
2011-05-19,58
2011-05-20,48
2011-05-21,29
2011-05-22,85
2011-05-23,22
2011-05-24,22
2011-05-25,46
2011-05-26,23
2011-05-27,40
2011-05-28,44
2011-05-29,59
2011-05-30,24
2011-05-31,56
2011-06-01,46
2011-06-02,36
2011-06-03,37
2011-06-04,30
2011-06-05,29
2011-06-06,30
2011-06-07,45
2011-06-08,34
2011-06-09,34
2011-06-10,40
2011-06-11,0
2011-06-12,0
2011-06-13,46
2011-06-14,45
2011-06-15,22
2011-06-16,45
2011-06-17,40
2011-06-18,58
2011-06-19,29
2011-06-20,44
2011-06-21,56
2011-06-22,57
2011-06-23,71
2011-06-24,25
2011-06-25,0
2011-06-26,59
2011-06-27,68
2011-06-28,67
2011-06-29,57
2011-06-30,35
2011-07-01,65
2011-07-02,30
2011-07-03,90
2011-07-04,36
2011-07-05,23
2011-07-06,23
2011-07-07,35
2011-07-08,0
2011-07-09,30
2011-07-10,30
2011-07-11,34
2011-07-12,34
2011-07-13,23
2011-07-14,23
2011-07-15,62
2011-07-16,30
2011-07-17,44
2011-07-18,53
2011-07-19,45
2011-07-20,23
2011-07-21,46
2011-07-22,49
2011-07-23,0
2011-07-24,29
2011-07-25,23
2011-07-26,23
2011-07-27,69
2011-07-28,23
2011-07-29,24
2011-07-30,0
2011-07-31,44
2011-08-01,35
2011-08-02,38
2011-08-03,45
2011-08-04,0
2011-08-05,40
2011-08-06,57
2011-08-07,0
2011-08-08,44
2011-08-09,45
2011-08-10,56
2011-08-11,56
2011-08-12,72
2011-08-13,29
2011-08-14,0
2011-08-15,24
2011-08-16,22
2011-08-17,30
2011-08-18,30
2011-08-19,47
2011-08-20,47
2011-08-21,28
2011-08-22,22
2011-08-23,22
2011-08-24,22
2011-08-25,22
2011-08-26,46
2011-08-27,27
2011-08-28,0
2011-08-29,22
2011-08-30,22
2011-08-31,29
2011-09-01,22
2011-09-02,46
2011-09-03,27
2011-09-04,0
2011-09-05,32
2011-09-06,52
2011-09-07,42
2011-09-08,28
2011-09-09,44
2011-09-10,26
2011-09-11,38
2011-09-12,31
2011-09-13,27
2011-09-14,49
2011-09-15,35
2011-09-16,100
2011-09-17,52
2011-09-18,51
