date,MXIM
2012-01-26,36
2012-01-27,44
2012-01-28,25
2012-01-29,25
2012-01-30,48
2012-01-31,52
2012-02-01,34
2012-02-02,56
2012-02-03,43
2012-02-04,37
2012-02-05,49
2012-02-06,41
2012-02-07,21
2012-02-08,42
2012-02-09,41
2012-02-10,43
2012-02-11,25
2012-02-12,36
2012-02-13,20
2012-02-14,55
2012-02-15,49
2012-02-16,28
2012-02-17,36
2012-02-18,25
2012-02-19,50
2012-02-20,21
2012-02-21,42
2012-02-22,31
2012-02-23,42
2012-02-24,21
2012-02-25,50
2012-02-26,33
2012-02-27,41
2012-02-28,20
2012-02-29,41
2012-03-01,43
2012-03-02,34
2012-03-03,34
2012-03-04,25
2012-03-05,35
2012-03-06,31
2012-03-07,30
2012-03-08,42
2012-03-09,22
2012-03-10,25
2012-03-11,49
2012-03-12,51
2012-03-13,41
2012-03-14,41
2012-03-15,42
2012-03-16,44
2012-03-17,50
2012-03-18,25
2012-03-19,21
2012-03-20,21
2012-03-21,27
2012-03-22,35
2012-03-23,22
2012-03-24,26
2012-03-25,25
2012-03-26,21
2012-03-27,31
2012-03-28,42
2012-03-29,42
2012-03-30,67
2012-03-31,0
2012-04-01,0
2012-04-02,21
2012-04-03,21
2012-04-04,36
2012-04-05,0
2012-04-06,0
2012-04-07,39
2012-04-08,26
2012-04-09,25
2012-04-10,21
2012-04-11,31
2012-04-12,63
2012-04-13,22
2012-04-14,25
2012-04-15,37
2012-04-16,31
2012-04-17,20
2012-04-18,30
2012-04-19,41
2012-04-20,21
2012-04-21,25
2012-04-22,24
2012-04-23,30
2012-04-24,61
2012-04-25,20
2012-04-26,21
2012-04-27,43
2012-04-28,0
2012-04-29,25
2012-04-30,22
2012-05-01,100
2012-05-02,51
2012-05-03,21
2012-05-04,36
2012-05-05,33
2012-05-06,0
2012-05-07,41
2012-05-08,47
2012-05-09,51
2012-05-10,21
2012-05-11,21
2012-05-12,75
2012-05-13,25
2012-05-14,20
2012-05-15,40
2012-05-16,40
2012-05-17,53
2012-05-18,22
2012-05-19,51
2012-05-20,37
2012-05-21,40
2012-05-22,54
2012-05-23,31
2012-05-24,35
2012-05-25,33
2012-05-26,35
2012-05-27,26
2012-05-28,36
2012-05-29,20
2012-05-30,70
2012-05-31,41
2012-06-01,28
2012-06-02,25
2012-06-03,25
2012-06-04,20
2012-06-05,50
2012-06-06,40
2012-06-07,21
2012-06-08,32
2012-06-09,25
2012-06-10,25
2012-06-11,20
2012-06-12,40
2012-06-13,30
2012-06-14,41
2012-06-15,21
2012-06-16,25
2012-06-17,25
2012-06-18,33
2012-06-19,30
2012-06-20,40
2012-06-21,21
2012-06-22,43
2012-06-23,26
2012-06-24,25
2012-06-25,0
2012-06-26,20
2012-06-27,41
2012-06-28,21
2012-06-29,33
2012-06-30,0
2012-07-01,0
2012-07-02,27
2012-07-03,31
2012-07-04,21
2012-07-05,21
2012-07-06,36
2012-07-07,25
2012-07-08,25
2012-07-09,31
2012-07-10,61
2012-07-11,0
2012-07-12,21
2012-07-13,21
2012-07-14,0
2012-07-15,26
2012-07-16,41
2012-07-17,50
2012-07-18,21
2012-07-19,41
2012-07-20,43
2012-07-21,26
2012-07-22,0
2012-07-23,21
2012-07-24,41
2012-07-25,21
2012-07-26,28
2012-07-27,36
2012-07-28,0
2012-07-29,25
2012-07-30,41
2012-07-31,34
2012-08-01,62
2012-08-02,63
2012-08-03,66
2012-08-04,34
2012-08-05,0
2012-08-06,27
2012-08-07,30
2012-08-08,41
2012-08-09,35
2012-08-10,22
2012-08-11,51
2012-08-12,25
2012-08-13,20
2012-08-14,20
2012-08-15,29
2012-08-16,42
2012-08-17,44
2012-08-18,0
2012-08-19,0
2012-08-20,32
2012-08-21,62
2012-08-22,48
2012-08-23,42
2012-08-24,43
2012-08-25,25
2012-08-26,24
2012-08-27,40
2012-08-28,46
2012-08-29,80
2012-08-30,40
2012-08-31,28
2012-09-01,25
2012-09-02,24
2012-09-03,21
2012-09-04,20
2012-09-05,40
2012-09-06,88
2012-09-07,21
2012-09-08,25
2012-09-09,24
2012-09-10,26
2012-09-11,39
2012-09-12,19
2012-09-13,19
2012-09-14,31
2012-09-15,24
2012-09-16,24
2012-09-17,52
2012-09-18,19
2012-09-19,39
2012-09-20,20
2012-09-21,41
2012-09-22,60
2012-09-23,0
2012-09-24,0
2012-09-25,19
2012-09-26,19
2012-09-27,20
2012-09-28,42
2012-09-29,47
2012-09-30,23
2012-10-01,39
2012-10-02,45
2012-10-03,32
2012-10-04,38
2012-10-05,59
2012-10-06,45
2012-10-07,22
2012-10-08,28
2012-10-09,18
2012-10-10,25
2012-10-11,25
2012-10-12,40
