date,MXIM
2011-09-18,26
2011-09-19,21
2011-09-20,0
2011-09-21,22
2011-09-22,22
2011-09-23,69
2011-09-24,27
2011-09-25,0
2011-09-26,21
2011-09-27,21
2011-09-28,32
2011-09-29,22
2011-09-30,69
2011-10-01,27
2011-10-02,26
2011-10-03,22
2011-10-04,21
2011-10-05,32
2011-10-06,32
2011-10-07,45
2011-10-08,26
2011-10-09,51
2011-10-10,42
2011-10-11,0
2011-10-12,21
2011-10-13,42
2011-10-14,44
2011-10-15,26
2011-10-16,26
2011-10-17,31
2011-10-18,21
2011-10-19,63
2011-10-20,43
2011-10-21,34
2011-10-22,26
2011-10-23,0
2011-10-24,0
2011-10-25,31
2011-10-26,32
2011-10-27,42
2011-10-28,33
2011-10-29,26
2011-10-30,26
2011-10-31,22
2011-11-01,22
2011-11-02,42
2011-11-03,64
2011-11-04,21
2011-11-05,25
2011-11-06,38
2011-11-07,41
2011-11-08,41
2011-11-09,63
2011-11-10,21
2011-11-11,87
2011-11-12,26
2011-11-13,25
2011-11-14,41
2011-11-15,0
2011-11-16,51
2011-11-17,42
2011-11-18,32
2011-11-19,25
2011-11-20,25
2011-11-21,20
2011-11-22,82
2011-11-23,21
2011-11-24,22
2011-11-25,33
2011-11-26,0
2011-11-27,24
2011-11-28,40
2011-11-29,20
2011-11-30,62
2011-12-01,21
2011-12-02,32
2011-12-03,24
2011-12-04,49
2011-12-05,0
2011-12-06,20
2011-12-07,81
2011-12-08,42
2011-12-09,43
2011-12-10,0
2011-12-11,49
2011-12-12,30
2011-12-13,20
2011-12-14,31
2011-12-15,31
2011-12-16,43
2011-12-17,51
2011-12-18,37
2011-12-19,21
2011-12-20,21
2011-12-21,21
2011-12-22,66
2011-12-23,24
2011-12-24,28
2011-12-25,60
2011-12-26,0
2011-12-27,44
2011-12-28,55
2011-12-29,33
2011-12-30,23
2011-12-31,27
2012-01-01,0
2012-01-02,43
2012-01-03,40
2012-01-04,20
2012-01-05,20
2012-01-06,21
2012-01-07,24
2012-01-08,0
2012-01-09,20
2012-01-10,19
2012-01-11,29
2012-01-12,30
2012-01-13,61
2012-01-14,0
2012-01-15,23
2012-01-16,48
2012-01-17,0
2012-01-18,29
2012-01-19,29
2012-01-20,61
2012-01-21,46
2012-01-22,46
2012-01-23,19
2012-01-24,48
2012-01-25,29
2012-01-26,30
2012-01-27,80
2012-01-28,23
2012-01-29,46
2012-01-30,56
2012-01-31,56
2012-02-01,38
2012-02-02,19
2012-02-03,60
2012-02-04,0
2012-02-05,23
2012-02-06,76
2012-02-07,19
2012-02-08,38
2012-02-09,29
2012-02-10,0
2012-02-11,23
2012-02-12,44
2012-02-13,28
2012-02-14,38
2012-02-15,19
2012-02-16,38
2012-02-17,100
2012-02-18,0
2012-02-19,23
2012-02-20,20
2012-02-21,19
2012-02-22,19
2012-02-23,0
2012-02-24,20
2012-02-25,45
2012-02-26,45
2012-02-27,28
2012-02-28,37
2012-02-29,37
2012-03-01,20
2012-03-02,21
2012-03-03,47
2012-03-04,47
2012-03-05,0
2012-03-06,28
2012-03-07,28
2012-03-08,19
2012-03-09,40
2012-03-10,23
2012-03-11,0
2012-03-12,56
2012-03-13,37
2012-03-14,56
2012-03-15,38
2012-03-16,30
2012-03-17,23
2012-03-18,22
2012-03-19,19
2012-03-20,19
2012-03-21,0
2012-03-22,96
2012-03-23,20
2012-03-24,47
2012-03-25,0
2012-03-26,37
2012-03-27,28
2012-03-28,28
2012-03-29,19
2012-03-30,40
2012-03-31,46
2012-04-01,0
2012-04-02,19
2012-04-03,38
2012-04-04,29
2012-04-05,0
2012-04-06,0
2012-04-07,48
2012-04-08,24
2012-04-09,22
2012-04-10,19
2012-04-11,28
2012-04-12,38
2012-04-13,20
2012-04-14,23
2012-04-15,45
2012-04-16,28
2012-04-17,0
2012-04-18,37
2012-04-19,19
2012-04-20,20
2012-04-21,0
2012-04-22,22
2012-04-23,19
2012-04-24,18
2012-04-25,0
2012-04-26,0
2012-04-27,30
2012-04-28,23
2012-04-29,46
2012-04-30,19
2012-05-01,62
2012-05-02,37
2012-05-03,28
2012-05-04,20
2012-05-05,67
2012-05-06,0
2012-05-07,19
2012-05-08,28
2012-05-09,19
2012-05-10,38
2012-05-11,20
2012-05-12,46
2012-05-13,23
2012-05-14,18
2012-05-15,36
2012-05-16,37
2012-05-17,29
2012-05-18,30
2012-05-19,0
2012-05-20,23
2012-05-21,37
2012-05-22,46
2012-05-23,28
2012-05-24,19
2012-05-25,20
2012-05-26,0
2012-05-27,47
2012-05-28,40
2012-05-29,18
2012-05-30,55
2012-05-31,19
2012-06-01,29
2012-06-02,0
2012-06-03,23
2012-06-04,18
