date,MXIM
2017-01-19,29
2017-01-20,10
2017-01-21,22
2017-01-22,11
2017-01-23,9
2017-01-24,19
2017-01-25,33
2017-01-26,48
2017-01-27,100
2017-01-28,45
2017-01-29,17
2017-01-30,38
2017-01-31,57
2017-02-01,52
2017-02-02,43
2017-02-03,54
2017-02-04,11
2017-02-05,11
2017-02-06,23
2017-02-07,42
2017-02-08,37
2017-02-09,28
2017-02-10,15
2017-02-11,0
2017-02-12,11
2017-02-13,28
2017-02-14,24
2017-02-15,19
2017-02-16,24
2017-02-17,30
2017-02-18,11
2017-02-19,11
2017-02-20,29
2017-02-21,14
2017-02-22,33
2017-02-23,19
2017-02-24,15
2017-02-25,0
2017-02-26,0
2017-02-27,14
2017-02-28,14
2017-03-01,28
2017-03-02,28
2017-03-03,24
2017-03-04,11
2017-03-05,11
2017-03-06,23
2017-03-07,37
2017-03-08,42
2017-03-09,9
2017-03-10,19
2017-03-11,11
2017-03-12,11
2017-03-13,23
2017-03-14,19
2017-03-15,33
2017-03-16,33
2017-03-17,30
2017-03-18,11
2017-03-19,11
2017-03-20,28
2017-03-21,37
2017-03-22,19
2017-03-23,10
2017-03-24,15
2017-03-25,33
2017-03-26,22
2017-03-27,19
2017-03-28,28
2017-03-29,28
2017-03-30,29
2017-03-31,35
2017-04-01,0
