date,MXIM
2014-07-24,42
2014-07-25,61
2014-07-26,20
2014-07-27,20
2014-07-28,100
2014-07-29,17
2014-07-30,99
2014-07-31,17
2014-08-01,34
2014-08-02,0
2014-08-03,0
2014-08-04,49
2014-08-05,33
2014-08-06,33
2014-08-07,47
2014-08-08,70
2014-08-09,20
2014-08-10,0
2014-08-11,16
2014-08-12,16
2014-08-13,16
2014-08-14,17
2014-08-15,18
2014-08-16,0
2014-08-17,19
2014-08-18,40
2014-08-19,32
2014-08-20,40
2014-08-21,32
2014-08-22,67
2014-08-23,19
2014-08-24,0
2014-08-25,16
2014-08-26,62
2014-08-27,39
2014-08-28,24
2014-08-29,33
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,31
2014-09-03,15
2014-09-04,23
2014-09-05,16
2014-09-06,0
2014-09-07,74
2014-09-08,23
2014-09-09,30
2014-09-10,15
2014-09-11,23
2014-09-12,32
2014-09-13,18
2014-09-14,18
2014-09-15,15
2014-09-16,31
2014-09-17,0
2014-09-18,15
2014-09-19,32
2014-09-20,27
2014-09-21,18
2014-09-22,38
2014-09-23,23
2014-09-24,23
2014-09-25,78
2014-09-26,16
2014-09-27,18
2014-09-28,0
2014-09-29,23
2014-09-30,0
2014-10-01,31
2014-10-02,31
2014-10-03,33
2014-10-04,19
2014-10-05,18
2014-10-06,0
2014-10-07,30
2014-10-08,46
2014-10-09,38
2014-10-10,32
2014-10-11,0
2014-10-12,18
2014-10-13,30
2014-10-14,15
2014-10-15,15
2014-10-16,15
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,15
2014-10-22,37
2014-10-23,61
2014-10-24,87
2014-10-25,18
2014-10-26,0
2014-10-27,30
2014-10-28,30
2014-10-29,15
2014-10-30,0
2014-10-31,16
2014-11-01,18
2014-11-02,17
2014-11-03,30
2014-11-04,15
2014-11-05,0
2014-11-06,15
2014-11-07,0
2014-11-08,27
2014-11-09,26
2014-11-10,59
2014-11-11,15
2014-11-12,14
2014-11-13,15
2014-11-14,15
2014-11-15,17
2014-11-16,17
2014-11-17,29
2014-11-18,16
2014-11-19,15
2014-11-20,30
2014-11-21,15
2014-11-22,35
2014-11-23,0
2014-11-24,29
2014-11-25,29
2014-11-26,29
2014-11-27,0
2014-11-28,15
2014-11-29,17
2014-11-30,17
2014-12-01,21
2014-12-02,22
2014-12-03,43
2014-12-04,30
2014-12-05,23
2014-12-06,17
2014-12-07,17
2014-12-08,15
2014-12-09,0
2014-12-10,15
2014-12-11,15
2014-12-12,15
2014-12-13,18
2014-12-14,17
2014-12-15,15
2014-12-16,15
2014-12-17,15
2014-12-18,31
2014-12-19,16
2014-12-20,18
2014-12-21,27
2014-12-22,16
2014-12-23,49
2014-12-24,18
2014-12-25,20
2014-12-26,35
2014-12-27,0
2014-12-28,18
2014-12-29,16
2014-12-30,0
2014-12-31,0
2015-01-01,0
2015-01-02,49
2015-01-03,0
2015-01-04,0
2015-01-05,14
2015-01-06,29
2015-01-07,35
2015-01-08,21
2015-01-09,22
2015-01-10,17
2015-01-11,16
2015-01-12,14
2015-01-13,56
2015-01-14,14
2015-01-15,14
2015-01-16,15
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,14
2015-01-21,14
2015-01-22,50
2015-01-23,43
2015-01-24,16
2015-01-25,0
2015-01-26,0
2015-01-27,21
2015-01-28,21
2015-01-29,42
2015-01-30,14
2015-01-31,16
2015-02-01,16
2015-02-02,14
2015-02-03,14
2015-02-04,14
2015-02-05,14
2015-02-06,0
2015-02-07,0
2015-02-08,0
2015-02-09,28
2015-02-10,28
2015-02-11,42
2015-02-12,28
2015-02-13,15
2015-02-14,17
2015-02-15,0
2015-02-16,0
2015-02-17,42
2015-02-18,14
2015-02-19,28
2015-02-20,15
2015-02-21,16
2015-02-22,16
2015-02-23,21
2015-02-24,14
2015-02-25,14
2015-02-26,0
2015-02-27,14
2015-02-28,16
2015-03-01,16
2015-03-02,20
2015-03-03,56
2015-03-04,34
2015-03-05,49
2015-03-06,37
2015-03-07,33
2015-03-08,24
2015-03-09,42
2015-03-10,28
2015-03-11,27
2015-03-12,14
2015-03-13,28
2015-03-14,0
2015-03-15,16
2015-03-16,14
2015-03-17,14
2015-03-18,21
2015-03-19,41
2015-03-20,35
2015-03-21,0
2015-03-22,16
2015-03-23,34
2015-03-24,55
2015-03-25,40
2015-03-26,24
2015-03-27,22
2015-03-28,18
2015-03-29,0
2015-03-30,0
2015-03-31,28
2015-04-01,35
2015-04-02,15
2015-04-03,16
2015-04-04,17
2015-04-05,0
2015-04-06,29
2015-04-07,41
2015-04-08,35
2015-04-09,28
2015-04-10,15
