date,MXIM
2014-03-16,33
2014-03-17,50
2014-03-18,22
2014-03-19,17
2014-03-20,23
2014-03-21,18
2014-03-22,20
2014-03-23,19
2014-03-24,44
2014-03-25,33
2014-03-26,22
2014-03-27,17
2014-03-28,18
2014-03-29,0
2014-03-30,40
2014-03-31,22
2014-04-01,17
2014-04-02,56
2014-04-03,45
2014-04-04,44
2014-04-05,20
2014-04-06,69
2014-04-07,25
2014-04-08,39
2014-04-09,28
2014-04-10,0
2014-04-11,27
2014-04-12,31
2014-04-13,30
2014-04-14,34
2014-04-15,17
2014-04-16,17
2014-04-17,27
2014-04-18,38
2014-04-19,21
2014-04-20,21
2014-04-21,18
2014-04-22,28
2014-04-23,17
2014-04-24,28
2014-04-25,62
2014-04-26,0
2014-04-27,20
2014-04-28,50
2014-04-29,17
2014-04-30,17
2014-05-01,28
2014-05-02,36
2014-05-03,20
2014-05-04,0
2014-05-05,34
2014-05-06,17
2014-05-07,33
2014-05-08,17
2014-05-09,18
2014-05-10,60
2014-05-11,20
2014-05-12,16
2014-05-13,25
2014-05-14,17
2014-05-15,17
2014-05-16,18
2014-05-17,20
2014-05-18,20
2014-05-19,73
2014-05-20,39
2014-05-21,18
2014-05-22,28
2014-05-23,26
2014-05-24,45
2014-05-25,0
2014-05-26,37
2014-05-27,63
2014-05-28,31
2014-05-29,76
2014-05-30,26
2014-05-31,23
2014-06-01,30
2014-06-02,18
2014-06-03,0
2014-06-04,24
2014-06-05,50
2014-06-06,33
2014-06-07,23
2014-06-08,0
2014-06-09,32
2014-06-10,50
2014-06-11,74
2014-06-12,28
2014-06-13,39
2014-06-14,23
2014-06-15,23
2014-06-16,25
2014-06-17,19
2014-06-18,19
2014-06-19,38
2014-06-20,20
2014-06-21,46
2014-06-22,0
2014-06-23,38
2014-06-24,19
2014-06-25,19
2014-06-26,19
2014-06-27,20
2014-06-28,0
2014-06-29,23
2014-06-30,19
2014-07-01,57
2014-07-02,38
2014-07-03,26
2014-07-04,21
2014-07-05,46
2014-07-06,23
2014-07-07,19
2014-07-08,19
2014-07-09,28
2014-07-10,19
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,19
2014-07-15,19
2014-07-16,19
2014-07-17,19
2014-07-18,20
2014-07-19,23
2014-07-20,0
2014-07-21,28
2014-07-22,56
2014-07-23,29
2014-07-24,32
2014-07-25,100
2014-07-26,46
2014-07-27,47
2014-07-28,77
2014-07-29,38
2014-07-30,32
2014-07-31,19
2014-08-01,27
2014-08-02,23
2014-08-03,46
2014-08-04,44
2014-08-05,28
2014-08-06,38
2014-08-07,41
2014-08-08,30
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,73
2014-08-13,47
2014-08-14,19
2014-08-15,41
2014-08-16,23
2014-08-17,34
2014-08-18,28
2014-08-19,31
2014-08-20,18
2014-08-21,19
2014-08-22,39
2014-08-23,33
2014-08-24,22
2014-08-25,18
2014-08-26,45
2014-08-27,30
2014-08-28,28
2014-08-29,45
2014-08-30,22
2014-08-31,43
2014-09-01,0
2014-09-02,30
2014-09-03,18
2014-09-04,24
2014-09-05,28
2014-09-06,22
2014-09-07,43
2014-09-08,18
2014-09-09,70
2014-09-10,35
2014-09-11,30
2014-09-12,28
2014-09-13,0
2014-09-14,21
2014-09-15,53
2014-09-16,27
2014-09-17,30
2014-09-18,24
2014-09-19,18
2014-09-20,32
2014-09-21,21
2014-09-22,23
2014-09-23,29
2014-09-24,18
2014-09-25,27
2014-09-26,37
2014-09-27,21
2014-09-28,21
2014-09-29,18
2014-09-30,35
2014-10-01,24
2014-10-02,18
2014-10-03,29
2014-10-04,22
2014-10-05,21
2014-10-06,35
2014-10-07,35
2014-10-08,29
2014-10-09,36
2014-10-10,55
2014-10-11,42
2014-10-12,21
2014-10-13,52
2014-10-14,43
2014-10-15,23
2014-10-16,53
2014-10-17,46
2014-10-18,42
2014-10-19,0
2014-10-20,52
2014-10-21,35
2014-10-22,29
2014-10-23,71
2014-10-24,80
2014-10-25,62
2014-10-26,31
2014-10-27,34
2014-10-28,23
2014-10-29,52
2014-10-30,35
2014-10-31,31
2014-11-01,21
2014-11-02,0
2014-11-03,0
2014-11-04,40
2014-11-05,34
2014-11-06,23
2014-11-07,42
2014-11-08,20
2014-11-09,40
2014-11-10,43
2014-11-11,23
2014-11-12,17
2014-11-13,43
2014-11-14,18
2014-11-15,30
2014-11-16,20
2014-11-17,17
2014-11-18,37
2014-11-19,29
2014-11-20,43
2014-11-21,35
2014-11-22,40
2014-11-23,29
2014-11-24,28
2014-11-25,28
2014-11-26,40
2014-11-27,27
2014-11-28,18
2014-11-29,30
2014-11-30,20
2014-12-01,25
