date,MXIM
2015-08-18,46
2015-08-19,12
2015-08-20,36
2015-08-21,37
2015-08-22,0
2015-08-23,14
2015-08-24,34
2015-08-25,34
2015-08-26,29
2015-08-27,23
2015-08-28,12
2015-08-29,28
2015-08-30,14
2015-08-31,0
2015-09-01,11
2015-09-02,0
2015-09-03,29
2015-09-04,18
2015-09-05,27
2015-09-06,0
2015-09-07,12
2015-09-08,22
2015-09-09,17
2015-09-10,17
2015-09-11,47
2015-09-12,0
2015-09-13,0
2015-09-14,11
2015-09-15,23
2015-09-16,22
2015-09-17,23
2015-09-18,12
2015-09-19,0
2015-09-20,13
2015-09-21,33
2015-09-22,11
2015-09-23,22
2015-09-24,0
2015-09-25,36
2015-09-26,26
2015-09-27,13
2015-09-28,11
2015-09-29,0
2015-09-30,11
2015-10-01,0
2015-10-02,0
2015-10-03,26
2015-10-04,13
2015-10-05,16
2015-10-06,11
2015-10-07,22
2015-10-08,28
2015-10-09,23
2015-10-10,13
2015-10-11,13
2015-10-12,28
2015-10-13,11
2015-10-14,44
2015-10-15,100
2015-10-16,86
2015-10-17,26
2015-10-18,0
2015-10-19,76
2015-10-20,27
2015-10-21,32
2015-10-22,78
2015-10-23,41
2015-10-24,13
2015-10-25,0
2015-10-26,65
2015-10-27,27
2015-10-28,92
2015-10-29,61
2015-10-30,70
2015-10-31,40
2015-11-01,13
2015-11-02,22
2015-11-03,33
2015-11-04,22
2015-11-05,45
2015-11-06,29
2015-11-07,13
2015-11-08,13
2015-11-09,32
2015-11-10,27
2015-11-11,34
2015-11-12,39
2015-11-13,17
2015-11-14,13
2015-11-15,13
2015-11-16,44
2015-11-17,27
2015-11-18,50
2015-11-19,44
2015-11-20,17
2015-11-21,38
2015-11-22,13
2015-11-23,54
2015-11-24,27
2015-11-25,22
2015-11-26,17
2015-11-27,23
2015-11-28,13
2015-11-29,0
2015-11-30,11
2015-12-01,21
2015-12-02,54
2015-12-03,11
2015-12-04,23
2015-12-05,20
2015-12-06,13
2015-12-07,16
2015-12-08,11
2015-12-09,22
2015-12-10,22
2015-12-11,23
2015-12-12,13
2015-12-13,13
2015-12-14,16
2015-12-15,28
2015-12-16,11
2015-12-17,12
2015-12-18,12
2015-12-19,0
2015-12-20,0
2015-12-21,12
2015-12-22,23
2015-12-23,12
2015-12-24,21
2015-12-25,0
2015-12-26,28
2015-12-27,27
2015-12-28,12
2015-12-29,12
2015-12-30,18
2015-12-31,20
2016-01-01,0
2016-01-02,26
2016-01-03,26
2016-01-04,27
2016-01-05,11
2016-01-06,22
2016-01-07,22
2016-01-08,51
2016-01-09,13
2016-01-10,12
2016-01-11,32
2016-01-12,16
2016-01-13,16
2016-01-14,38
2016-01-15,28
2016-01-16,12
2016-01-17,0
2016-01-18,11
2016-01-19,16
2016-01-20,27
2016-01-21,22
2016-01-22,22
2016-01-23,0
2016-01-24,0
2016-01-25,11
2016-01-26,21
2016-01-27,21
2016-01-28,43
2016-01-29,11
2016-01-30,19
2016-01-31,0
2016-02-01,35
2016-02-02,30
2016-02-03,15
2016-02-04,10
2016-02-05,11
2016-02-06,12
2016-02-07,12
2016-02-08,11
2016-02-09,11
2016-02-10,21
2016-02-11,32
2016-02-12,43
2016-02-13,12
2016-02-14,12
2016-02-15,31
2016-02-16,26
2016-02-17,10
2016-02-18,10
2016-02-19,11
2016-02-20,12
2016-02-21,0
2016-02-22,10
2016-02-23,0
2016-02-24,20
2016-02-25,10
2016-02-26,26
2016-02-27,0
2016-02-28,0
2016-02-29,20
2016-03-01,10
2016-03-02,20
2016-03-03,20
2016-03-04,21
2016-03-05,23
2016-03-06,23
2016-03-07,30
2016-03-08,10
2016-03-09,25
2016-03-10,20
2016-03-11,0
2016-03-12,18
2016-03-13,0
2016-03-14,10
2016-03-15,0
2016-03-16,20
2016-03-17,10
2016-03-18,11
2016-03-19,12
2016-03-20,23
2016-03-21,20
2016-03-22,15
2016-03-23,0
2016-03-24,32
2016-03-25,11
2016-03-26,36
2016-03-27,0
2016-03-28,11
2016-03-29,30
2016-03-30,10
2016-03-31,20
2016-04-01,32
2016-04-02,12
2016-04-03,23
2016-04-04,20
2016-04-05,10
2016-04-06,25
2016-04-07,20
2016-04-08,10
2016-04-09,12
2016-04-10,12
2016-04-11,40
2016-04-12,40
2016-04-13,45
2016-04-14,36
2016-04-15,16
2016-04-16,12
2016-04-17,24
2016-04-18,30
2016-04-19,20
2016-04-20,20
2016-04-21,26
2016-04-22,27
2016-04-23,12
2016-04-24,23
2016-04-25,15
2016-04-26,20
2016-04-27,10
2016-04-28,20
2016-04-29,11
2016-04-30,18
2016-05-01,0
2016-05-02,10
2016-05-03,30
2016-05-04,15
