date,MXIM
2016-09-11,40
2016-09-12,18
2016-09-13,19
2016-09-14,19
2016-09-15,23
2016-09-16,28
2016-09-17,20
2016-09-18,13
2016-09-19,17
2016-09-20,11
2016-09-21,11
2016-09-22,34
2016-09-23,20
2016-09-24,14
2016-09-25,0
2016-09-26,11
2016-09-27,23
2016-09-28,23
2016-09-29,11
2016-09-30,20
2016-10-01,13
2016-10-02,13
2016-10-03,22
2016-10-04,17
2016-10-05,39
2016-10-06,23
2016-10-07,19
2016-10-08,13
2016-10-09,0
2016-10-10,23
2016-10-11,11
2016-10-12,23
2016-10-13,11
2016-10-14,16
2016-10-15,26
2016-10-16,0
2016-10-17,11
2016-10-18,29
2016-10-19,22
2016-10-20,30
2016-10-21,11
2016-10-22,26
2016-10-23,13
2016-10-24,22
2016-10-25,30
2016-10-26,18
2016-10-27,11
2016-10-28,23
2016-10-29,0
2016-10-30,26
2016-10-31,11
2016-11-01,15
2016-11-02,23
2016-11-03,30
2016-11-04,19
2016-11-05,0
2016-11-06,13
2016-11-07,11
2016-11-08,16
2016-11-09,15
2016-11-10,37
2016-11-11,17
2016-11-12,13
2016-11-13,13
2016-11-14,33
2016-11-15,22
2016-11-16,22
2016-11-17,37
2016-11-18,35
2016-11-19,13
2016-11-20,19
2016-11-21,18
2016-11-22,40
2016-11-23,22
2016-11-24,15
2016-11-25,40
2016-11-26,13
2016-11-27,25
2016-11-28,32
2016-11-29,29
2016-11-30,44
2016-12-01,22
2016-12-02,38
2016-12-03,13
2016-12-04,0
2016-12-05,32
2016-12-06,29
2016-12-07,11
2016-12-08,19
2016-12-09,23
2016-12-10,15
2016-12-11,20
2016-12-12,16
2016-12-13,11
2016-12-14,37
2016-12-15,28
2016-12-16,29
2016-12-17,13
2016-12-18,13
2016-12-19,17
2016-12-20,11
2016-12-21,16
2016-12-22,18
2016-12-23,19
2016-12-24,14
2016-12-25,14
2016-12-26,12
2016-12-27,12
2016-12-28,18
2016-12-29,12
2016-12-30,25
2016-12-31,0
2017-01-01,14
2017-01-02,17
2017-01-03,17
2017-01-04,27
2017-01-05,26
2017-01-06,11
2017-01-07,25
2017-01-08,12
2017-01-09,25
2017-01-10,25
2017-01-11,21
2017-01-12,21
2017-01-13,16
2017-01-14,25
2017-01-15,12
2017-01-16,18
2017-01-17,21
2017-01-18,27
2017-01-19,16
2017-01-20,11
2017-01-21,31
2017-01-22,0
2017-01-23,26
2017-01-24,18
2017-01-25,46
2017-01-26,50
2017-01-27,100
2017-01-28,25
2017-01-29,12
2017-01-30,25
2017-01-31,27
2017-02-01,63
2017-02-02,50
2017-02-03,44
2017-02-04,25
2017-02-05,24
2017-02-06,14
2017-02-07,21
2017-02-08,74
2017-02-09,26
2017-02-10,22
2017-02-11,12
2017-02-12,12
2017-02-13,28
2017-02-14,14
2017-02-15,11
2017-02-16,14
2017-02-17,26
2017-02-18,12
2017-02-19,24
2017-02-20,21
2017-02-21,14
2017-02-22,21
2017-02-23,18
2017-02-24,17
2017-02-25,0
2017-02-26,0
2017-02-27,18
2017-02-28,25
2017-03-01,21
2017-03-02,21
2017-03-03,22
2017-03-04,12
2017-03-05,24
2017-03-06,24
2017-03-07,52
2017-03-08,41
2017-03-09,26
2017-03-10,27
2017-03-11,12
2017-03-12,0
2017-03-13,16
2017-03-14,17
2017-03-15,35
2017-03-16,21
2017-03-17,33
2017-03-18,18
2017-03-19,24
2017-03-20,26
2017-03-21,21
2017-03-22,36
2017-03-23,11
2017-03-24,11
2017-03-25,19
2017-03-26,18
2017-03-27,17
2017-03-28,16
2017-03-29,25
2017-03-30,29
2017-03-31,26
2017-04-01,25
