date,NTAP
2014-07-24,29
2014-07-25,38
2014-07-26,30
2014-07-27,15
2014-07-28,51
2014-07-29,51
2014-07-30,27
2014-07-31,46
2014-08-01,25
2014-08-02,26
2014-08-03,9
2014-08-04,19
2014-08-05,22
2014-08-06,36
2014-08-07,41
2014-08-08,36
2014-08-09,23
2014-08-10,13
2014-08-11,29
2014-08-12,26
2014-08-13,81
2014-08-14,100
2014-08-15,52
2014-08-16,23
2014-08-17,22
2014-08-18,33
2014-08-19,50
2014-08-20,57
2014-08-21,48
2014-08-22,47
2014-08-23,8
2014-08-24,17
2014-08-25,21
2014-08-26,32
2014-08-27,35
2014-08-28,40
2014-08-29,34
2014-08-30,11
2014-08-31,8
2014-09-01,28
2014-09-02,34
2014-09-03,29
2014-09-04,27
2014-09-05,36
2014-09-06,17
2014-09-07,11
2014-09-08,25
2014-09-09,38
2014-09-10,38
2014-09-11,18
2014-09-12,26
2014-09-13,16
2014-09-14,24
2014-09-15,38
2014-09-16,25
2014-09-17,50
2014-09-18,34
2014-09-19,35
2014-09-20,8
2014-09-21,10
2014-09-22,27
2014-09-23,38
2014-09-24,43
2014-09-25,18
2014-09-26,26
2014-09-27,25
2014-09-28,16
2014-09-29,29
2014-09-30,31
2014-10-01,23
2014-10-02,30
2014-10-03,34
2014-10-04,14
2014-10-05,8
2014-10-06,27
2014-10-07,47
2014-10-08,29
2014-10-09,34
2014-10-10,24
2014-10-11,12
2014-10-12,16
2014-10-13,11
2014-10-14,31
2014-10-15,22
2014-10-16,27
2014-10-17,26
2014-10-18,16
2014-10-19,18
2014-10-20,35
2014-10-21,35
2014-10-22,31
2014-10-23,29
2014-10-24,35
2014-10-25,16
2014-10-26,8
2014-10-27,37
2014-10-28,41
2014-10-29,53
2014-10-30,47
2014-10-31,33
2014-11-01,12
2014-11-02,11
2014-11-03,28
2014-11-04,37
2014-11-05,33
2014-11-06,31
2014-11-07,21
2014-11-08,18
2014-11-09,18
2014-11-10,39
2014-11-11,46
2014-11-12,88
2014-11-13,94
2014-11-14,43
2014-11-15,27
2014-11-16,11
2014-11-17,28
2014-11-18,35
2014-11-19,54
2014-11-20,26
2014-11-21,29
2014-11-22,19
2014-11-23,15
2014-11-24,26
2014-11-25,19
2014-11-26,15
2014-11-27,20
2014-11-28,23
2014-11-29,19
2014-11-30,11
2014-12-01,32
2014-12-02,26
2014-12-03,32
2014-12-04,26
2014-12-05,23
2014-12-06,23
2014-12-07,8
2014-12-08,26
2014-12-09,21
2014-12-10,24
2014-12-11,33
2014-12-12,16
2014-12-13,13
2014-12-14,15
2014-12-15,34
2014-12-16,24
2014-12-17,20
2014-12-18,23
2014-12-19,28
2014-12-20,13
2014-12-21,11
2014-12-22,32
2014-12-23,29
2014-12-24,16
2014-12-25,15
2014-12-26,8
2014-12-27,8
2014-12-28,10
2014-12-29,31
2014-12-30,12
2014-12-31,31
2015-01-01,12
2015-01-02,17
2015-01-03,11
2015-01-04,20
2015-01-05,32
2015-01-06,41
2015-01-07,35
2015-01-08,23
2015-01-09,32
2015-01-10,26
2015-01-11,22
2015-01-12,23
2015-01-13,31
2015-01-14,27
2015-01-15,27
2015-01-16,39
2015-01-17,12
2015-01-18,14
2015-01-19,28
2015-01-20,25
2015-01-21,21
2015-01-22,19
2015-01-23,32
2015-01-24,22
2015-01-25,15
2015-01-26,25
2015-01-27,14
2015-01-28,39
2015-01-29,21
2015-01-30,28
2015-01-31,22
2015-02-01,18
2015-02-02,29
2015-02-03,24
2015-02-04,35
2015-02-05,27
2015-02-06,30
2015-02-07,7
2015-02-08,12
2015-02-09,26
2015-02-10,12
2015-02-11,57
2015-02-12,89
2015-02-13,41
2015-02-14,17
2015-02-15,10
2015-02-16,19
2015-02-17,17
2015-02-18,17
2015-02-19,23
2015-02-20,26
2015-02-21,11
2015-02-22,11
2015-02-23,9
2015-02-24,14
2015-02-25,18
2015-02-26,33
2015-02-27,32
2015-02-28,11
2015-03-01,10
2015-03-02,38
2015-03-03,16
2015-03-04,26
2015-03-05,16
2015-03-06,29
2015-03-07,19
2015-03-08,14
2015-03-09,24
2015-03-10,20
2015-03-11,24
2015-03-12,31
2015-03-13,25
2015-03-14,21
2015-03-15,11
2015-03-16,38
2015-03-17,16
2015-03-18,29
2015-03-19,26
2015-03-20,29
2015-03-21,7
2015-03-22,11
2015-03-23,22
2015-03-24,28
2015-03-25,24
2015-03-26,21
2015-03-27,32
2015-03-28,16
2015-03-29,7
2015-03-30,24
2015-03-31,18
2015-04-01,19
2015-04-02,15
2015-04-03,9
2015-04-04,7
2015-04-05,8
2015-04-06,26
2015-04-07,26
2015-04-08,33
2015-04-09,40
2015-04-10,37
