date,NTAP
2012-10-12,22
2012-10-13,6
2012-10-14,12
2012-10-15,25
2012-10-16,20
2012-10-17,10
2012-10-18,16
2012-10-19,19
2012-10-20,15
2012-10-21,6
2012-10-22,10
2012-10-23,10
2012-10-24,15
2012-10-25,5
2012-10-26,24
2012-10-27,6
2012-10-28,6
2012-10-29,15
2012-10-30,15
2012-10-31,28
2012-11-01,16
2012-11-02,11
2012-11-03,9
2012-11-04,0
2012-11-05,20
2012-11-06,7
2012-11-07,22
2012-11-08,26
2012-11-09,11
2012-11-10,0
2012-11-11,6
2012-11-12,23
2012-11-13,20
2012-11-14,43
2012-11-15,60
2012-11-16,29
2012-11-17,6
2012-11-18,6
2012-11-19,25
2012-11-20,32
2012-11-21,20
2012-11-22,5
2012-11-23,5
2012-11-24,12
2012-11-25,12
2012-11-26,27
2012-11-27,12
2012-11-28,17
2012-11-29,30
2012-11-30,26
2012-12-01,21
2012-12-02,15
2012-12-03,30
2012-12-04,29
2012-12-05,34
2012-12-06,25
2012-12-07,34
2012-12-08,18
2012-12-09,9
2012-12-10,17
2012-12-11,32
2012-12-12,27
2012-12-13,22
2012-12-14,39
2012-12-15,9
2012-12-16,12
2012-12-17,12
2012-12-18,22
2012-12-19,35
2012-12-20,13
2012-12-21,11
2012-12-22,9
2012-12-23,6
2012-12-24,12
2012-12-25,17
2012-12-26,14
2012-12-27,21
2012-12-28,22
2012-12-29,15
2012-12-30,15
2012-12-31,18
2013-01-01,13
2013-01-02,30
2013-01-03,25
2013-01-04,25
2013-01-05,11
2013-01-06,9
2013-01-07,17
2013-01-08,12
2013-01-09,21
2013-01-10,10
2013-01-11,25
2013-01-12,6
2013-01-13,6
2013-01-14,9
2013-01-15,21
2013-01-16,19
2013-01-17,24
2013-01-18,5
2013-01-19,14
2013-01-20,17
2013-01-21,12
2013-01-22,16
2013-01-23,42
2013-01-24,28
2013-01-25,29
2013-01-26,11
2013-01-27,5
2013-01-28,25
2013-01-29,25
2013-01-30,23
2013-01-31,16
2013-02-01,27
2013-02-02,6
2013-02-03,8
2013-02-04,21
2013-02-05,18
2013-02-06,7
2013-02-07,9
2013-02-08,12
2013-02-09,6
2013-02-10,6
2013-02-11,21
2013-02-12,31
2013-02-13,33
2013-02-14,50
2013-02-15,27
2013-02-16,17
2013-02-17,6
2013-02-18,5
2013-02-19,14
2013-02-20,21
2013-02-21,35
2013-02-22,10
2013-02-23,14
2013-02-24,11
2013-02-25,9
2013-02-26,9
2013-02-27,9
2013-02-28,42
2013-03-01,19
2013-03-02,8
2013-03-03,8
2013-03-04,14
2013-03-05,23
2013-03-06,16
2013-03-07,9
2013-03-08,24
2013-03-09,5
2013-03-10,5
2013-03-11,13
2013-03-12,13
2013-03-13,18
2013-03-14,14
2013-03-15,12
2013-03-16,21
2013-03-17,10
2013-03-18,18
2013-03-19,14
2013-03-20,20
2013-03-21,18
2013-03-22,14
2013-03-23,11
2013-03-24,0
2013-03-25,18
2013-03-26,7
2013-03-27,19
2013-03-28,7
2013-03-29,23
2013-03-30,6
2013-03-31,6
2013-04-01,24
2013-04-02,29
2013-04-03,18
2013-04-04,16
2013-04-05,16
2013-04-06,16
2013-04-07,8
2013-04-08,22
2013-04-09,25
2013-04-10,16
2013-04-11,18
2013-04-12,26
2013-04-13,14
2013-04-14,8
2013-04-15,22
2013-04-16,22
2013-04-17,25
2013-04-18,11
2013-04-19,9
2013-04-20,11
2013-04-21,8
2013-04-22,27
2013-04-23,25
2013-04-24,23
2013-04-25,12
2013-04-26,22
2013-04-27,5
2013-04-28,0
2013-04-29,16
2013-04-30,20
2013-05-01,10
2013-05-02,14
2013-05-03,17
2013-05-04,8
2013-05-05,6
2013-05-06,21
2013-05-07,14
2013-05-08,21
2013-05-09,23
2013-05-10,41
2013-05-11,0
2013-05-12,8
2013-05-13,11
2013-05-14,22
2013-05-15,36
2013-05-16,70
2013-05-17,68
2013-05-18,24
2013-05-19,16
2013-05-20,43
2013-05-21,90
2013-05-22,100
2013-05-23,42
2013-05-24,21
2013-05-25,0
2013-05-26,0
2013-05-27,21
2013-05-28,33
2013-05-29,22
2013-05-30,30
2013-05-31,26
2013-06-01,14
2013-06-02,8
2013-06-03,15
2013-06-04,29
2013-06-05,34
2013-06-06,25
2013-06-07,26
2013-06-08,17
2013-06-09,8
2013-06-10,35
2013-06-11,37
2013-06-12,42
2013-06-13,34
2013-06-14,17
2013-06-15,8
2013-06-16,0
2013-06-17,29
2013-06-18,31
2013-06-19,36
2013-06-20,9
2013-06-21,14
2013-06-22,14
2013-06-23,5
2013-06-24,29
2013-06-25,9
2013-06-26,25
2013-06-27,18
2013-06-28,5
2013-06-29,6
