date,NTAP
2015-04-10,25
2015-04-11,9
2015-04-12,9
2015-04-13,27
2015-04-14,23
2015-04-15,25
2015-04-16,10
2015-04-17,26
2015-04-18,5
2015-04-19,5
2015-04-20,27
2015-04-21,20
2015-04-22,12
2015-04-23,12
2015-04-24,12
2015-04-25,5
2015-04-26,0
2015-04-27,8
2015-04-28,15
2015-04-29,12
2015-04-30,24
2015-05-01,15
2015-05-02,7
2015-05-03,5
2015-05-04,16
2015-05-05,21
2015-05-06,18
2015-05-07,12
2015-05-08,14
2015-05-09,7
2015-05-10,5
2015-05-11,22
2015-05-12,15
2015-05-13,12
2015-05-14,18
2015-05-15,19
2015-05-16,9
2015-05-17,5
2015-05-18,19
2015-05-19,36
2015-05-20,42
2015-05-21,84
2015-05-22,39
2015-05-23,5
2015-05-24,9
2015-05-25,8
2015-05-26,19
2015-05-27,17
2015-05-28,16
2015-05-29,26
2015-05-30,9
2015-05-31,9
2015-06-01,69
2015-06-02,56
2015-06-03,43
2015-06-04,38
2015-06-05,27
2015-06-06,9
2015-06-07,5
2015-06-08,36
2015-06-09,11
2015-06-10,27
2015-06-11,29
2015-06-12,33
2015-06-13,9
2015-06-14,5
2015-06-15,34
2015-06-16,25
2015-06-17,31
2015-06-18,30
2015-06-19,21
2015-06-20,12
2015-06-21,5
2015-06-22,31
2015-06-23,18
2015-06-24,20
2015-06-25,16
2015-06-26,27
2015-06-27,14
2015-06-28,14
2015-06-29,27
2015-06-30,17
2015-07-01,14
2015-07-02,24
2015-07-03,13
2015-07-04,12
2015-07-05,5
2015-07-06,20
2015-07-07,15
2015-07-08,27
2015-07-09,29
2015-07-10,18
2015-07-11,10
2015-07-12,9
2015-07-13,19
2015-07-14,15
2015-07-15,18
2015-07-16,30
2015-07-17,25
2015-07-18,10
2015-07-19,7
2015-07-20,17
2015-07-21,18
2015-07-22,26
2015-07-23,14
2015-07-24,14
2015-07-25,9
2015-07-26,5
2015-07-27,12
2015-07-28,8
2015-07-29,18
2015-07-30,14
2015-07-31,16
2015-08-01,5
2015-08-02,14
2015-08-03,18
2015-08-04,29
2015-08-05,24
2015-08-06,28
2015-08-07,24
2015-08-08,9
2015-08-09,9
2015-08-10,37
2015-08-11,21
2015-08-12,26
2015-08-13,33
2015-08-14,16
2015-08-15,9
2015-08-16,7
2015-08-17,21
2015-08-18,21
2015-08-19,88
2015-08-20,100
2015-08-21,22
2015-08-22,18
2015-08-23,9
2015-08-24,42
2015-08-25,41
2015-08-26,38
2015-08-27,19
2015-08-28,24
2015-08-29,16
2015-08-30,9
2015-08-31,24
2015-09-01,21
2015-09-02,8
2015-09-03,11
2015-09-04,6
2015-09-05,7
2015-09-06,5
2015-09-07,8
2015-09-08,19
2015-09-09,13
2015-09-10,21
2015-09-11,15
2015-09-12,4
2015-09-13,9
2015-09-14,9
2015-09-15,18
2015-09-16,15
2015-09-17,18
2015-09-18,17
2015-09-19,9
2015-09-20,6
2015-09-21,18
2015-09-22,11
2015-09-23,19
2015-09-24,17
2015-09-25,18
2015-09-26,4
2015-09-27,4
2015-09-28,20
2015-09-29,9
2015-09-30,15
2015-10-01,15
2015-10-02,8
2015-10-03,4
2015-10-04,4
2015-10-05,9
2015-10-06,14
2015-10-07,20
2015-10-08,18
2015-10-09,31
2015-10-10,13
2015-10-11,4
2015-10-12,37
2015-10-13,24
2015-10-14,20
2015-10-15,24
2015-10-16,17
2015-10-17,17
2015-10-18,15
2015-10-19,18
2015-10-20,21
2015-10-21,14
2015-10-22,29
2015-10-23,15
2015-10-24,6
2015-10-25,8
2015-10-26,29
2015-10-27,13
2015-10-28,22
2015-10-29,16
2015-10-30,19
2015-10-31,9
2015-11-01,4
2015-11-02,29
2015-11-03,20
2015-11-04,11
2015-11-05,24
2015-11-06,23
2015-11-07,9
2015-11-08,4
2015-11-09,11
2015-11-10,9
2015-11-11,15
2015-11-12,13
2015-11-13,15
2015-11-14,4
2015-11-15,8
2015-11-16,9
2015-11-17,20
2015-11-18,36
2015-11-19,37
2015-11-20,27
2015-11-21,6
2015-11-22,8
2015-11-23,22
2015-11-24,36
2015-11-25,11
2015-11-26,15
2015-11-27,15
2015-11-28,4
2015-11-29,8
2015-11-30,18
2015-12-01,30
2015-12-02,23
2015-12-03,20
2015-12-04,26
2015-12-05,13
2015-12-06,13
2015-12-07,22
2015-12-08,29
2015-12-09,16
2015-12-10,26
2015-12-11,17
2015-12-12,4
2015-12-13,15
2015-12-14,30
2015-12-15,23
2015-12-16,24
2015-12-17,32
2015-12-18,28
2015-12-19,7
2015-12-20,4
2015-12-21,52
2015-12-22,59
2015-12-23,39
2015-12-24,18
2015-12-25,10
2015-12-26,7
