date,NTAP
2016-07-30,5
2016-07-31,8
2016-08-01,16
2016-08-02,21
2016-08-03,19
2016-08-04,12
2016-08-05,20
2016-08-06,8
2016-08-07,7
2016-08-08,21
2016-08-09,15
2016-08-10,15
2016-08-11,18
2016-08-12,22
2016-08-13,6
2016-08-14,6
2016-08-15,24
2016-08-16,23
2016-08-17,59
2016-08-18,100
2016-08-19,55
2016-08-20,18
2016-08-21,10
2016-08-22,31
2016-08-23,40
2016-08-24,36
2016-08-25,38
2016-08-26,44
2016-08-27,13
2016-08-28,5
2016-08-29,17
2016-08-30,21
2016-08-31,16
2016-09-01,14
2016-09-02,30
2016-09-03,10
2016-09-04,8
2016-09-05,9
2016-09-06,19
2016-09-07,21
2016-09-08,20
2016-09-09,15
2016-09-10,6
2016-09-11,7
2016-09-12,19
2016-09-13,13
2016-09-14,23
2016-09-15,15
2016-09-16,9
2016-09-17,8
2016-09-18,4
2016-09-19,17
2016-09-20,14
2016-09-21,19
2016-09-22,23
2016-09-23,13
2016-09-24,10
2016-09-25,3
2016-09-26,17
2016-09-27,7
2016-09-28,13
2016-09-29,19
2016-09-30,14
2016-10-01,10
2016-10-02,5
2016-10-03,16
2016-10-04,14
2016-10-05,12
2016-10-06,22
2016-10-07,17
2016-10-08,3
2016-10-09,5
2016-10-10,9
2016-10-11,9
2016-10-12,17
2016-10-13,16
2016-10-14,16
2016-10-15,10
2016-10-16,5
2016-10-17,11
2016-10-18,7
2016-10-19,12
2016-10-20,18
2016-10-21,10
2016-10-22,10
2016-10-23,3
2016-10-24,10
2016-10-25,11
2016-10-26,10
2016-10-27,13
2016-10-28,12
2016-10-29,6
2016-10-30,7
2016-10-31,11
2016-11-01,18
2016-11-02,18
2016-11-03,32
2016-11-04,28
2016-11-05,4
2016-11-06,5
2016-11-07,32
2016-11-08,17
2016-11-09,30
2016-11-10,16
2016-11-11,17
2016-11-12,9
2016-11-13,6
2016-11-14,16
2016-11-15,18
2016-11-16,44
2016-11-17,72
2016-11-18,22
2016-11-19,7
2016-11-20,4
2016-11-21,16
2016-11-22,10
2016-11-23,13
2016-11-24,8
2016-11-25,12
2016-11-26,7
2016-11-27,5
2016-11-28,19
2016-11-29,18
2016-11-30,19
2016-12-01,36
2016-12-02,25
2016-12-03,13
2016-12-04,6
2016-12-05,14
2016-12-06,15
2016-12-07,15
2016-12-08,16
2016-12-09,14
2016-12-10,6
2016-12-11,5
2016-12-12,10
2016-12-13,14
2016-12-14,18
2016-12-15,12
2016-12-16,9
2016-12-17,7
2016-12-18,0
2016-12-19,14
2016-12-20,16
2016-12-21,13
2016-12-22,11
2016-12-23,6
2016-12-24,7
2016-12-25,5
2016-12-26,8
2016-12-27,7
2016-12-28,9
2016-12-29,8
2016-12-30,9
2016-12-31,5
2017-01-01,7
2017-01-02,5
2017-01-03,16
2017-01-04,11
2017-01-05,17
2017-01-06,17
2017-01-07,6
2017-01-08,6
2017-01-09,7
2017-01-10,10
2017-01-11,13
2017-01-12,8
2017-01-13,9
2017-01-14,9
2017-01-15,6
2017-01-16,7
2017-01-17,11
2017-01-18,17
2017-01-19,5
2017-01-20,7
2017-01-21,8
2017-01-22,6
2017-01-23,7
2017-01-24,15
2017-01-25,24
2017-01-26,18
2017-01-27,12
2017-01-28,9
2017-01-29,4
2017-01-30,18
2017-01-31,11
2017-02-01,21
2017-02-02,24
2017-02-03,21
2017-02-04,11
2017-02-05,6
2017-02-06,14
2017-02-07,18
2017-02-08,9
2017-02-09,18
2017-02-10,20
2017-02-11,5
2017-02-12,6
2017-02-13,21
2017-02-14,18
2017-02-15,52
2017-02-16,52
2017-02-17,32
2017-02-18,7
2017-02-19,4
2017-02-20,12
2017-02-21,23
2017-02-22,21
2017-02-23,21
2017-02-24,12
2017-02-25,7
2017-02-26,8
2017-02-27,13
2017-02-28,21
2017-03-01,30
2017-03-02,21
2017-03-03,16
2017-03-04,9
2017-03-05,7
2017-03-06,14
2017-03-07,14
2017-03-08,11
2017-03-09,12
2017-03-10,10
2017-03-11,6
2017-03-12,6
2017-03-13,7
2017-03-14,13
2017-03-15,10
2017-03-16,10
2017-03-17,5
2017-03-18,4
2017-03-19,4
2017-03-20,9
2017-03-21,10
2017-03-22,11
2017-03-23,14
2017-03-24,12
2017-03-25,9
2017-03-26,9
2017-03-27,10
2017-03-28,9
2017-03-29,9
2017-03-30,17
2017-03-31,11
2017-04-01,3
2017-04-02,8
2017-04-03,13
2017-04-04,11
2017-04-05,14
2017-04-06,13
2017-04-07,8
2017-04-08,10
2017-04-09,4
2017-04-10,12
2017-04-11,13
2017-04-12,6
2017-04-13,11
2017-04-14,11
