date,NTAP
2015-08-18,26
2015-08-19,89
2015-08-20,100
2015-08-21,41
2015-08-22,14
2015-08-23,13
2015-08-24,47
2015-08-25,35
2015-08-26,37
2015-08-27,29
2015-08-28,28
2015-08-29,18
2015-08-30,23
2015-08-31,23
2015-09-01,19
2015-09-02,16
2015-09-03,26
2015-09-04,22
2015-09-05,8
2015-09-06,6
2015-09-07,7
2015-09-08,28
2015-09-09,16
2015-09-10,25
2015-09-11,14
2015-09-12,7
2015-09-13,11
2015-09-14,19
2015-09-15,28
2015-09-16,25
2015-09-17,16
2015-09-18,19
2015-09-19,11
2015-09-20,8
2015-09-21,17
2015-09-22,25
2015-09-23,25
2015-09-24,37
2015-09-25,16
2015-09-26,6
2015-09-27,11
2015-09-28,21
2015-09-29,20
2015-09-30,17
2015-10-01,21
2015-10-02,18
2015-10-03,8
2015-10-04,12
2015-10-05,20
2015-10-06,25
2015-10-07,37
2015-10-08,37
2015-10-09,39
2015-10-10,11
2015-10-11,5
2015-10-12,49
2015-10-13,45
2015-10-14,41
2015-10-15,26
2015-10-16,38
2015-10-17,18
2015-10-18,13
2015-10-19,24
2015-10-20,24
2015-10-21,24
2015-10-22,42
2015-10-23,35
2015-10-24,11
2015-10-25,12
2015-10-26,20
2015-10-27,23
2015-10-28,29
2015-10-29,28
2015-10-30,32
2015-10-31,13
2015-11-01,11
2015-11-02,23
2015-11-03,32
2015-11-04,14
2015-11-05,23
2015-11-06,25
2015-11-07,11
2015-11-08,16
2015-11-09,18
2015-11-10,27
2015-11-11,25
2015-11-12,25
2015-11-13,24
2015-11-14,11
2015-11-15,11
2015-11-16,18
2015-11-17,18
2015-11-18,47
2015-11-19,46
2015-11-20,38
2015-11-21,9
2015-11-22,9
2015-11-23,26
2015-11-24,18
2015-11-25,15
2015-11-26,11
2015-11-27,18
2015-11-28,16
2015-11-29,8
2015-11-30,25
2015-12-01,45
2015-12-02,23
2015-12-03,15
2015-12-04,36
2015-12-05,20
2015-12-06,9
2015-12-07,24
2015-12-08,29
2015-12-09,24
2015-12-10,43
2015-12-11,33
2015-12-12,9
2015-12-13,29
2015-12-14,27
2015-12-15,28
2015-12-16,19
2015-12-17,30
2015-12-18,32
2015-12-19,9
2015-12-20,11
2015-12-21,52
2015-12-22,79
2015-12-23,46
2015-12-24,27
2015-12-25,6
2015-12-26,6
2015-12-27,14
2015-12-28,10
2015-12-29,17
2015-12-30,22
2015-12-31,20
2016-01-01,14
2016-01-02,8
2016-01-03,5
2016-01-04,35
2016-01-05,34
2016-01-06,29
2016-01-07,52
2016-01-08,46
2016-01-09,12
2016-01-10,15
2016-01-11,28
2016-01-12,31
2016-01-13,18
2016-01-14,31
2016-01-15,42
2016-01-16,16
2016-01-17,15
2016-01-18,16
2016-01-19,40
2016-01-20,39
2016-01-21,30
2016-01-22,22
2016-01-23,15
2016-01-24,12
2016-01-25,34
2016-01-26,34
2016-01-27,38
2016-01-28,21
2016-01-29,32
2016-01-30,10
2016-01-31,22
2016-02-01,24
2016-02-02,22
2016-02-03,16
2016-02-04,29
2016-02-05,16
2016-02-06,8
2016-02-07,5
2016-02-08,23
2016-02-09,21
2016-02-10,20
2016-02-11,38
2016-02-12,27
2016-02-13,5
2016-02-14,10
2016-02-15,7
2016-02-16,34
2016-02-17,90
2016-02-18,87
2016-02-19,49
2016-02-20,10
2016-02-21,10
2016-02-22,27
2016-02-23,49
2016-02-24,14
2016-02-25,21
2016-02-26,25
2016-02-27,17
2016-02-28,7
2016-02-29,23
2016-03-01,39
2016-03-02,35
2016-03-03,42
2016-03-04,39
2016-03-05,15
2016-03-06,13
2016-03-07,43
2016-03-08,27
2016-03-09,19
2016-03-10,24
2016-03-11,35
2016-03-12,7
2016-03-13,5
2016-03-14,34
2016-03-15,21
2016-03-16,35
2016-03-17,17
2016-03-18,40
2016-03-19,16
2016-03-20,10
2016-03-21,26
2016-03-22,30
2016-03-23,27
2016-03-24,31
2016-03-25,14
2016-03-26,15
2016-03-27,18
2016-03-28,19
2016-03-29,17
2016-03-30,24
2016-03-31,21
2016-04-01,28
2016-04-02,13
2016-04-03,11
2016-04-04,34
2016-04-05,20
2016-04-06,21
2016-04-07,16
2016-04-08,25
2016-04-09,13
2016-04-10,15
2016-04-11,32
2016-04-12,22
2016-04-13,15
2016-04-14,20
2016-04-15,13
2016-04-16,10
2016-04-17,10
2016-04-18,24
2016-04-19,21
2016-04-20,23
2016-04-21,19
2016-04-22,18
2016-04-23,10
2016-04-24,5
2016-04-25,13
2016-04-26,4
2016-04-27,18
2016-04-28,17
2016-04-29,15
2016-04-30,13
2016-05-01,10
2016-05-02,19
2016-05-03,18
2016-05-04,22
