date,NTAP
2011-05-11,12
2011-05-12,18
2011-05-13,19
2011-05-14,15
2011-05-15,7
2011-05-16,20
2011-05-17,29
2011-05-18,6
2011-05-19,24
2011-05-20,31
2011-05-21,23
2011-05-22,7
2011-05-23,41
2011-05-24,23
2011-05-25,47
2011-05-26,63
2011-05-27,31
2011-05-28,15
2011-05-29,8
2011-05-30,16
2011-05-31,35
2011-06-01,24
2011-06-02,28
2011-06-03,32
2011-06-04,16
2011-06-05,7
2011-06-06,12
2011-06-07,14
2011-06-08,12
2011-06-09,12
2011-06-10,16
2011-06-11,8
2011-06-12,11
2011-06-13,18
2011-06-14,32
2011-06-15,23
2011-06-16,15
2011-06-17,6
2011-06-18,0
2011-06-19,8
2011-06-20,17
2011-06-21,14
2011-06-22,27
2011-06-23,28
2011-06-24,28
2011-06-25,8
2011-06-26,23
2011-06-27,18
2011-06-28,15
2011-06-29,15
2011-06-30,21
2011-07-01,19
2011-07-02,19
2011-07-03,15
2011-07-04,12
2011-07-05,30
2011-07-06,24
2011-07-07,15
2011-07-08,16
2011-07-09,8
2011-07-10,16
2011-07-11,12
2011-07-12,18
2011-07-13,27
2011-07-14,9
2011-07-15,10
2011-07-16,23
2011-07-17,8
2011-07-18,6
2011-07-19,18
2011-07-20,18
2011-07-21,21
2011-07-22,19
2011-07-23,15
2011-07-24,7
2011-07-25,15
2011-07-26,18
2011-07-27,12
2011-07-28,15
2011-07-29,9
2011-07-30,8
2011-07-31,8
2011-08-01,18
2011-08-02,18
2011-08-03,24
2011-08-04,15
2011-08-05,25
2011-08-06,11
2011-08-07,11
2011-08-08,26
2011-08-09,41
2011-08-10,18
2011-08-11,23
2011-08-12,28
2011-08-13,15
2011-08-14,7
2011-08-15,12
2011-08-16,27
2011-08-17,71
2011-08-18,100
2011-08-19,63
2011-08-20,18
2011-08-21,7
2011-08-22,17
2011-08-23,17
2011-08-24,20
2011-08-25,23
2011-08-26,15
2011-08-27,14
2011-08-28,0
2011-08-29,34
2011-08-30,23
2011-08-31,11
2011-09-01,26
2011-09-02,12
2011-09-03,14
2011-09-04,0
2011-09-05,20
2011-09-06,11
2011-09-07,14
2011-09-08,22
2011-09-09,9
2011-09-10,7
2011-09-11,13
2011-09-12,24
2011-09-13,22
2011-09-14,11
2011-09-15,19
2011-09-16,9
2011-09-17,7
2011-09-18,26
2011-09-19,16
2011-09-20,19
2011-09-21,21
2011-09-22,11
2011-09-23,17
2011-09-24,0
2011-09-25,0
2011-09-26,16
2011-09-27,11
2011-09-28,22
2011-09-29,16
2011-09-30,11
2011-10-01,7
2011-10-02,0
2011-10-03,16
2011-10-04,11
2011-10-05,16
2011-10-06,5
2011-10-07,20
2011-10-08,13
2011-10-09,6
2011-10-10,21
2011-10-11,20
2011-10-12,16
2011-10-13,19
2011-10-14,17
2011-10-15,6
2011-10-16,6
2011-10-17,18
2011-10-18,13
2011-10-19,24
2011-10-20,27
2011-10-21,22
2011-10-22,26
2011-10-23,9
2011-10-24,16
2011-10-25,16
2011-10-26,19
2011-10-27,19
2011-10-28,25
2011-10-29,26
2011-10-30,6
2011-10-31,16
2011-11-01,14
2011-11-02,13
2011-11-03,18
2011-11-04,22
2011-11-05,6
2011-11-06,0
2011-11-07,10
2011-11-08,21
2011-11-09,16
2011-11-10,24
2011-11-11,19
2011-11-12,13
2011-11-13,0
2011-11-14,20
2011-11-15,18
2011-11-16,67
2011-11-17,49
2011-11-18,24
2011-11-19,25
2011-11-20,6
2011-11-21,30
2011-11-22,18
2011-11-23,21
2011-11-24,19
2011-11-25,28
2011-11-26,0
2011-11-27,6
2011-11-28,10
2011-11-29,13
2011-11-30,15
2011-12-01,15
2011-12-02,24
2011-12-03,12
2011-12-04,6
2011-12-05,20
2011-12-06,18
2011-12-07,20
2011-12-08,26
2011-12-09,19
2011-12-10,6
2011-12-11,0
2011-12-12,35
2011-12-13,18
2011-12-14,25
2011-12-15,26
2011-12-16,11
2011-12-17,0
2011-12-18,0
2011-12-19,13
2011-12-20,21
2011-12-21,11
2011-12-22,8
2011-12-23,9
2011-12-24,7
2011-12-25,7
2011-12-26,12
2011-12-27,8
2011-12-28,19
2011-12-29,8
2011-12-30,14
2011-12-31,7
2012-01-01,11
2012-01-02,8
2012-01-03,15
2012-01-04,30
2012-01-05,25
2012-01-06,8
2012-01-07,18
2012-01-08,11
2012-01-09,12
2012-01-10,10
2012-01-11,22
2012-01-12,15
2012-01-13,10
2012-01-14,12
2012-01-15,9
2012-01-16,12
2012-01-17,17
2012-01-18,12
2012-01-19,29
2012-01-20,20
2012-01-21,17
2012-01-22,6
2012-01-23,19
2012-01-24,19
2012-01-25,19
2012-01-26,10
