date,NTAP
2016-09-11,8
2016-09-12,36
2016-09-13,29
2016-09-14,24
2016-09-15,27
2016-09-16,30
2016-09-17,21
2016-09-18,5
2016-09-19,33
2016-09-20,26
2016-09-21,37
2016-09-22,31
2016-09-23,25
2016-09-24,8
2016-09-25,5
2016-09-26,31
2016-09-27,15
2016-09-28,20
2016-09-29,18
2016-09-30,30
2016-10-01,10
2016-10-02,7
2016-10-03,19
2016-10-04,17
2016-10-05,9
2016-10-06,35
2016-10-07,27
2016-10-08,15
2016-10-09,5
2016-10-10,17
2016-10-11,11
2016-10-12,27
2016-10-13,22
2016-10-14,16
2016-10-15,15
2016-10-16,7
2016-10-17,23
2016-10-18,23
2016-10-19,26
2016-10-20,21
2016-10-21,22
2016-10-22,5
2016-10-23,5
2016-10-24,11
2016-10-25,19
2016-10-26,19
2016-10-27,21
2016-10-28,31
2016-10-29,5
2016-10-30,10
2016-10-31,11
2016-11-01,18
2016-11-02,33
2016-11-03,28
2016-11-04,28
2016-11-05,7
2016-11-06,14
2016-11-07,35
2016-11-08,33
2016-11-09,27
2016-11-10,26
2016-11-11,24
2016-11-12,10
2016-11-13,5
2016-11-14,23
2016-11-15,27
2016-11-16,67
2016-11-17,97
2016-11-18,50
2016-11-19,22
2016-11-20,5
2016-11-21,21
2016-11-22,37
2016-11-23,21
2016-11-24,13
2016-11-25,22
2016-11-26,7
2016-11-27,5
2016-11-28,33
2016-11-29,27
2016-11-30,31
2016-12-01,53
2016-12-02,48
2016-12-03,22
2016-12-04,12
2016-12-05,37
2016-12-06,21
2016-12-07,38
2016-12-08,37
2016-12-09,20
2016-12-10,8
2016-12-11,10
2016-12-12,17
2016-12-13,17
2016-12-14,25
2016-12-15,30
2016-12-16,25
2016-12-17,10
2016-12-18,5
2016-12-19,17
2016-12-20,24
2016-12-21,16
2016-12-22,20
2016-12-23,14
2016-12-24,19
2016-12-25,6
2016-12-26,7
2016-12-27,9
2016-12-28,14
2016-12-29,9
2016-12-30,9
2016-12-31,8
2017-01-01,16
2017-01-02,11
2017-01-03,25
2017-01-04,19
2017-01-05,30
2017-01-06,13
2017-01-07,14
2017-01-08,9
2017-01-09,8
2017-01-10,16
2017-01-11,12
2017-01-12,18
2017-01-13,8
2017-01-14,5
2017-01-15,5
2017-01-16,29
2017-01-17,16
2017-01-18,18
2017-01-19,10
2017-01-20,15
2017-01-21,7
2017-01-22,5
2017-01-23,16
2017-01-24,27
2017-01-25,34
2017-01-26,21
2017-01-27,11
2017-01-28,14
2017-01-29,5
2017-01-30,22
2017-01-31,16
2017-02-01,34
2017-02-02,37
2017-02-03,25
2017-02-04,14
2017-02-05,9
2017-02-06,22
2017-02-07,30
2017-02-08,24
2017-02-09,32
2017-02-10,17
2017-02-11,9
2017-02-12,12
2017-02-13,28
2017-02-14,28
2017-02-15,73
2017-02-16,100
2017-02-17,49
2017-02-18,12
2017-02-19,5
2017-02-20,14
2017-02-21,38
2017-02-22,28
2017-02-23,34
2017-02-24,15
2017-02-25,17
2017-02-26,5
2017-02-27,29
2017-02-28,29
2017-03-01,30
2017-03-02,32
2017-03-03,19
2017-03-04,21
2017-03-05,16
2017-03-06,48
2017-03-07,26
2017-03-08,12
2017-03-09,42
2017-03-10,29
2017-03-11,12
2017-03-12,5
2017-03-13,24
2017-03-14,22
2017-03-15,22
2017-03-16,20
2017-03-17,27
2017-03-18,9
2017-03-19,11
2017-03-20,12
2017-03-21,20
2017-03-22,22
2017-03-23,22
2017-03-24,15
2017-03-25,17
2017-03-26,14
2017-03-27,12
2017-03-28,12
2017-03-29,22
2017-03-30,27
2017-03-31,17
2017-04-01,14
