date,NTAP
2012-01-26,11
2012-01-27,20
2012-01-28,9
2012-01-29,13
2012-01-30,10
2012-01-31,14
2012-02-01,17
2012-02-02,12
2012-02-03,28
2012-02-04,19
2012-02-05,6
2012-02-06,16
2012-02-07,17
2012-02-08,21
2012-02-09,18
2012-02-10,24
2012-02-11,19
2012-02-12,12
2012-02-13,15
2012-02-14,25
2012-02-15,67
2012-02-16,49
2012-02-17,29
2012-02-18,6
2012-02-19,6
2012-02-20,14
2012-02-21,21
2012-02-22,21
2012-02-23,14
2012-02-24,20
2012-02-25,6
2012-02-26,16
2012-02-27,17
2012-02-28,38
2012-02-29,14
2012-03-01,16
2012-03-02,17
2012-03-03,9
2012-03-04,10
2012-03-05,19
2012-03-06,17
2012-03-07,15
2012-03-08,18
2012-03-09,15
2012-03-10,6
2012-03-11,0
2012-03-12,17
2012-03-13,12
2012-03-14,10
2012-03-15,19
2012-03-16,15
2012-03-17,6
2012-03-18,6
2012-03-19,9
2012-03-20,17
2012-03-21,23
2012-03-22,7
2012-03-23,17
2012-03-24,10
2012-03-25,16
2012-03-26,17
2012-03-27,17
2012-03-28,11
2012-03-29,23
2012-03-30,15
2012-03-31,9
2012-04-01,10
2012-04-02,18
2012-04-03,19
2012-04-04,16
2012-04-05,22
2012-04-06,6
2012-04-07,11
2012-04-08,7
2012-04-09,6
2012-04-10,18
2012-04-11,22
2012-04-12,23
2012-04-13,20
2012-04-14,8
2012-04-15,0
2012-04-16,24
2012-04-17,20
2012-04-18,12
2012-04-19,12
2012-04-20,18
2012-04-21,10
2012-04-22,6
2012-04-23,15
2012-04-24,15
2012-04-25,12
2012-04-26,23
2012-04-27,7
2012-04-28,6
2012-04-29,6
2012-04-30,19
2012-05-01,21
2012-05-02,16
2012-05-03,19
2012-05-04,11
2012-05-05,10
2012-05-06,8
2012-05-07,14
2012-05-08,15
2012-05-09,17
2012-05-10,24
2012-05-11,18
2012-05-12,13
2012-05-13,10
2012-05-14,22
2012-05-15,19
2012-05-16,17
2012-05-17,12
2012-05-18,11
2012-05-19,6
2012-05-20,0
2012-05-21,22
2012-05-22,29
2012-05-23,76
2012-05-24,100
2012-05-25,41
2012-05-26,35
2012-05-27,16
2012-05-28,14
2012-05-29,33
2012-05-30,29
2012-05-31,26
2012-06-01,36
2012-06-02,11
2012-06-03,12
2012-06-04,22
2012-06-05,32
2012-06-06,25
2012-06-07,19
2012-06-08,20
2012-06-09,17
2012-06-10,9
2012-06-11,25
2012-06-12,20
2012-06-13,19
2012-06-14,22
2012-06-15,14
2012-06-16,9
2012-06-17,8
2012-06-18,12
2012-06-19,25
2012-06-20,19
2012-06-21,26
2012-06-22,16
2012-06-23,13
2012-06-24,6
2012-06-25,19
2012-06-26,15
2012-06-27,21
2012-06-28,26
2012-06-29,28
2012-06-30,16
2012-07-01,9
2012-07-02,18
2012-07-03,22
2012-07-04,11
2012-07-05,21
2012-07-06,20
2012-07-07,10
2012-07-08,6
2012-07-09,12
2012-07-10,22
2012-07-11,24
2012-07-12,16
2012-07-13,27
2012-07-14,6
2012-07-15,6
2012-07-16,12
2012-07-17,14
2012-07-18,14
2012-07-19,16
2012-07-20,11
2012-07-21,18
2012-07-22,7
2012-07-23,19
2012-07-24,28
2012-07-25,9
2012-07-26,28
2012-07-27,20
2012-07-28,11
2012-07-29,6
2012-07-30,21
2012-07-31,9
2012-08-01,17
2012-08-02,34
2012-08-03,26
2012-08-04,13
2012-08-05,6
2012-08-06,16
2012-08-07,16
2012-08-08,13
2012-08-09,19
2012-08-10,15
2012-08-11,6
2012-08-12,6
2012-08-13,28
2012-08-14,16
2012-08-15,60
2012-08-16,53
2012-08-17,28
2012-08-18,7
2012-08-19,7
2012-08-20,29
2012-08-21,12
2012-08-22,29
2012-08-23,19
2012-08-24,25
2012-08-25,17
2012-08-26,9
2012-08-27,15
2012-08-28,18
2012-08-29,19
2012-08-30,17
2012-08-31,19
2012-09-01,6
2012-09-02,25
2012-09-03,10
2012-09-04,17
2012-09-05,13
2012-09-06,26
2012-09-07,27
2012-09-08,6
2012-09-09,6
2012-09-10,28
2012-09-11,20
2012-09-12,21
2012-09-13,28
2012-09-14,16
2012-09-15,6
2012-09-16,8
2012-09-17,15
2012-09-18,15
2012-09-19,7
2012-09-20,10
2012-09-21,16
2012-09-22,9
2012-09-23,12
2012-09-24,13
2012-09-25,20
2012-09-26,16
2012-09-27,22
2012-09-28,16
2012-09-29,9
2012-09-30,6
2012-10-01,10
2012-10-02,22
2012-10-03,18
2012-10-04,15
2012-10-05,17
2012-10-06,12
2012-10-07,6
2012-10-08,11
2012-10-09,11
2012-10-10,16
2012-10-11,21
2012-10-12,10
