date,NTAP
2015-12-26,7
2015-12-27,5
2015-12-28,8
2015-12-29,29
2015-12-30,17
2015-12-31,12
2016-01-01,10
2016-01-02,14
2016-01-03,0
2016-01-04,32
2016-01-05,21
2016-01-06,27
2016-01-07,33
2016-01-08,37
2016-01-09,7
2016-01-10,13
2016-01-11,18
2016-01-12,20
2016-01-13,21
2016-01-14,30
2016-01-15,39
2016-01-16,13
2016-01-17,11
2016-01-18,13
2016-01-19,34
2016-01-20,26
2016-01-21,28
2016-01-22,29
2016-01-23,9
2016-01-24,9
2016-01-25,35
2016-01-26,39
2016-01-27,37
2016-01-28,28
2016-01-29,35
2016-01-30,13
2016-01-31,8
2016-02-01,25
2016-02-02,25
2016-02-03,20
2016-02-04,27
2016-02-05,25
2016-02-06,13
2016-02-07,4
2016-02-08,24
2016-02-09,35
2016-02-10,29
2016-02-11,30
2016-02-12,26
2016-02-13,4
2016-02-14,0
2016-02-15,9
2016-02-16,31
2016-02-17,64
2016-02-18,70
2016-02-19,58
2016-02-20,12
2016-02-21,12
2016-02-22,27
2016-02-23,44
2016-02-24,28
2016-02-25,19
2016-02-26,26
2016-02-27,10
2016-02-28,8
2016-02-29,39
2016-03-01,35
2016-03-02,39
2016-03-03,36
2016-03-04,24
2016-03-05,12
2016-03-06,16
2016-03-07,32
2016-03-08,30
2016-03-09,17
2016-03-10,18
2016-03-11,31
2016-03-12,19
2016-03-13,8
2016-03-14,21
2016-03-15,21
2016-03-16,23
2016-03-17,11
2016-03-18,19
2016-03-19,12
2016-03-20,6
2016-03-21,18
2016-03-22,35
2016-03-23,18
2016-03-24,32
2016-03-25,18
2016-03-26,11
2016-03-27,6
2016-03-28,15
2016-03-29,12
2016-03-30,30
2016-03-31,11
2016-04-01,20
2016-04-02,10
2016-04-03,8
2016-04-04,16
2016-04-05,14
2016-04-06,18
2016-04-07,14
2016-04-08,22
2016-04-09,6
2016-04-10,4
2016-04-11,21
2016-04-12,10
2016-04-13,16
2016-04-14,14
2016-04-15,15
2016-04-16,6
2016-04-17,8
2016-04-18,16
2016-04-19,19
2016-04-20,18
2016-04-21,13
2016-04-22,13
2016-04-23,6
2016-04-24,8
2016-04-25,18
2016-04-26,10
2016-04-27,12
2016-04-28,11
2016-04-29,11
2016-04-30,6
2016-05-01,8
2016-05-02,23
2016-05-03,11
2016-05-04,18
2016-05-05,13
2016-05-06,6
2016-05-07,11
2016-05-08,8
2016-05-09,12
2016-05-10,5
2016-05-11,9
2016-05-12,21
2016-05-13,11
2016-05-14,12
2016-05-15,4
2016-05-16,16
2016-05-17,23
2016-05-18,12
2016-05-19,25
2016-05-20,9
2016-05-21,11
2016-05-22,8
2016-05-23,12
2016-05-24,23
2016-05-25,64
2016-05-26,52
2016-05-27,21
2016-05-28,4
2016-05-29,13
2016-05-30,6
2016-05-31,23
2016-06-01,35
2016-06-02,42
2016-06-03,30
2016-06-04,4
2016-06-05,4
2016-06-06,21
2016-06-07,26
2016-06-08,16
2016-06-09,24
2016-06-10,11
2016-06-11,4
2016-06-12,4
2016-06-13,11
2016-06-14,25
2016-06-15,30
2016-06-16,11
2016-06-17,11
2016-06-18,6
2016-06-19,8
2016-06-20,25
2016-06-21,21
2016-06-22,14
2016-06-23,16
2016-06-24,24
2016-06-25,11
2016-06-26,13
2016-06-27,39
2016-06-28,34
2016-06-29,20
2016-06-30,20
2016-07-01,9
2016-07-02,4
2016-07-03,4
2016-07-04,4
2016-07-05,13
2016-07-06,9
2016-07-07,6
2016-07-08,12
2016-07-09,9
2016-07-10,9
2016-07-11,14
2016-07-12,16
2016-07-13,13
2016-07-14,24
2016-07-15,9
2016-07-16,0
2016-07-17,4
2016-07-18,15
2016-07-19,13
2016-07-20,18
2016-07-21,13
2016-07-22,17
2016-07-23,4
2016-07-24,4
2016-07-25,25
2016-07-26,20
2016-07-27,18
2016-07-28,11
2016-07-29,23
2016-07-30,13
2016-07-31,9
2016-08-01,18
2016-08-02,25
2016-08-03,22
2016-08-04,5
2016-08-05,15
2016-08-06,4
2016-08-07,4
2016-08-08,22
2016-08-09,14
2016-08-10,16
2016-08-11,11
2016-08-12,21
2016-08-13,6
2016-08-14,13
2016-08-15,23
2016-08-16,27
2016-08-17,71
2016-08-18,100
2016-08-19,77
2016-08-20,6
2016-08-21,17
2016-08-22,48
2016-08-23,41
2016-08-24,38
2016-08-25,37
2016-08-26,51
2016-08-27,17
2016-08-28,17
2016-08-29,12
2016-08-30,28
2016-08-31,19
2016-09-01,16
2016-09-02,26
2016-09-03,10
2016-09-04,12
2016-09-05,11
2016-09-06,21
2016-09-07,23
2016-09-08,18
2016-09-09,7
2016-09-10,12
2016-09-11,6
