date,NTAP
2016-05-04,11
2016-05-05,16
2016-05-06,6
2016-05-07,9
2016-05-08,7
2016-05-09,13
2016-05-10,9
2016-05-11,9
2016-05-12,15
2016-05-13,10
2016-05-14,11
2016-05-15,5
2016-05-16,18
2016-05-17,17
2016-05-18,16
2016-05-19,15
2016-05-20,15
2016-05-21,5
2016-05-22,11
2016-05-23,13
2016-05-24,20
2016-05-25,56
2016-05-26,69
2016-05-27,24
2016-05-28,9
2016-05-29,9
2016-05-30,13
2016-05-31,25
2016-06-01,31
2016-06-02,22
2016-06-03,26
2016-06-04,9
2016-06-05,4
2016-06-06,22
2016-06-07,22
2016-06-08,15
2016-06-09,22
2016-06-10,12
2016-06-11,5
2016-06-12,4
2016-06-13,10
2016-06-14,10
2016-06-15,13
2016-06-16,13
2016-06-17,14
2016-06-18,12
2016-06-19,9
2016-06-20,9
2016-06-21,14
2016-06-22,10
2016-06-23,13
2016-06-24,31
2016-06-25,11
2016-06-26,4
2016-06-27,18
2016-06-28,16
2016-06-29,17
2016-06-30,11
2016-07-01,12
2016-07-02,6
2016-07-03,4
2016-07-04,7
2016-07-05,4
2016-07-06,9
2016-07-07,5
2016-07-08,13
2016-07-09,15
2016-07-10,4
2016-07-11,14
2016-07-12,10
2016-07-13,16
2016-07-14,21
2016-07-15,11
2016-07-16,9
2016-07-17,8
2016-07-18,7
2016-07-19,12
2016-07-20,12
2016-07-21,24
2016-07-22,10
2016-07-23,6
2016-07-24,13
2016-07-25,25
2016-07-26,16
2016-07-27,16
2016-07-28,15
2016-07-29,17
2016-07-30,10
2016-07-31,13
2016-08-01,20
2016-08-02,19
2016-08-03,17
2016-08-04,14
2016-08-05,19
2016-08-06,8
2016-08-07,4
2016-08-08,13
2016-08-09,17
2016-08-10,14
2016-08-11,19
2016-08-12,17
2016-08-13,6
2016-08-14,15
2016-08-15,21
2016-08-16,10
2016-08-17,61
2016-08-18,100
2016-08-19,65
2016-08-20,17
2016-08-21,5
2016-08-22,34
2016-08-23,42
2016-08-24,35
2016-08-25,32
2016-08-26,33
2016-08-27,11
2016-08-28,11
2016-08-29,16
2016-08-30,25
2016-08-31,12
2016-09-01,17
2016-09-02,24
2016-09-03,5
2016-09-04,11
2016-09-05,7
2016-09-06,16
2016-09-07,19
2016-09-08,16
2016-09-09,9
2016-09-10,9
2016-09-11,11
2016-09-12,23
2016-09-13,16
2016-09-14,16
2016-09-15,23
2016-09-16,9
2016-09-17,4
2016-09-18,7
2016-09-19,17
2016-09-20,12
2016-09-21,24
2016-09-22,20
2016-09-23,15
2016-09-24,4
2016-09-25,4
2016-09-26,20
2016-09-27,13
2016-09-28,13
2016-09-29,8
2016-09-30,17
2016-10-01,11
2016-10-02,5
2016-10-03,16
2016-10-04,16
2016-10-05,14
2016-10-06,16
2016-10-07,22
2016-10-08,7
2016-10-09,5
2016-10-10,18
2016-10-11,15
2016-10-12,19
2016-10-13,17
2016-10-14,11
2016-10-15,6
2016-10-16,7
2016-10-17,10
2016-10-18,12
2016-10-19,23
2016-10-20,18
2016-10-21,14
2016-10-22,13
2016-10-23,3
2016-10-24,13
2016-10-25,13
2016-10-26,14
2016-10-27,17
2016-10-28,16
2016-10-29,9
2016-10-30,7
2016-10-31,15
2016-11-01,17
2016-11-02,20
2016-11-03,44
2016-11-04,19
2016-11-05,8
2016-11-06,7
2016-11-07,22
2016-11-08,18
2016-11-09,28
2016-11-10,19
2016-11-11,14
2016-11-12,8
2016-11-13,4
2016-11-14,13
2016-11-15,19
2016-11-16,49
2016-11-17,65
2016-11-18,25
2016-11-19,15
2016-11-20,7
2016-11-21,20
2016-11-22,24
2016-11-23,18
2016-11-24,11
2016-11-25,15
2016-11-26,9
2016-11-27,5
2016-11-28,20
2016-11-29,16
2016-11-30,27
2016-12-01,30
2016-12-02,24
2016-12-03,15
2016-12-04,7
2016-12-05,21
2016-12-06,19
2016-12-07,18
2016-12-08,26
2016-12-09,18
2016-12-10,6
2016-12-11,5
2016-12-12,13
2016-12-13,17
2016-12-14,13
2016-12-15,18
2016-12-16,16
2016-12-17,6
2016-12-18,6
2016-12-19,15
2016-12-20,23
2016-12-21,11
2016-12-22,14
2016-12-23,15
2016-12-24,11
2016-12-25,4
2016-12-26,4
2016-12-27,11
2016-12-28,6
2016-12-29,8
2016-12-30,8
2016-12-31,5
2017-01-01,11
2017-01-02,10
2017-01-03,17
2017-01-04,11
2017-01-05,13
2017-01-06,14
2017-01-07,10
2017-01-08,4
2017-01-09,10
2017-01-10,11
2017-01-11,14
2017-01-12,10
2017-01-13,5
2017-01-14,10
2017-01-15,3
2017-01-16,14
2017-01-17,15
2017-01-18,16
2017-01-19,8
