date,COST,isPartial
2014-03-16,89,False
2014-03-17,93,False
2014-03-18,94,False
2014-03-19,93,False
2014-03-20,93,False
2014-03-21,88,False
2014-03-22,83,False
2014-03-23,89,False
2014-03-24,96,False
2014-03-25,96,False
2014-03-26,94,False
2014-03-27,95,False
2014-03-28,89,False
2014-03-29,84,False
2014-03-30,91,False
2014-03-31,96,False
2014-04-01,97,False
2014-04-02,97,False
2014-04-03,94,False
2014-04-04,88,False
2014-04-05,85,False
2014-04-06,91,False
2014-04-07,95,False
2014-04-08,96,False
2014-04-09,94,False
2014-04-10,94,False
2014-04-11,90,False
2014-04-12,86,False
2014-04-13,90,False
2014-04-14,97,False
2014-04-15,97,False
2014-04-16,93,False
2014-04-17,93,False
2014-04-18,88,False
2014-04-19,85,False
2014-04-20,84,False
2014-04-21,99,False
2014-04-22,96,False
2014-04-23,97,False
2014-04-24,96,False
2014-04-25,92,False
2014-04-26,84,False
2014-04-27,91,False
2014-04-28,97,False
2014-04-29,97,False
2014-04-30,96,False
2014-05-01,99,False
2014-05-02,92,False
2014-05-03,84,False
2014-05-04,87,False
2014-05-05,95,False
2014-05-06,95,False
2014-05-07,94,False
2014-05-08,94,False
2014-05-09,89,False
2014-05-10,81,False
2014-05-11,83,False
2014-05-12,96,False
2014-05-13,96,False
2014-05-14,95,False
2014-05-15,91,False
2014-05-16,86,False
2014-05-17,83,False
2014-05-18,87,False
2014-05-19,95,False
2014-05-20,92,False
2014-05-21,95,False
2014-05-22,92,False
2014-05-23,84,False
2014-05-24,81,False
2014-05-25,81,False
2014-05-26,83,False
2014-05-27,94,False
2014-05-28,93,False
2014-05-29,90,False
2014-05-30,87,False
2014-05-31,83,False
2014-06-01,85,False
2014-06-02,95,False
2014-06-03,92,False
2014-06-04,92,False
2014-06-05,91,False
2014-06-06,86,False
2014-06-07,84,False
2014-06-08,88,False
2014-06-09,94,False
2014-06-10,93,False
2014-06-11,92,False
2014-06-12,87,False
2014-06-13,85,False
2014-06-14,80,False
2014-06-15,84,False
2014-06-16,88,False
2014-06-17,92,False
2014-06-18,91,False
2014-06-19,92,False
2014-06-20,86,False
2014-06-21,83,False
2014-06-22,88,False
2014-06-23,96,False
2014-06-24,93,False
2014-06-25,91,False
2014-06-26,87,False
2014-06-27,87,False
2014-06-28,84,False
2014-06-29,88,False
2014-06-30,93,False
2014-07-01,92,False
2014-07-02,92,False
2014-07-03,89,False
2014-07-04,77,False
2014-07-05,83,False
2014-07-06,92,False
2014-07-07,98,False
2014-07-08,98,False
2014-07-09,93,False
2014-07-10,94,False
2014-07-11,89,False
2014-07-12,87,False
2014-07-13,91,False
2014-07-14,98,False
2014-07-15,97,False
2014-07-16,100,False
2014-07-17,95,False
2014-07-18,88,False
2014-07-19,87,False
2014-07-20,94,False
2014-07-21,99,False
2014-07-22,99,False
2014-07-23,96,False
2014-07-24,95,False
2014-07-25,89,False
2014-07-26,88,False
2014-07-27,93,False
2014-07-28,98,False
2014-07-29,97,False
2014-07-30,95,False
2014-07-31,94,False
2014-08-01,89,False
2014-08-02,88,False
2014-08-03,90,False
2014-08-04,94,False
2014-08-05,95,False
2014-08-06,94,False
2014-08-07,92,False
2014-08-08,89,False
2014-08-09,85,False
2014-08-10,91,False
2014-08-11,92,False
2014-08-12,90,False
2014-08-13,91,False
2014-08-14,90,False
2014-08-15,85,False
2014-08-16,84,False
2014-08-17,89,False
2014-08-18,92,False
2014-08-19,94,False
2014-08-20,90,False
2014-08-21,91,False
2014-08-22,86,False
2014-08-23,82,False
2014-08-24,84,False
2014-08-25,90,False
2014-08-26,91,False
2014-08-27,91,False
2014-08-28,87,False
2014-08-29,86,False
2014-08-30,81,False
2014-08-31,84,False
2014-09-01,84,False
2014-09-02,90,False
2014-09-03,90,False
2014-09-04,90,False
2014-09-05,87,False
