date,COST,isPartial
2011-01-01,74,False
2011-01-02,84,False
2011-01-03,85,False
2011-01-04,91,False
2011-01-05,92,False
2011-01-06,88,False
2011-01-07,84,False
2011-01-08,82,False
2011-01-09,81,False
2011-01-10,87,False
2011-01-11,87,False
2011-01-12,84,False
2011-01-13,89,False
2011-01-14,88,False
2011-01-15,79,False
2011-01-16,83,False
2011-01-17,88,False
2011-01-18,90,False
2011-01-19,89,False
2011-01-20,89,False
2011-01-21,84,False
2011-01-22,79,False
2011-01-23,86,False
2011-01-24,95,False
2011-01-25,88,False
2011-01-26,88,False
2011-01-27,87,False
2011-01-28,84,False
2011-01-29,79,False
2011-01-30,85,False
2011-01-31,90,False
2011-02-01,88,False
2011-02-02,88,False
2011-02-03,89,False
2011-02-04,83,False
2011-02-05,78,False
2011-02-06,86,False
2011-02-07,94,False
2011-02-08,92,False
2011-02-09,90,False
2011-02-10,88,False
2011-02-11,82,False
2011-02-12,77,False
2011-02-13,84,False
2011-02-14,88,False
2011-02-15,89,False
2011-02-16,90,False
2011-02-17,89,False
2011-02-18,85,False
2011-02-19,76,False
2011-02-20,85,False
2011-02-21,89,False
2011-02-22,88,False
2011-02-23,90,False
2011-02-24,91,False
2011-02-25,87,False
2011-02-26,78,False
2011-02-27,84,False
2011-02-28,91,False
2011-03-01,91,False
2011-03-02,91,False
2011-03-03,91,False
2011-03-04,89,False
2011-03-05,80,False
2011-03-06,90,False
2011-03-07,100,False
2011-03-08,93,False
2011-03-09,92,False
2011-03-10,91,False
2011-03-11,81,False
2011-03-12,72,False
2011-03-13,79,False
2011-03-14,84,False
2011-03-15,89,False
2011-03-16,90,False
2011-03-17,87,False
2011-03-18,84,False
2011-03-19,77,False
2011-03-20,91,False
2011-03-21,97,False
2011-03-22,96,False
2011-03-23,94,False
2011-03-24,91,False
2011-03-25,84,False
2011-03-26,78,False
2011-03-27,91,False
2011-03-28,98,False
2011-03-29,93,False
2011-03-30,93,False
2011-03-31,90,False
2011-04-01,86,False
2011-04-02,79,False
2011-04-03,88,False
2011-04-04,94,False
2011-04-05,94,False
2011-04-06,92,False
2011-04-07,94,False
2011-04-08,86,False
2011-04-09,77,False
2011-04-10,87,False
2011-04-11,98,False
2011-04-12,97,False
2011-04-13,95,False
2011-04-14,93,False
2011-04-15,88,False
2011-04-16,85,False
2011-04-17,86,False
2011-04-18,97,False
2011-04-19,97,False
2011-04-20,94,False
2011-04-21,90,False
2011-04-22,84,False
2011-04-23,77,False
2011-04-24,81,False
2011-04-25,98,False
2011-04-26,94,False
2011-04-27,92,False
2011-04-28,92,False
2011-04-29,91,False
2011-04-30,81,False
2011-05-01,87,False
2011-05-02,93,False
2011-05-03,91,False
2011-05-04,96,False
2011-05-05,94,False
2011-05-06,85,False
2011-05-07,78,False
2011-05-08,83,False
2011-05-09,95,False
2011-05-10,97,False
2011-05-11,96,False
2011-05-12,95,False
2011-05-13,85,False
2011-05-14,80,False
2011-05-15,84,False
2011-05-16,94,False
2011-05-17,96,False
2011-05-18,92,False
2011-05-19,92,False
2011-05-20,81,False
2011-05-21,77,False
2011-05-22,83,False
2011-05-23,93,False
2011-05-24,94,False
2011-05-25,90,False
2011-05-26,88,False
2011-05-27,86,False
2011-05-28,74,False
2011-05-29,84,False
2011-05-30,82,False
2011-05-31,94,False
2011-06-01,91,False
2011-06-02,94,False
2011-06-03,89,False
2011-06-04,82,False
2011-06-05,86,False
2011-06-06,91,False
2011-06-07,95,False
2011-06-08,94,False
2011-06-09,89,False
2011-06-10,85,False
2011-06-11,81,False
2011-06-12,86,False
2011-06-13,92,False
2011-06-14,91,False
2011-06-15,90,False
2011-06-16,88,False
2011-06-17,87,False
2011-06-18,80,False
2011-06-19,85,False
2011-06-20,89,False
2011-06-21,91,False
2011-06-22,93,False
2011-06-23,94,False
2011-06-24,86,False
2011-06-25,80,False
2011-06-26,87,False
2011-06-27,96,False
2011-06-28,90,False
2011-06-29,90,False
2011-06-30,90,False
2011-07-01,80,False
2011-07-02,77,False
2011-07-03,80,False
2011-07-04,82,False
2011-07-05,93,False
2011-07-06,95,False
2011-07-07,95,False
2011-07-08,85,False
2011-07-09,84,False
2011-07-10,92,False
2011-07-11,93,False
2011-07-12,96,False
2011-07-13,94,False
2011-07-14,90,False
2011-07-15,87,False
2011-07-16,88,False
2011-07-17,90,False
2011-07-18,99,False
2011-07-19,99,False
2011-07-20,95,False
2011-07-21,94,False
2011-07-22,90,False
2011-07-23,85,False
2011-07-24,88,False
2011-07-25,96,False
2011-07-26,93,False
2011-07-27,94,False
2011-07-28,90,False
2011-07-29,89,False
2011-07-30,84,False
2011-07-31,90,False
2011-08-01,95,False
2011-08-02,99,False
2011-08-03,94,False
2011-08-04,93,False
2011-08-05,84,False
2011-08-06,83,False
2011-08-07,88,False
2011-08-08,92,False
2011-08-09,88,False
2011-08-10,87,False
2011-08-11,87,False
2011-08-12,87,False
2011-08-13,83,False
2011-08-14,85,False
