date,COST,isPartial
2012-06-04,87,False
2012-06-05,90,False
2012-06-06,91,False
2012-06-07,90,False
2012-06-08,85,False
2012-06-09,81,False
2012-06-10,85,False
2012-06-11,90,False
2012-06-12,92,False
2012-06-13,92,False
2012-06-14,89,False
2012-06-15,87,False
2012-06-16,82,False
2012-06-17,83,False
2012-06-18,92,False
2012-06-19,94,False
2012-06-20,91,False
2012-06-21,89,False
2012-06-22,85,False
2012-06-23,86,False
2012-06-24,88,False
2012-06-25,93,False
2012-06-26,95,False
2012-06-27,92,False
2012-06-28,93,False
2012-06-29,88,False
2012-06-30,82,False
2012-07-01,87,False
2012-07-02,93,False
2012-07-03,93,False
2012-07-04,84,False
2012-07-05,93,False
2012-07-06,90,False
2012-07-07,91,False
2012-07-08,92,False
2012-07-09,98,False
2012-07-10,95,False
2012-07-11,95,False
2012-07-12,94,False
2012-07-13,89,False
2012-07-14,88,False
2012-07-15,93,False
2012-07-16,100,False
2012-07-17,98,False
2012-07-18,96,False
2012-07-19,95,False
2012-07-20,89,False
2012-07-21,87,False
2012-07-22,91,False
2012-07-23,95,False
2012-07-24,97,False
2012-07-25,95,False
2012-07-26,96,False
2012-07-27,94,False
2012-07-28,91,False
2012-07-29,92,False
2012-07-30,97,False
2012-07-31,96,False
2012-08-01,94,False
2012-08-02,94,False
2012-08-03,90,False
2012-08-04,86,False
2012-08-05,90,False
2012-08-06,94,False
2012-08-07,95,False
2012-08-08,93,False
2012-08-09,93,False
2012-08-10,88,False
2012-08-11,84,False
2012-08-12,92,False
2012-08-13,98,False
2012-08-14,93,False
2012-08-15,96,False
2012-08-16,92,False
2012-08-17,90,False
2012-08-18,86,False
2012-08-19,91,False
2012-08-20,95,False
2012-08-21,94,False
2012-08-22,94,False
2012-08-23,90,False
2012-08-24,87,False
2012-08-25,84,False
2012-08-26,88,False
2012-08-27,92,False
2012-08-28,93,False
2012-08-29,92,False
2012-08-30,90,False
2012-08-31,85,False
2012-09-01,83,False
2012-09-02,87,False
2012-09-03,87,False
2012-09-04,92,False
2012-09-05,94,False
2012-09-06,94,False
2012-09-07,88,False
2012-09-08,85,False
2012-09-09,89,False
2012-09-10,96,False
2012-09-11,94,False
2012-09-12,98,False
2012-09-13,99,False
2012-09-14,91,False
2012-09-15,82,False
2012-09-16,89,False
2012-09-17,97,False
2012-09-18,96,False
2012-09-19,94,False
2012-09-20,91,False
2012-09-21,89,False
2012-09-22,85,False
2012-09-23,86,False
2012-09-24,94,False
2012-09-25,95,False
2012-09-26,95,False
2012-09-27,93,False
2012-09-28,86,False
2012-09-29,79,False
2012-09-30,86,False
2012-10-01,94,False
2012-10-02,94,False
2012-10-03,95,False
2012-10-04,87,False
2012-10-05,83,False
2012-10-06,77,False
2012-10-07,83,False
2012-10-08,87,False
2012-10-09,91,False
2012-10-10,90,False
2012-10-11,88,False
2012-10-12,82,False
2012-10-13,78,False
2012-10-14,82,False
2012-10-15,92,False
2012-10-16,92,False
2012-10-17,90,False
