date,COST,isPartial
2015-04-10,90,False
2015-04-11,87,False
2015-04-12,91,False
2015-04-13,94,False
2015-04-14,97,False
2015-04-15,95,False
2015-04-16,91,False
2015-04-17,85,False
2015-04-18,84,False
2015-04-19,90,False
2015-04-20,96,False
2015-04-21,96,False
2015-04-22,95,False
2015-04-23,96,False
2015-04-24,87,False
2015-04-25,82,False
2015-04-26,87,False
2015-04-27,97,False
2015-04-28,92,False
2015-04-29,94,False
2015-04-30,95,False
2015-05-01,94,False
2015-05-02,87,False
2015-05-03,86,False
2015-05-04,95,False
2015-05-05,96,False
2015-05-06,95,False
2015-05-07,90,False
2015-05-08,90,False
2015-05-09,82,False
2015-05-10,84,False
2015-05-11,95,False
2015-05-12,96,False
2015-05-13,95,False
2015-05-14,97,False
2015-05-15,88,False
2015-05-16,81,False
2015-05-17,83,False
2015-05-18,95,False
2015-05-19,95,False
2015-05-20,94,False
2015-05-21,91,False
2015-05-22,86,False
2015-05-23,80,False
2015-05-24,83,False
2015-05-25,85,False
2015-05-26,94,False
2015-05-27,94,False
2015-05-28,92,False
2015-05-29,86,False
2015-05-30,84,False
2015-05-31,91,False
2015-06-01,95,False
2015-06-02,95,False
2015-06-03,92,False
2015-06-04,92,False
2015-06-05,91,False
2015-06-06,87,False
2015-06-07,90,False
2015-06-08,96,False
2015-06-09,93,False
2015-06-10,92,False
2015-06-11,92,False
2015-06-12,85,False
2015-06-13,85,False
2015-06-14,89,False
2015-06-15,92,False
2015-06-16,93,False
2015-06-17,93,False
2015-06-18,90,False
2015-06-19,85,False
2015-06-20,85,False
2015-06-21,87,False
2015-06-22,94,False
2015-06-23,93,False
2015-06-24,95,False
2015-06-25,93,False
2015-06-26,88,False
2015-06-27,88,False
2015-06-28,90,False
2015-06-29,96,False
2015-06-30,94,False
2015-07-01,90,False
2015-07-02,89,False
2015-07-03,82,False
2015-07-04,80,False
2015-07-05,88,False
2015-07-06,93,False
2015-07-07,95,False
2015-07-08,93,False
2015-07-09,94,False
2015-07-10,90,False
2015-07-11,90,False
2015-07-12,95,False
2015-07-13,96,False
2015-07-14,96,False
2015-07-15,95,False
2015-07-16,93,False
2015-07-17,91,False
2015-07-18,92,False
2015-07-19,95,False
2015-07-20,100,False
2015-07-21,97,False
2015-07-22,96,False
2015-07-23,94,False
2015-07-24,91,False
2015-07-25,88,False
2015-07-26,93,False
2015-07-27,100,False
2015-07-28,99,False
2015-07-29,95,False
2015-07-30,93,False
2015-07-31,89,False
2015-08-01,85,False
2015-08-02,93,False
2015-08-03,98,False
2015-08-04,98,False
2015-08-05,96,False
2015-08-06,93,False
2015-08-07,90,False
2015-08-08,86,False
2015-08-09,91,False
2015-08-10,99,False
2015-08-11,97,False
2015-08-12,93,False
2015-08-13,92,False
2015-08-14,87,False
2015-08-15,87,False
2015-08-16,94,False
2015-08-17,95,False
2015-08-18,93,False
2015-08-19,96,False
2015-08-20,92,False
2015-08-21,89,False
2015-08-22,86,False
2015-08-23,86,False
2015-08-24,88,False
2015-08-25,94,False
2015-08-26,92,False
2015-08-27,92,False
2015-08-28,84,False
2015-08-29,88,False
2015-08-30,86,False
2015-08-31,92,False
2015-09-01,92,False
2015-09-02,94,False
2015-09-03,91,False
2015-09-04,88,False
2015-09-05,85,False
2015-09-06,86,False
2015-09-07,88,False
2015-09-08,92,False
2015-09-09,94,False
2015-09-10,93,False
2015-09-11,90,False
2015-09-12,84,False
2015-09-13,86,False
