date,COST,isPartial
2013-02-19,97,False
2013-02-20,93,False
2013-02-21,96,False
2013-02-22,89,False
2013-02-23,85,False
2013-02-24,89,False
2013-02-25,92,False
2013-02-26,97,False
2013-02-27,92,False
2013-02-28,93,False
2013-03-01,87,False
2013-03-02,86,False
2013-03-03,90,False
2013-03-04,94,False
2013-03-05,96,False
2013-03-06,95,False
2013-03-07,92,False
2013-03-08,90,False
2013-03-09,84,False
2013-03-10,88,False
2013-03-11,97,False
2013-03-12,96,False
2013-03-13,89,False
2013-03-14,91,False
2013-03-15,87,False
2013-03-16,83,False
2013-03-17,88,False
2013-03-18,95,False
2013-03-19,94,False
2013-03-20,96,False
2013-03-21,92,False
2013-03-22,87,False
2013-03-23,83,False
2013-03-24,90,False
2013-03-25,98,False
2013-03-26,97,False
2013-03-27,91,False
2013-03-28,92,False
2013-03-29,84,False
2013-03-30,83,False
2013-03-31,83,False
2013-04-01,95,False
2013-04-02,98,False
2013-04-03,97,False
2013-04-04,95,False
2013-04-05,88,False
2013-04-06,86,False
2013-04-07,91,False
2013-04-08,98,False
2013-04-09,96,False
2013-04-10,98,False
2013-04-11,95,False
2013-04-12,90,False
2013-04-13,89,False
2013-04-14,96,False
2013-04-15,100,False
2013-04-16,96,False
2013-04-17,99,False
2013-04-18,93,False
2013-04-19,86,False
2013-04-20,79,False
2013-04-21,88,False
2013-04-22,97,False
2013-04-23,97,False
2013-04-24,99,False
2013-04-25,96,False
2013-04-26,87,False
2013-04-27,83,False
2013-04-28,94,False
2013-04-29,100,False
2013-04-30,98,False
2013-05-01,99,False
2013-05-02,96,False
2013-05-03,92,False
2013-05-04,85,False
2013-05-05,86,False
2013-05-06,97,False
2013-05-07,100,False
2013-05-08,96,False
2013-05-09,98,False
2013-05-10,88,False
2013-05-11,81,False
2013-05-12,85,False
2013-05-13,95,False
2013-05-14,93,False
2013-05-15,94,False
2013-05-16,94,False
2013-05-17,86,False
2013-05-18,83,False
2013-05-19,87,False
2013-05-20,95,False
2013-05-21,96,False
2013-05-22,95,False
2013-05-23,90,False
2013-05-24,85,False
2013-05-25,82,False
2013-05-26,81,False
2013-05-27,85,False
2013-05-28,94,False
2013-05-29,96,False
2013-05-30,96,False
2013-05-31,87,False
2013-06-01,82,False
2013-06-02,88,False
2013-06-03,93,False
2013-06-04,94,False
2013-06-05,93,False
2013-06-06,91,False
2013-06-07,88,False
2013-06-08,83,False
2013-06-09,90,False
2013-06-10,97,False
2013-06-11,99,False
2013-06-12,92,False
2013-06-13,91,False
2013-06-14,90,False
2013-06-15,87,False
2013-06-16,88,False
2013-06-17,95,False
2013-06-18,96,False
2013-06-19,95,False
2013-06-20,94,False
2013-06-21,86,False
2013-06-22,86,False
2013-06-23,90,False
2013-06-24,94,False
2013-06-25,92,False
2013-06-26,94,False
2013-06-27,90,False
2013-06-28,90,False
2013-06-29,85,False
2013-06-30,90,False
2013-07-01,94,False
2013-07-02,96,False
2013-07-03,92,False
2013-07-04,81,False
2013-07-05,87,False
2013-07-06,86,False
2013-07-07,93,False
2013-07-08,96,False
2013-07-09,95,False
2013-07-10,94,False
2013-07-11,90,False
2013-07-12,90,False
2013-07-13,88,False
2013-07-14,89,False
2013-07-15,97,False
2013-07-16,100,False
2013-07-17,96,False
2013-07-18,95,False
2013-07-19,91,False
2013-07-20,89,False
2013-07-21,96,False
2013-07-22,98,False
2013-07-23,98,False
2013-07-24,96,False
2013-07-25,98,False
2013-07-26,93,False
2013-07-27,92,False
2013-07-28,94,False
2013-07-29,99,False
2013-07-30,99,False
2013-07-31,97,False
2013-08-01,94,False
2013-08-02,93,False
2013-08-03,90,False
2013-08-04,93,False
