date,COST,isPartial
2018-02-13,91,False
2018-02-14,85,False
2018-02-15,89,False
2018-02-16,87,False
2018-02-17,86,False
2018-02-18,89,False
2018-02-19,93,False
2018-02-20,94,False
2018-02-21,93,False
2018-02-22,91,False
2018-02-23,90,False
2018-02-24,88,False
2018-02-25,88,False
2018-02-26,96,False
2018-02-27,94,False
2018-02-28,89,False
2018-03-01,90,False
2018-03-02,85,False
2018-03-03,86,False
2018-03-04,88,False
2018-03-05,93,False
2018-03-06,93,False
2018-03-07,95,False
2018-03-08,92,False
2018-03-09,88,False
2018-03-10,85,False
2018-03-11,90,False
2018-03-12,91,False
2018-03-13,92,False
2018-03-14,89,False
2018-03-15,89,False
2018-03-16,85,False
2018-03-17,82,False
2018-03-18,87,False
2018-03-19,93,False
2018-03-20,93,False
2018-03-21,92,False
2018-03-22,91,False
2018-03-23,87,False
2018-03-24,84,False
2018-03-25,91,False
2018-03-26,93,False
2018-03-27,95,False
2018-03-28,93,False
2018-03-29,89,False
2018-03-30,85,False
2018-03-31,84,False
2018-04-01,82,False
2018-04-02,95,False
2018-04-03,93,False
2018-04-04,95,False
2018-04-05,95,False
2018-04-06,91,False
2018-04-07,89,False
2018-04-08,93,False
2018-04-09,96,False
2018-04-10,95,False
2018-04-11,93,False
2018-04-12,92,False
2018-04-13,91,False
2018-04-14,88,False
2018-04-15,93,False
2018-04-16,98,False
2018-04-17,97,False
2018-04-18,92,False
2018-04-19,93,False
2018-04-20,88,False
2018-04-21,82,False
2018-04-22,89,False
2018-04-23,94,False
2018-04-24,96,False
2018-04-25,93,False
2018-04-26,90,False
2018-04-27,88,False
2018-04-28,86,False
2018-04-29,90,False
2018-04-30,100,False
2018-05-01,100,False
2018-05-02,94,False
2018-05-03,93,False
2018-05-04,90,False
2018-05-05,86,False
2018-05-06,87,False
2018-05-07,95,False
2018-05-08,96,False
2018-05-09,95,False
2018-05-10,95,False
2018-05-11,88,False
2018-05-12,84,False
2018-05-13,84,False
2018-05-14,94,False
2018-05-15,92,False
2018-05-16,90,False
2018-05-17,89,False
2018-05-18,88,False
2018-05-19,86,False
2018-05-20,92,False
2018-05-21,97,False
2018-05-22,94,False
2018-05-23,92,False
2018-05-24,91,False
2018-05-25,85,False
2018-05-26,82,False
2018-05-27,87,False
2018-05-28,84,False
2018-05-29,93,False
2018-05-30,95,False
2018-05-31,93,False
2018-06-01,89,False
