date,COST,isPartial
2011-05-11,97,False
2011-05-12,96,False
2011-05-13,88,False
2011-05-14,82,False
2011-05-15,87,False
2011-05-16,97,False
2011-05-17,95,False
2011-05-18,94,False
2011-05-19,93,False
2011-05-20,83,False
2011-05-21,78,False
2011-05-22,84,False
2011-05-23,94,False
2011-05-24,94,False
2011-05-25,94,False
2011-05-26,90,False
2011-05-27,84,False
2011-05-28,77,False
2011-05-29,83,False
2011-05-30,83,False
2011-05-31,94,False
2011-06-01,94,False
2011-06-02,94,False
2011-06-03,89,False
2011-06-04,84,False
2011-06-05,87,False
2011-06-06,94,False
2011-06-07,96,False
2011-06-08,94,False
2011-06-09,90,False
2011-06-10,85,False
2011-06-11,84,False
2011-06-12,90,False
2011-06-13,96,False
2011-06-14,92,False
2011-06-15,92,False
2011-06-16,91,False
2011-06-17,88,False
2011-06-18,81,False
2011-06-19,88,False
2011-06-20,93,False
2011-06-21,99,False
2011-06-22,94,False
2011-06-23,95,False
2011-06-24,88,False
2011-06-25,83,False
2011-06-26,91,False
2011-06-27,95,False
2011-06-28,96,False
2011-06-29,95,False
2011-06-30,90,False
2011-07-01,83,False
2011-07-02,81,False
2011-07-03,85,False
2011-07-04,84,False
2011-07-05,93,False
2011-07-06,95,False
2011-07-07,95,False
2011-07-08,92,False
2011-07-09,87,False
2011-07-10,94,False
2011-07-11,98,False
2011-07-12,97,False
2011-07-13,96,False
2011-07-14,94,False
2011-07-15,90,False
2011-07-16,87,False
2011-07-17,92,False
2011-07-18,99,False
2011-07-19,96,False
2011-07-20,98,False
2011-07-21,98,False
2011-07-22,94,False
2011-07-23,85,False
2011-07-24,91,False
2011-07-25,97,False
2011-07-26,95,False
2011-07-27,97,False
2011-07-28,90,False
2011-07-29,91,False
2011-07-30,87,False
2011-07-31,92,False
2011-08-01,98,False
2011-08-02,100,False
2011-08-03,95,False
2011-08-04,95,False
2011-08-05,89,False
2011-08-06,83,False
2011-08-07,90,False
2011-08-08,92,False
2011-08-09,90,False
2011-08-10,92,False
2011-08-11,88,False
2011-08-12,87,False
2011-08-13,84,False
2011-08-14,85,False
2011-08-15,92,False
2011-08-16,93,False
2011-08-17,92,False
2011-08-18,87,False
2011-08-19,83,False
2011-08-20,80,False
2011-08-21,86,False
2011-08-22,92,False
2011-08-23,89,False
2011-08-24,89,False
2011-08-25,87,False
2011-08-26,82,False
2011-08-27,77,False
2011-08-28,78,False
2011-08-29,87,False
2011-08-30,92,False
2011-08-31,88,False
2011-09-01,87,False
2011-09-02,82,False
2011-09-03,77,False
2011-09-04,80,False
2011-09-05,82,False
2011-09-06,91,False
2011-09-07,89,False
2011-09-08,89,False
2011-09-09,84,False
2011-09-10,79,False
2011-09-11,80,False
2011-09-12,91,False
2011-09-13,89,False
2011-09-14,88,False
2011-09-15,90,False
2011-09-16,84,False
2011-09-17,80,False
2011-09-18,81,False
2011-09-19,93,False
2011-09-20,91,False
2011-09-21,89,False
2011-09-22,89,False
2011-09-23,83,False
2011-09-24,78,False
2011-09-25,87,False
2011-09-26,95,False
2011-09-27,91,False
2011-09-28,91,False
2011-09-29,89,False
2011-09-30,84,False
2011-10-01,78,False
2011-10-02,83,False
2011-10-03,94,False
2011-10-04,92,False
2011-10-05,91,False
2011-10-06,86,False
2011-10-07,81,False
2011-10-08,74,False
2011-10-09,81,False
2011-10-10,91,False
2011-10-11,94,False
2011-10-12,96,False
2011-10-13,87,False
2011-10-14,83,False
2011-10-15,77,False
2011-10-16,82,False
2011-10-17,92,False
2011-10-18,92,False
2011-10-19,93,False
2011-10-20,89,False
2011-10-21,84,False
2011-10-22,77,False
2011-10-23,79,False
2011-10-24,91,False
2011-10-25,88,False
2011-10-26,87,False
2011-10-27,88,False
2011-10-28,81,False
2011-10-29,77,False
2011-10-30,79,False
2011-10-31,91,False
2011-11-01,89,False
2011-11-02,94,False
2011-11-03,89,False
2011-11-04,82,False
2011-11-05,77,False
2011-11-06,83,False
2011-11-07,93,False
2011-11-08,90,False
2011-11-09,91,False
2011-11-10,88,False
2011-11-11,79,False
2011-11-12,79,False
2011-11-13,82,False
2011-11-14,94,False
2011-11-15,95,False
2011-11-16,92,False
2011-11-17,88,False
2011-11-18,87,False
2011-11-19,78,False
2011-11-20,82,False
2011-11-21,89,False
2011-11-22,88,False
2011-11-23,79,False
2011-11-24,70,False
2011-11-25,73,False
2011-11-26,76,False
2011-11-27,85,False
2011-11-28,91,False
2011-11-29,91,False
2011-11-30,89,False
2011-12-01,88,False
2011-12-02,85,False
2011-12-03,77,False
2011-12-04,81,False
2011-12-05,92,False
2011-12-06,92,False
2011-12-07,88,False
2011-12-08,88,False
2011-12-09,83,False
2011-12-10,75,False
2011-12-11,79,False
2011-12-12,92,False
2011-12-13,85,False
2011-12-14,86,False
2011-12-15,86,False
2011-12-16,78,False
2011-12-17,72,False
2011-12-18,75,False
2011-12-19,81,False
2011-12-20,82,False
2011-12-21,79,False
2011-12-22,75,False
2011-12-23,68,False
2011-12-24,63,False
2011-12-25,62,False
2011-12-26,75,False
2011-12-27,80,False
2011-12-28,88,False
2011-12-29,87,False
2011-12-30,84,False
