date,COST,isPartial
2017-01-19,90,False
2017-01-20,85,False
2017-01-21,80,False
2017-01-22,87,False
2017-01-23,92,False
2017-01-24,91,False
2017-01-25,90,False
2017-01-26,91,False
2017-01-27,85,False
2017-01-28,83,False
2017-01-29,85,False
2017-01-30,90,False
2017-01-31,93,False
2017-02-01,90,False
2017-02-02,91,False
2017-02-03,86,False
2017-02-04,83,False
2017-02-05,87,False
2017-02-06,95,False
2017-02-07,89,False
2017-02-08,86,False
2017-02-09,89,False
2017-02-10,83,False
2017-02-11,80,False
2017-02-12,82,False
2017-02-13,85,False
2017-02-14,82,False
2017-02-15,87,False
2017-02-16,88,False
2017-02-17,83,False
2017-02-18,82,False
2017-02-19,89,False
2017-02-20,92,False
2017-02-21,96,False
2017-02-22,92,False
2017-02-23,90,False
2017-02-24,86,False
2017-02-25,82,False
2017-02-26,90,False
2017-02-27,98,False
2017-02-28,95,False
2017-03-01,93,False
2017-03-02,91,False
2017-03-03,87,False
2017-03-04,83,False
2017-03-05,88,False
2017-03-06,96,False
2017-03-07,94,False
2017-03-08,93,False
2017-03-09,90,False
2017-03-10,85,False
2017-03-11,84,False
2017-03-12,87,False
2017-03-13,92,False
2017-03-14,89,False
2017-03-15,92,False
2017-03-16,87,False
2017-03-17,87,False
2017-03-18,83,False
2017-03-19,88,False
2017-03-20,96,False
2017-03-21,93,False
2017-03-22,96,False
2017-03-23,92,False
2017-03-24,89,False
2017-03-25,83,False
2017-03-26,86,False
2017-03-27,96,False
2017-03-28,93,False
2017-03-29,93,False
2017-03-30,92,False
2017-03-31,88,False
2017-04-01,83,False
2017-04-02,88,False
2017-04-03,94,False
2017-04-04,93,False
2017-04-05,90,False
2017-04-06,93,False
2017-04-07,94,False
2017-04-08,87,False
2017-04-09,89,False
2017-04-10,97,False
2017-04-11,96,False
2017-04-12,93,False
2017-04-13,93,False
2017-04-14,90,False
2017-04-15,83,False
2017-04-16,82,False
2017-04-17,95,False
2017-04-18,96,False
2017-04-19,91,False
2017-04-20,88,False
2017-04-21,89,False
2017-04-22,81,False
2017-04-23,85,False
2017-04-24,95,False
2017-04-25,95,False
2017-04-26,93,False
2017-04-27,90,False
2017-04-28,86,False
2017-04-29,82,False
2017-04-30,87,False
2017-05-01,100,False
2017-05-02,93,False
2017-05-03,90,False
2017-05-04,92,False
2017-05-05,86,False
2017-05-06,82,False
2017-05-07,82,False
2017-05-08,92,False
2017-05-09,90,False
2017-05-10,88,False
2017-05-11,89,False
2017-05-12,84,False
2017-05-13,78,False
2017-05-14,82,False
2017-05-15,90,False
2017-05-16,91,False
2017-05-17,91,False
2017-05-18,86,False
2017-05-19,82,False
2017-05-20,79,False
2017-05-21,83,False
2017-05-22,90,False
2017-05-23,87,False
2017-05-24,89,False
2017-05-25,88,False
2017-05-26,83,False
2017-05-27,77,False
2017-05-28,80,False
2017-05-29,81,False
2017-05-30,89,False
2017-05-31,89,False
2017-06-01,89,False
2017-06-02,84,False
2017-06-03,84,False
2017-06-04,85,False
2017-06-05,89,False
2017-06-06,91,False
2017-06-07,90,False
2017-06-08,87,False
2017-06-09,84,False
2017-06-10,82,False
2017-06-11,89,False
2017-06-12,89,False
2017-06-13,90,False
2017-06-14,89,False
2017-06-15,87,False
2017-06-16,84,False
2017-06-17,82,False
2017-06-18,82,False
2017-06-19,91,False
2017-06-20,92,False
2017-06-21,88,False
2017-06-22,93,False
2017-06-23,88,False
2017-06-24,88,False
2017-06-25,87,False
2017-06-26,92,False
2017-06-27,92,False
2017-06-28,88,False
2017-06-29,88,False
2017-06-30,83,False
2017-07-01,81,False
2017-07-02,84,False
2017-07-03,85,False
2017-07-04,82,False
2017-07-05,92,False
2017-07-06,91,False
2017-07-07,90,False
2017-07-08,89,False
2017-07-09,90,False
2017-07-10,93,False
2017-07-11,93,False
2017-07-12,91,False
2017-07-13,91,False
2017-07-14,91,False
2017-07-15,87,False
2017-07-16,87,False
2017-07-17,91,False
2017-07-18,91,False
2017-07-19,89,False
2017-07-20,90,False
2017-07-21,85,False
2017-07-22,84,False
2017-07-23,89,False
2017-07-24,91,False
2017-07-25,91,False
2017-07-26,94,False
2017-07-27,89,False
2017-07-28,88,False
2017-07-29,85,False
2017-07-30,88,False
2017-07-31,88,False
2017-08-01,86,False
2017-08-02,91,False
2017-08-03,91,False
2017-08-04,86,False
2017-08-05,84,False
2017-08-06,87,False
2017-08-07,91,False
2017-08-08,89,False
2017-08-09,89,False
