date,COST,isPartial
2012-10-12,85,False
2012-10-13,78,False
2012-10-14,82,False
2012-10-15,91,False
2012-10-16,94,False
2012-10-17,89,False
2012-10-18,87,False
2012-10-19,84,False
2012-10-20,76,False
2012-10-21,81,False
2012-10-22,91,False
2012-10-23,89,False
2012-10-24,88,False
2012-10-25,86,False
2012-10-26,85,False
2012-10-27,76,False
2012-10-28,77,False
2012-10-29,84,False
2012-10-30,86,False
2012-10-31,82,False
2012-11-01,83,False
2012-11-02,83,False
2012-11-03,78,False
2012-11-04,82,False
2012-11-05,89,False
2012-11-06,87,False
2012-11-07,83,False
2012-11-08,87,False
2012-11-09,85,False
2012-11-10,75,False
2012-11-11,79,False
2012-11-12,90,False
2012-11-13,88,False
2012-11-14,90,False
2012-11-15,88,False
2012-11-16,81,False
2012-11-17,76,False
2012-11-18,81,False
2012-11-19,89,False
2012-11-20,87,False
2012-11-21,80,False
2012-11-22,70,False
2012-11-23,71,False
2012-11-24,76,False
2012-11-25,81,False
2012-11-26,89,False
2012-11-27,91,False
2012-11-28,93,False
2012-11-29,89,False
2012-11-30,84,False
2012-12-01,78,False
2012-12-02,81,False
2012-12-03,90,False
2012-12-04,91,False
2012-12-05,86,False
2012-12-06,87,False
2012-12-07,84,False
2012-12-08,77,False
2012-12-09,78,False
2012-12-10,87,False
2012-12-11,87,False
2012-12-12,86,False
2012-12-13,84,False
2012-12-14,75,False
2012-12-15,71,False
2012-12-16,73,False
2012-12-17,81,False
2012-12-18,83,False
2012-12-19,80,False
2012-12-20,74,False
2012-12-21,70,False
2012-12-22,67,False
2012-12-23,67,False
2012-12-24,63,False
2012-12-25,61,False
2012-12-26,76,False
2012-12-27,80,False
2012-12-28,80,False
2012-12-29,78,False
2012-12-30,79,False
2012-12-31,82,False
2013-01-01,78,False
2013-01-02,91,False
2013-01-03,89,False
2013-01-04,90,False
2013-01-05,85,False
2013-01-06,87,False
2013-01-07,95,False
2013-01-08,92,False
2013-01-09,95,False
2013-01-10,93,False
2013-01-11,89,False
2013-01-12,84,False
2013-01-13,87,False
2013-01-14,94,False
2013-01-15,91,False
2013-01-16,92,False
2013-01-17,88,False
2013-01-18,84,False
2013-01-19,82,False
2013-01-20,86,False
2013-01-21,90,False
2013-01-22,95,False
2013-01-23,90,False
2013-01-24,90,False
2013-01-25,87,False
2013-01-26,83,False
2013-01-27,88,False
2013-01-28,92,False
2013-01-29,94,False
2013-01-30,91,False
2013-01-31,92,False
2013-02-01,86,False
2013-02-02,82,False
2013-02-03,91,False
2013-02-04,97,False
2013-02-05,91,False
2013-02-06,95,False
2013-02-07,91,False
2013-02-08,85,False
2013-02-09,82,False
2013-02-10,89,False
2013-02-11,93,False
2013-02-12,92,False
2013-02-13,90,False
2013-02-14,84,False
2013-02-15,82,False
2013-02-16,81,False
2013-02-17,85,False
2013-02-18,93,False
2013-02-19,92,False
2013-02-20,93,False
2013-02-21,93,False
2013-02-22,89,False
2013-02-23,85,False
2013-02-24,90,False
2013-02-25,92,False
2013-02-26,93,False
2013-02-27,91,False
2013-02-28,91,False
2013-03-01,86,False
2013-03-02,83,False
2013-03-03,90,False
2013-03-04,93,False
2013-03-05,95,False
2013-03-06,94,False
2013-03-07,92,False
2013-03-08,88,False
2013-03-09,81,False
2013-03-10,87,False
2013-03-11,95,False
2013-03-12,95,False
2013-03-13,90,False
2013-03-14,92,False
2013-03-15,87,False
2013-03-16,84,False
2013-03-17,89,False
2013-03-18,94,False
2013-03-19,93,False
2013-03-20,97,False
2013-03-21,93,False
2013-03-22,84,False
2013-03-23,82,False
2013-03-24,90,False
2013-03-25,98,False
2013-03-26,94,False
2013-03-27,91,False
2013-03-28,92,False
2013-03-29,86,False
2013-03-30,81,False
2013-03-31,82,False
2013-04-01,94,False
2013-04-02,95,False
2013-04-03,94,False
2013-04-04,94,False
2013-04-05,89,False
2013-04-06,84,False
2013-04-07,89,False
2013-04-08,96,False
2013-04-09,95,False
2013-04-10,97,False
2013-04-11,98,False
2013-04-12,88,False
2013-04-13,87,False
2013-04-14,95,False
2013-04-15,97,False
2013-04-16,95,False
2013-04-17,95,False
2013-04-18,91,False
2013-04-19,85,False
2013-04-20,80,False
2013-04-21,90,False
2013-04-22,96,False
2013-04-23,96,False
2013-04-24,94,False
2013-04-25,93,False
2013-04-26,87,False
2013-04-27,82,False
2013-04-28,91,False
2013-04-29,100,False
2013-04-30,97,False
2013-05-01,99,False
2013-05-02,94,False
2013-05-03,91,False
2013-05-04,83,False
