date,COST,isPartial
2015-08-18,90,False
2015-08-19,92,False
2015-08-20,88,False
2015-08-21,84,False
2015-08-22,82,False
2015-08-23,82,False
2015-08-24,88,False
2015-08-25,91,False
2015-08-26,86,False
2015-08-27,89,False
2015-08-28,82,False
2015-08-29,82,False
2015-08-30,83,False
2015-08-31,87,False
2015-09-01,88,False
2015-09-02,88,False
2015-09-03,88,False
2015-09-04,83,False
2015-09-05,81,False
2015-09-06,81,False
2015-09-07,85,False
2015-09-08,90,False
2015-09-09,91,False
2015-09-10,90,False
2015-09-11,86,False
2015-09-12,82,False
2015-09-13,83,False
2015-09-14,91,False
2015-09-15,90,False
2015-09-16,89,False
2015-09-17,85,False
2015-09-18,81,False
2015-09-19,79,False
2015-09-20,79,False
2015-09-21,91,False
2015-09-22,89,False
2015-09-23,87,False
2015-09-24,88,False
2015-09-25,83,False
2015-09-26,78,False
2015-09-27,84,False
2015-09-28,87,False
2015-09-29,90,False
2015-09-30,89,False
2015-10-01,87,False
2015-10-02,82,False
2015-10-03,78,False
2015-10-04,80,False
2015-10-05,90,False
2015-10-06,89,False
2015-10-07,90,False
2015-10-08,86,False
2015-10-09,83,False
2015-10-10,79,False
2015-10-11,82,False
2015-10-12,91,False
2015-10-13,90,False
2015-10-14,86,False
2015-10-15,88,False
2015-10-16,81,False
2015-10-17,75,False
2015-10-18,83,False
2015-10-19,86,False
2015-10-20,85,False
2015-10-21,87,False
2015-10-22,85,False
2015-10-23,81,False
2015-10-24,79,False
2015-10-25,78,False
2015-10-26,88,False
2015-10-27,85,False
2015-10-28,86,False
2015-10-29,87,False
2015-10-30,80,False
2015-10-31,70,False
2015-11-01,74,False
2015-11-02,93,False
2015-11-03,90,False
2015-11-04,88,False
2015-11-05,85,False
2015-11-06,82,False
2015-11-07,78,False
2015-11-08,81,False
2015-11-09,88,False
2015-11-10,89,False
2015-11-11,85,False
2015-11-12,85,False
2015-11-13,81,False
2015-11-14,71,False
2015-11-15,75,False
2015-11-16,85,False
2015-11-17,85,False
2015-11-18,85,False
2015-11-19,83,False
2015-11-20,81,False
2015-11-21,73,False
2015-11-22,77,False
2015-11-23,85,False
2015-11-24,80,False
2015-11-25,76,False
2015-11-26,66,False
2015-11-27,68,False
2015-11-28,72,False
2015-11-29,76,False
2015-11-30,83,False
2015-12-01,86,False
2015-12-02,85,False
2015-12-03,86,False
2015-12-04,81,False
2015-12-05,76,False
2015-12-06,76,False
2015-12-07,87,False
2015-12-08,90,False
2015-12-09,88,False
2015-12-10,87,False
2015-12-11,81,False
2015-12-12,77,False
2015-12-13,78,False
2015-12-14,86,False
2015-12-15,90,False
2015-12-16,83,False
2015-12-17,83,False
2015-12-18,82,False
2015-12-19,78,False
2015-12-20,76,False
2015-12-21,82,False
2015-12-22,81,False
2015-12-23,75,False
2015-12-24,68,False
2015-12-25,62,False
2015-12-26,76,False
2015-12-27,81,False
2015-12-28,84,False
2015-12-29,87,False
2015-12-30,87,False
2015-12-31,83,False
2016-01-01,79,False
2016-01-02,84,False
2016-01-03,84,False
2016-01-04,90,False
