date,TRIP
2014-12-01,73
2014-12-02,71
2014-12-03,71
2014-12-04,71
2014-12-05,70
2014-12-06,71
2014-12-07,71
2014-12-08,73
2014-12-09,74
2014-12-10,73
2014-12-11,73
2014-12-12,72
2014-12-13,72
2014-12-14,71
2014-12-15,73
2014-12-16,71
2014-12-17,71
2014-12-18,72
2014-12-19,72
2014-12-20,72
2014-12-21,75
2014-12-22,78
2014-12-23,76
2014-12-24,72
2014-12-25,71
2014-12-26,80
2014-12-27,82
2014-12-28,83
2014-12-29,85
2014-12-30,83
2014-12-31,75
2015-01-01,81
2015-01-02,87
2015-01-03,85
2015-01-04,87
2015-01-05,84
2015-01-06,82
2015-01-07,81
2015-01-08,77
2015-01-09,78
2015-01-10,78
2015-01-11,82
2015-01-12,87
2015-01-13,85
2015-01-14,83
2015-01-15,80
2015-01-16,81
2015-01-17,84
2015-01-18,85
2015-01-19,82
2015-01-20,84
2015-01-21,81
2015-01-22,81
2015-01-23,77
2015-01-24,80
2015-01-25,83
2015-01-26,77
2015-01-27,82
2015-01-28,82
2015-01-29,78
2015-01-30,75
2015-01-31,76
2015-02-01,79
2015-02-02,78
2015-02-03,78
2015-02-04,77
2015-02-05,78
2015-02-06,76
2015-02-07,82
2015-02-08,83
2015-02-09,79
2015-02-10,78
2015-02-11,82
2015-02-12,82
2015-02-13,77
2015-02-14,77
2015-02-15,80
2015-02-16,80
2015-02-17,84
2015-02-18,82
2015-02-19,80
2015-02-20,79
2015-02-21,82
2015-02-22,84
2015-02-23,83
2015-02-24,84
2015-02-25,84
2015-02-26,81
2015-02-27,79
2015-02-28,82
2015-03-01,88
2015-03-02,83
2015-03-03,80
2015-03-04,81
2015-03-05,80
2015-03-06,78
2015-03-07,83
2015-03-08,86
2015-03-09,85
2015-03-10,82
2015-03-11,80
2015-03-12,81
2015-03-13,78
2015-03-14,81
2015-03-15,84
2015-03-16,86
2015-03-17,83
2015-03-18,80
2015-03-19,77
2015-03-20,78
2015-03-21,84
2015-03-22,86
2015-03-23,89
2015-03-24,84
2015-03-25,78
2015-03-26,74
2015-03-27,79
2015-03-28,83
2015-03-29,83
2015-03-30,83
2015-03-31,85
2015-04-01,83
2015-04-02,83
2015-04-03,85
2015-04-04,82
2015-04-05,86
2015-04-06,89
2015-04-07,84
2015-04-08,83
2015-04-09,83
2015-04-10,80
2015-04-11,83
2015-04-12,87
2015-04-13,85
2015-04-14,82
2015-04-15,81
2015-04-16,81
2015-04-17,81
2015-04-18,81
2015-04-19,84
2015-04-20,83
2015-04-21,81
2015-04-22,81
2015-04-23,81
2015-04-24,81
2015-04-25,82
2015-04-26,84
2015-04-27,86
2015-04-28,83
2015-04-29,82
2015-04-30,83
2015-05-01,85
2015-05-02,82
2015-05-03,82
2015-05-04,83
2015-05-05,82
2015-05-06,80
2015-05-07,81
2015-05-08,81
2015-05-09,85
2015-05-10,83
2015-05-11,88
2015-05-12,85
2015-05-13,84
2015-05-14,86
2015-05-15,84
2015-05-16,87
2015-05-17,88
2015-05-18,88
2015-05-19,89
2015-05-20,87
2015-05-21,86
2015-05-22,85
2015-05-23,87
2015-05-24,87
2015-05-25,88
2015-05-26,89
2015-05-27,86
2015-05-28,86
2015-05-29,86
2015-05-30,88
2015-05-31,94
2015-06-01,90
2015-06-02,91
2015-06-03,89
2015-06-04,88
2015-06-05,86
2015-06-06,88
2015-06-07,93
2015-06-08,90
2015-06-09,88
2015-06-10,90
2015-06-11,88
2015-06-12,87
2015-06-13,89
2015-06-14,91
2015-06-15,88
2015-06-16,88
2015-06-17,86
2015-06-18,85
2015-06-19,85
2015-06-20,86
2015-06-21,88
2015-06-22,91
2015-06-23,92
2015-06-24,88
2015-06-25,86
2015-06-26,88
2015-06-27,89
2015-06-28,98
2015-06-29,92
2015-06-30,90
2015-07-01,87
2015-07-02,89
2015-07-03,85
2015-07-04,86
2015-07-05,93
2015-07-06,92
2015-07-07,91
2015-07-08,93
2015-07-09,91
2015-07-10,89
2015-07-11,93
2015-07-12,95
2015-07-13,94
2015-07-14,94
2015-07-15,92
2015-07-16,92
2015-07-17,92
2015-07-18,94
2015-07-19,99
2015-07-20,97
2015-07-21,96
2015-07-22,93
2015-07-23,92
2015-07-24,90
2015-07-25,93
2015-07-26,100
2015-07-27,94
2015-07-28,94
2015-07-29,93
2015-07-30,90
2015-07-31,88
2015-08-01,92
2015-08-02,95
2015-08-03,94
2015-08-04,93
2015-08-05,89
2015-08-06,88
2015-08-07,87
2015-08-08,90
2015-08-09,95
2015-08-10,92
2015-08-11,93
2015-08-12,90
2015-08-13,90
2015-08-14,91
2015-08-15,91
2015-08-16,93
2015-08-17,91
2015-08-18,89
