date,TRIP
2011-09-18,89
2011-09-19,92
2011-09-20,89
2011-09-21,87
2011-09-22,89
2011-09-23,87
2011-09-24,90
2011-09-25,89
2011-09-26,93
2011-09-27,89
2011-09-28,88
2011-09-29,86
2011-09-30,86
2011-10-01,87
2011-10-02,92
2011-10-03,90
2011-10-04,84
2011-10-05,85
2011-10-06,82
2011-10-07,83
2011-10-08,89
2011-10-09,88
2011-10-10,89
2011-10-11,90
2011-10-12,89
2011-10-13,83
2011-10-14,85
2011-10-15,85
2011-10-16,86
2011-10-17,88
2011-10-18,89
2011-10-19,88
2011-10-20,83
2011-10-21,89
2011-10-22,89
2011-10-23,88
2011-10-24,89
2011-10-25,86
2011-10-26,78
2011-10-27,82
2011-10-28,80
2011-10-29,84
2011-10-30,87
2011-10-31,100
2011-11-01,94
2011-11-02,89
2011-11-03,89
2011-11-04,85
2011-11-05,86
2011-11-06,87
2011-11-07,87
2011-11-08,84
2011-11-09,84
2011-11-10,82
2011-11-11,81
2011-11-12,84
2011-11-13,82
2011-11-14,83
2011-11-15,82
2011-11-16,82
2011-11-17,83
2011-11-18,81
2011-11-19,83
2011-11-20,82
2011-11-21,83
2011-11-22,83
2011-11-23,79
2011-11-24,75
2011-11-25,77
2011-11-26,77
2011-11-27,79
2011-11-28,82
2011-11-29,81
2011-11-30,79
2011-12-01,78
2011-12-02,79
2011-12-03,79
2011-12-04,80
2011-12-05,82
2011-12-06,80
2011-12-07,78
2011-12-08,76
2011-12-09,80
2011-12-10,77
2011-12-11,80
2011-12-12,80
2011-12-13,79
2011-12-14,78
2011-12-15,75
2011-12-16,76
2011-12-17,78
2011-12-18,78
2011-12-19,82
2011-12-20,79
2011-12-21,78
2011-12-22,78
2011-12-23,78
2011-12-24,72
2011-12-25,71
2011-12-26,86
2011-12-27,90
2011-12-28,91
2011-12-29,91
2011-12-30,90
2011-12-31,85
2012-01-01,92
2012-01-02,97
2012-01-03,99
2012-01-04,99
2012-01-05,97
2012-01-06,96
2012-01-07,98
2012-01-08,100
2012-01-09,98
2012-01-10,97
2012-01-11,98
2012-01-12,93
2012-01-13,88
2012-01-14,89
2012-01-15,91
2012-01-16,85
2012-01-17,82
2012-01-18,81
2012-01-19,80
2012-01-20,79
2012-01-21,78
2012-01-22,79
2012-01-23,79
2012-01-24,81
2012-01-25,76
2012-01-26,70
2012-01-27,75
2012-01-28,75
2012-01-29,75
2012-01-30,75
2012-01-31,74
2012-02-01,73
2012-02-02,71
2012-02-03,71
2012-02-04,74
2012-02-05,70
2012-02-06,74
2012-02-07,71
2012-02-08,71
2012-02-09,71
2012-02-10,73
2012-02-11,72
2012-02-12,68
2012-02-13,73
2012-02-14,71
2012-02-15,71
2012-02-16,73
2012-02-17,74
2012-02-18,73
2012-02-19,74
2012-02-20,75
2012-02-21,76
2012-02-22,76
2012-02-23,74
2012-02-24,73
2012-02-25,76
2012-02-26,75
2012-02-27,76
2012-02-28,76
2012-02-29,78
2012-03-01,80
2012-03-02,77
2012-03-03,80
2012-03-04,81
2012-03-05,83
2012-03-06,79
2012-03-07,75
2012-03-08,69
2012-03-09,76
2012-03-10,79
2012-03-11,72
2012-03-12,77
2012-03-13,79
2012-03-14,74
2012-03-15,74
2012-03-16,72
2012-03-17,73
2012-03-18,74
2012-03-19,78
2012-03-20,76
2012-03-21,75
2012-03-22,74
2012-03-23,70
2012-03-24,70
2012-03-25,71
2012-03-26,75
2012-03-27,72
2012-03-28,73
2012-03-29,68
2012-03-30,67
2012-03-31,68
2012-04-01,71
2012-04-02,74
2012-04-03,73
2012-04-04,72
2012-04-05,71
2012-04-06,69
2012-04-07,70
2012-04-08,68
2012-04-09,73
2012-04-10,70
2012-04-11,73
2012-04-12,71
2012-04-13,68
2012-04-14,72
2012-04-15,70
2012-04-16,74
2012-04-17,71
2012-04-18,69
2012-04-19,68
2012-04-20,69
2012-04-21,69
2012-04-22,69
2012-04-23,74
2012-04-24,71
2012-04-25,70
2012-04-26,68
2012-04-27,70
2012-04-28,67
2012-04-29,72
2012-04-30,74
2012-05-01,75
2012-05-02,72
2012-05-03,69
2012-05-04,68
2012-05-05,67
2012-05-06,66
2012-05-07,72
2012-05-08,72
2012-05-09,71
2012-05-10,70
2012-05-11,67
2012-05-12,68
2012-05-13,65
2012-05-14,73
2012-05-15,71
2012-05-16,72
2012-05-17,72
2012-05-18,71
2012-05-19,71
2012-05-20,79
2012-05-21,75
2012-05-22,76
2012-05-23,77
2012-05-24,74
2012-05-25,74
2012-05-26,72
2012-05-27,73
2012-05-28,81
2012-05-29,77
2012-05-30,78
2012-05-31,76
2012-06-01,70
2012-06-02,75
2012-06-03,75
2012-06-04,75
