date,TRIP
2012-01-26,82
2012-01-27,87
2012-01-28,87
2012-01-29,88
2012-01-30,90
2012-01-31,88
2012-02-01,86
2012-02-02,83
2012-02-03,81
2012-02-04,86
2012-02-05,83
2012-02-06,86
2012-02-07,84
2012-02-08,84
2012-02-09,83
2012-02-10,83
2012-02-11,86
2012-02-12,80
2012-02-13,84
2012-02-14,83
2012-02-15,85
2012-02-16,85
2012-02-17,86
2012-02-18,85
2012-02-19,85
2012-02-20,89
2012-02-21,89
2012-02-22,88
2012-02-23,88
2012-02-24,84
2012-02-25,88
2012-02-26,87
2012-02-27,90
2012-02-28,87
2012-02-29,89
2012-03-01,91
2012-03-02,89
2012-03-03,91
2012-03-04,93
2012-03-05,94
2012-03-06,92
2012-03-07,86
2012-03-08,82
2012-03-09,89
2012-03-10,91
2012-03-11,87
2012-03-12,92
2012-03-13,90
2012-03-14,87
2012-03-15,87
2012-03-16,84
2012-03-17,86
2012-03-18,85
2012-03-19,90
2012-03-20,86
2012-03-21,87
2012-03-22,87
2012-03-23,82
2012-03-24,82
2012-03-25,82
2012-03-26,87
2012-03-27,85
2012-03-28,86
2012-03-29,80
2012-03-30,81
2012-03-31,81
2012-04-01,83
2012-04-02,86
2012-04-03,84
2012-04-04,85
2012-04-05,81
2012-04-06,79
2012-04-07,80
2012-04-08,81
2012-04-09,86
2012-04-10,83
2012-04-11,83
2012-04-12,84
2012-04-13,81
2012-04-14,82
2012-04-15,84
2012-04-16,86
2012-04-17,83
2012-04-18,81
2012-04-19,81
2012-04-20,80
2012-04-21,80
2012-04-22,80
2012-04-23,85
2012-04-24,81
2012-04-25,81
2012-04-26,81
2012-04-27,82
2012-04-28,78
2012-04-29,84
2012-04-30,88
2012-05-01,86
2012-05-02,85
2012-05-03,81
2012-05-04,79
2012-05-05,78
2012-05-06,77
2012-05-07,84
2012-05-08,84
2012-05-09,83
2012-05-10,82
2012-05-11,79
2012-05-12,78
2012-05-13,77
2012-05-14,86
2012-05-15,83
2012-05-16,85
2012-05-17,85
2012-05-18,83
2012-05-19,85
2012-05-20,90
2012-05-21,89
2012-05-22,89
2012-05-23,88
2012-05-24,85
2012-05-25,85
2012-05-26,84
2012-05-27,85
2012-05-28,94
2012-05-29,90
2012-05-30,92
2012-05-31,87
2012-06-01,84
2012-06-02,89
2012-06-03,86
2012-06-04,86
2012-06-05,88
2012-06-06,87
2012-06-07,86
2012-06-08,84
2012-06-09,82
2012-06-10,86
2012-06-11,88
2012-06-12,91
2012-06-13,89
2012-06-14,86
2012-06-15,85
2012-06-16,87
2012-06-17,87
2012-06-18,92
2012-06-19,93
2012-06-20,90
2012-06-21,91
2012-06-22,87
2012-06-23,91
2012-06-24,91
2012-06-25,92
2012-06-26,92
2012-06-27,89
2012-06-28,85
2012-06-29,86
2012-06-30,86
2012-07-01,88
2012-07-02,89
2012-07-03,91
2012-07-04,86
2012-07-05,90
2012-07-06,91
2012-07-07,87
2012-07-08,92
2012-07-09,94
2012-07-10,92
2012-07-11,92
2012-07-12,89
2012-07-13,89
2012-07-14,92
2012-07-15,100
2012-07-16,100
2012-07-17,92
2012-07-18,92
2012-07-19,88
2012-07-20,88
2012-07-21,86
2012-07-22,91
2012-07-23,93
2012-07-24,89
2012-07-25,87
2012-07-26,86
2012-07-27,84
2012-07-28,83
2012-07-29,87
2012-07-30,89
2012-07-31,86
2012-08-01,87
2012-08-02,87
2012-08-03,86
2012-08-04,85
2012-08-05,86
2012-08-06,88
2012-08-07,89
2012-08-08,87
2012-08-09,86
2012-08-10,85
2012-08-11,83
2012-08-12,89
2012-08-13,92
2012-08-14,92
2012-08-15,89
2012-08-16,89
2012-08-17,86
2012-08-18,84
2012-08-19,87
2012-08-20,91
2012-08-21,90
2012-08-22,88
2012-08-23,87
2012-08-24,82
2012-08-25,83
2012-08-26,84
2012-08-27,87
2012-08-28,85
2012-08-29,83
2012-08-30,83
2012-08-31,82
2012-09-01,84
2012-09-02,83
2012-09-03,84
2012-09-04,84
2012-09-05,83
2012-09-06,81
2012-09-07,80
2012-09-08,77
2012-09-09,79
2012-09-10,83
2012-09-11,80
2012-09-12,81
2012-09-13,78
2012-09-14,80
2012-09-15,76
2012-09-16,78
2012-09-17,80
2012-09-18,82
2012-09-19,79
2012-09-20,79
2012-09-21,78
2012-09-22,75
2012-09-23,75
2012-09-24,81
2012-09-25,79
2012-09-26,78
2012-09-27,78
2012-09-28,80
2012-09-29,77
2012-09-30,96
2012-10-01,89
2012-10-02,80
2012-10-03,80
2012-10-04,76
2012-10-05,77
2012-10-06,75
2012-10-07,73
2012-10-08,77
2012-10-09,75
2012-10-10,79
2012-10-11,76
2012-10-12,74
