date,TRIP
2015-04-10,82
2015-04-11,83
2015-04-12,86
2015-04-13,84
2015-04-14,83
2015-04-15,81
2015-04-16,82
2015-04-17,81
2015-04-18,82
2015-04-19,84
2015-04-20,83
2015-04-21,83
2015-04-22,80
2015-04-23,81
2015-04-24,81
2015-04-25,83
2015-04-26,84
2015-04-27,85
2015-04-28,84
2015-04-29,82
2015-04-30,82
2015-05-01,85
2015-05-02,82
2015-05-03,82
2015-05-04,85
2015-05-05,83
2015-05-06,81
2015-05-07,81
2015-05-08,81
2015-05-09,85
2015-05-10,83
2015-05-11,88
2015-05-12,85
2015-05-13,85
2015-05-14,86
2015-05-15,84
2015-05-16,89
2015-05-17,87
2015-05-18,89
2015-05-19,89
2015-05-20,87
2015-05-21,86
2015-05-22,86
2015-05-23,86
2015-05-24,87
2015-05-25,87
2015-05-26,90
2015-05-27,87
2015-05-28,88
2015-05-29,86
2015-05-30,88
2015-05-31,93
2015-06-01,90
2015-06-02,91
2015-06-03,91
2015-06-04,87
2015-06-05,88
2015-06-06,88
2015-06-07,92
2015-06-08,90
2015-06-09,87
2015-06-10,89
2015-06-11,88
2015-06-12,88
2015-06-13,89
2015-06-14,91
2015-06-15,87
2015-06-16,87
2015-06-17,86
2015-06-18,86
2015-06-19,86
2015-06-20,86
2015-06-21,89
2015-06-22,91
2015-06-23,91
2015-06-24,88
2015-06-25,86
2015-06-26,87
2015-06-27,89
2015-06-28,98
2015-06-29,94
2015-06-30,91
2015-07-01,87
2015-07-02,89
2015-07-03,85
2015-07-04,87
2015-07-05,93
2015-07-06,93
2015-07-07,92
2015-07-08,93
2015-07-09,92
2015-07-10,89
2015-07-11,93
2015-07-12,96
2015-07-13,95
2015-07-14,93
2015-07-15,93
2015-07-16,92
2015-07-17,91
2015-07-18,95
2015-07-19,98
2015-07-20,97
2015-07-21,95
2015-07-22,93
2015-07-23,92
2015-07-24,92
2015-07-25,94
2015-07-26,100
2015-07-27,94
2015-07-28,95
2015-07-29,95
2015-07-30,90
2015-07-31,89
2015-08-01,93
2015-08-02,95
2015-08-03,94
2015-08-04,93
2015-08-05,91
2015-08-06,89
2015-08-07,88
2015-08-08,92
2015-08-09,95
2015-08-10,93
2015-08-11,94
2015-08-12,91
2015-08-13,89
2015-08-14,91
2015-08-15,91
2015-08-16,96
2015-08-17,92
2015-08-18,91
2015-08-19,88
2015-08-20,89
2015-08-21,85
2015-08-22,88
2015-08-23,90
2015-08-24,88
2015-08-25,87
2015-08-26,84
2015-08-27,83
2015-08-28,81
2015-08-29,83
2015-08-30,87
2015-08-31,83
2015-09-01,83
2015-09-02,84
2015-09-03,82
2015-09-04,80
2015-09-05,82
2015-09-06,85
2015-09-07,84
2015-09-08,86
2015-09-09,81
2015-09-10,81
2015-09-11,79
2015-09-12,80
2015-09-13,80
2015-09-14,81
2015-09-15,81
2015-09-16,79
2015-09-17,76
2015-09-18,77
2015-09-19,79
2015-09-20,81
2015-09-21,82
2015-09-22,80
2015-09-23,78
2015-09-24,78
2015-09-25,77
2015-09-26,78
2015-09-27,81
2015-09-28,81
2015-09-29,80
2015-09-30,79
2015-10-01,79
2015-10-02,75
2015-10-03,77
2015-10-04,77
2015-10-05,79
2015-10-06,79
2015-10-07,78
2015-10-08,79
2015-10-09,77
2015-10-10,80
2015-10-11,79
2015-10-12,80
2015-10-13,79
2015-10-14,77
2015-10-15,76
2015-10-16,77
2015-10-17,77
2015-10-18,79
2015-10-19,79
2015-10-20,77
2015-10-21,74
2015-10-22,71
2015-10-23,77
2015-10-24,78
2015-10-25,75
2015-10-26,79
2015-10-27,81
2015-10-28,80
2015-10-29,78
2015-10-30,77
2015-10-31,73
2015-11-01,78
2015-11-02,82
2015-11-03,79
2015-11-04,79
2015-11-05,78
2015-11-06,79
2015-11-07,77
2015-11-08,76
2015-11-09,76
2015-11-10,75
2015-11-11,70
2015-11-12,74
2015-11-13,75
2015-11-14,72
2015-11-15,75
2015-11-16,76
2015-11-17,75
2015-11-18,75
2015-11-19,76
2015-11-20,75
2015-11-21,72
2015-11-22,74
2015-11-23,78
2015-11-24,76
2015-11-25,74
2015-11-26,68
2015-11-27,66
2015-11-28,73
2015-11-29,74
2015-11-30,74
2015-12-01,73
2015-12-02,72
2015-12-03,73
2015-12-04,72
2015-12-05,73
2015-12-06,73
2015-12-07,76
2015-12-08,76
2015-12-09,74
2015-12-10,74
2015-12-11,73
2015-12-12,76
2015-12-13,77
2015-12-14,78
2015-12-15,78
2015-12-16,76
2015-12-17,76
2015-12-18,79
2015-12-19,80
2015-12-20,78
2015-12-21,83
2015-12-22,83
2015-12-23,84
2015-12-24,81
2015-12-25,77
2015-12-26,86
