date,TRIP
2010-08-24,87
2010-08-25,93
2010-08-26,86
2010-08-27,85
2010-08-28,83
2010-08-29,87
2010-08-30,89
2010-08-31,88
2010-09-01,88
2010-09-02,84
2010-09-03,85
2010-09-04,85
2010-09-05,88
2010-09-06,90
2010-09-07,88
2010-09-08,89
2010-09-09,89
2010-09-10,85
2010-09-11,81
2010-09-12,86
2010-09-13,92
2010-09-14,89
2010-09-15,90
2010-09-16,86
2010-09-17,85
2010-09-18,86
2010-09-19,85
2010-09-20,89
2010-09-21,89
2010-09-22,85
2010-09-23,84
2010-09-24,86
2010-09-25,84
2010-09-26,86
2010-09-27,90
2010-09-28,87
2010-09-29,84
2010-09-30,82
2010-10-01,83
2010-10-02,82
2010-10-03,83
2010-10-04,86
2010-10-05,87
2010-10-06,85
2010-10-07,87
2010-10-08,87
2010-10-09,83
2010-10-10,83
2010-10-11,85
2010-10-12,83
2010-10-13,83
2010-10-14,82
2010-10-15,82
2010-10-16,80
2010-10-17,80
2010-10-18,87
2010-10-19,84
2010-10-20,79
2010-10-21,79
2010-10-22,80
2010-10-23,78
2010-10-24,80
2010-10-25,83
2010-10-26,85
2010-10-27,82
2010-10-28,81
2010-10-29,81
2010-10-30,78
2010-10-31,83
2010-11-01,90
2010-11-02,92
2010-11-03,92
2010-11-04,100
2010-11-05,92
2010-11-06,89
2010-11-07,88
2010-11-08,93
2010-11-09,93
2010-11-10,88
2010-11-11,87
2010-11-12,82
2010-11-13,85
2010-11-14,83
2010-11-15,87
2010-11-16,86
2010-11-17,84
2010-11-18,84
2010-11-19,80
2010-11-20,80
2010-11-21,81
2010-11-22,86
2010-11-23,89
2010-11-24,80
2010-11-25,73
2010-11-26,71
2010-11-27,73
2010-11-28,78
2010-11-29,77
2010-11-30,77
2010-12-01,73
2010-12-02,73
2010-12-03,71
2010-12-04,71
2010-12-05,78
2010-12-06,79
2010-12-07,75
2010-12-08,76
2010-12-09,74
2010-12-10,73
2010-12-11,73
2010-12-12,73
2010-12-13,89
2010-12-14,85
2010-12-15,76
2010-12-16,72
2010-12-17,74
2010-12-18,73
2010-12-19,74
2010-12-20,76
2010-12-21,74
2010-12-22,74
2010-12-23,74
2010-12-24,68
2010-12-25,67
2010-12-26,78
2010-12-27,86
2010-12-28,86
2010-12-29,88
2010-12-30,87
2010-12-31,79
2011-01-01,87
2011-01-02,89
2011-01-03,91
2011-01-04,94
2011-01-05,91
2011-01-06,92
2011-01-07,89
2011-01-08,90
2011-01-09,94
2011-01-10,95
2011-01-11,94
2011-01-12,97
2011-01-13,91
2011-01-14,86
2011-01-15,90
2011-01-16,98
2011-01-17,93
2011-01-18,92
2011-01-19,90
2011-01-20,89
2011-01-21,87
2011-01-22,91
2011-01-23,93
2011-01-24,92
2011-01-25,88
2011-01-26,87
2011-01-27,88
2011-01-28,86
2011-01-29,86
2011-01-30,90
2011-01-31,87
2011-02-01,86
2011-02-02,84
2011-02-03,86
2011-02-04,84
2011-02-05,86
2011-02-06,89
2011-02-07,86
2011-02-08,90
2011-02-09,87
2011-02-10,84
2011-02-11,85
2011-02-12,86
2011-02-13,91
2011-02-14,83
2011-02-15,84
2011-02-16,85
2011-02-17,87
2011-02-18,84
2011-02-19,83
2011-02-20,91
2011-02-21,90
2011-02-22,88
2011-02-23,88
2011-02-24,90
2011-02-25,85
2011-02-26,85
2011-02-27,89
2011-02-28,86
2011-03-01,87
2011-03-02,85
2011-03-03,87
2011-03-04,85
2011-03-05,89
2011-03-06,89
2011-03-07,92
2011-03-08,89
2011-03-09,87
2011-03-10,88
2011-03-11,82
2011-03-12,77
2011-03-13,81
2011-03-14,83
2011-03-15,86
2011-03-16,85
2011-03-17,83
2011-03-18,84
2011-03-19,85
2011-03-20,89
2011-03-21,92
2011-03-22,88
2011-03-23,87
2011-03-24,85
2011-03-25,84
2011-03-26,85
2011-03-27,88
2011-03-28,90
2011-03-29,88
2011-03-30,85
2011-03-31,84
2011-04-01,84
2011-04-02,79
2011-04-03,88
2011-04-04,88
2011-04-05,89
2011-04-06,88
2011-04-07,86
2011-04-08,88
2011-04-09,87
2011-04-10,91
2011-04-11,94
2011-04-12,91
2011-04-13,89
2011-04-14,89
2011-04-15,89
2011-04-16,87
2011-04-17,93
2011-04-18,95
2011-04-19,94
2011-04-20,92
2011-04-21,89
2011-04-22,85
2011-04-23,87
2011-04-24,88
2011-04-25,97
2011-04-26,90
2011-04-27,87
2011-04-28,86
2011-04-29,81
2011-04-30,88
2011-05-01,90
2011-05-02,90
2011-05-03,90
2011-05-04,92
2011-05-05,90
2011-05-06,87
2011-05-07,91
2011-05-08,92
2011-05-09,98
2011-05-10,96
2011-05-11,96
