date,TRIP
2011-05-11,84
2011-05-12,84
2011-05-13,79
2011-05-14,80
2011-05-15,89
2011-05-16,85
2011-05-17,85
2011-05-18,84
2011-05-19,83
2011-05-20,80
2011-05-21,83
2011-05-22,88
2011-05-23,89
2011-05-24,88
2011-05-25,91
2011-05-26,89
2011-05-27,88
2011-05-28,92
2011-05-29,95
2011-05-30,96
2011-05-31,93
2011-06-01,93
2011-06-02,94
2011-06-03,90
2011-06-04,93
2011-06-05,100
2011-06-06,89
2011-06-07,88
2011-06-08,91
2011-06-09,84
2011-06-10,86
2011-06-11,94
2011-06-12,97
2011-06-13,94
2011-06-14,89
2011-06-15,88
2011-06-16,86
2011-06-17,84
2011-06-18,90
2011-06-19,93
2011-06-20,93
2011-06-21,89
2011-06-22,91
2011-06-23,88
2011-06-24,88
2011-06-25,89
2011-06-26,94
2011-06-27,94
2011-06-28,92
2011-06-29,90
2011-06-30,89
2011-07-01,89
2011-07-02,90
2011-07-03,93
2011-07-04,92
2011-07-05,91
2011-07-06,93
2011-07-07,94
2011-07-08,90
2011-07-09,93
2011-07-10,97
2011-07-11,96
2011-07-12,96
2011-07-13,90
2011-07-14,90
2011-07-15,89
2011-07-16,95
2011-07-17,98
2011-07-18,99
2011-07-19,94
2011-07-20,92
2011-07-21,90
2011-07-22,89
2011-07-23,89
2011-07-24,94
2011-07-25,95
2011-07-26,93
2011-07-27,93
2011-07-28,92
2011-07-29,90
2011-07-30,91
2011-07-31,95
2011-08-01,96
2011-08-02,96
2011-08-03,95
2011-08-04,94
2011-08-05,89
2011-08-06,92
2011-08-07,95
2011-08-08,95
2011-08-09,90
2011-08-10,91
2011-08-11,88
2011-08-12,88
2011-08-13,89
2011-08-14,93
2011-08-15,92
2011-08-16,89
2011-08-17,88
2011-08-18,87
2011-08-19,83
2011-08-20,85
2011-08-21,88
2011-08-22,86
2011-08-23,86
2011-08-24,85
2011-08-25,80
2011-08-26,85
2011-08-27,85
2011-08-28,88
2011-08-29,90
2011-08-30,93
2011-08-31,88
2011-09-01,86
2011-09-02,88
2011-09-03,90
2011-09-04,91
2011-09-05,89
2011-09-06,88
2011-09-07,84
2011-09-08,83
2011-09-09,81
2011-09-10,82
2011-09-11,82
2011-09-12,84
2011-09-13,85
2011-09-14,84
2011-09-15,81
2011-09-16,81
2011-09-17,85
2011-09-18,83
2011-09-19,86
2011-09-20,83
2011-09-21,82
2011-09-22,81
2011-09-23,80
2011-09-24,81
2011-09-25,85
2011-09-26,88
2011-09-27,83
2011-09-28,83
2011-09-29,79
2011-09-30,81
2011-10-01,80
2011-10-02,83
2011-10-03,83
2011-10-04,81
2011-10-05,79
2011-10-06,74
2011-10-07,79
2011-10-08,80
2011-10-09,81
2011-10-10,85
2011-10-11,84
2011-10-12,78
2011-10-13,78
2011-10-14,76
2011-10-15,78
2011-10-16,78
2011-10-17,83
2011-10-18,82
2011-10-19,82
2011-10-20,79
2011-10-21,82
2011-10-22,82
2011-10-23,82
2011-10-24,80
2011-10-25,79
2011-10-26,74
2011-10-27,75
2011-10-28,74
2011-10-29,79
2011-10-30,80
2011-10-31,90
2011-11-01,87
2011-11-02,83
2011-11-03,82
2011-11-04,80
2011-11-05,79
2011-11-06,80
2011-11-07,80
2011-11-08,79
2011-11-09,78
2011-11-10,76
2011-11-11,75
2011-11-12,76
2011-11-13,75
2011-11-14,77
2011-11-15,76
2011-11-16,76
2011-11-17,77
2011-11-18,75
2011-11-19,74
2011-11-20,77
2011-11-21,75
2011-11-22,76
2011-11-23,73
2011-11-24,69
2011-11-25,69
2011-11-26,72
2011-11-27,74
2011-11-28,76
2011-11-29,75
2011-11-30,73
2011-12-01,72
2011-12-02,72
2011-12-03,72
2011-12-04,74
2011-12-05,75
2011-12-06,74
2011-12-07,73
2011-12-08,69
2011-12-09,73
2011-12-10,70
2011-12-11,72
2011-12-12,72
2011-12-13,72
2011-12-14,71
2011-12-15,70
2011-12-16,70
2011-12-17,73
2011-12-18,75
2011-12-19,75
2011-12-20,74
2011-12-21,73
2011-12-22,73
2011-12-23,71
2011-12-24,64
2011-12-25,67
2011-12-26,80
2011-12-27,83
2011-12-28,85
2011-12-29,84
2011-12-30,83
2011-12-31,75
2012-01-01,83
2012-01-02,90
2012-01-03,91
2012-01-04,90
2012-01-05,88
2012-01-06,88
2012-01-07,88
2012-01-08,90
2012-01-09,91
2012-01-10,89
2012-01-11,92
2012-01-12,89
2012-01-13,78
2012-01-14,81
2012-01-15,84
2012-01-16,79
2012-01-17,77
2012-01-18,75
2012-01-19,74
2012-01-20,73
2012-01-21,72
2012-01-22,72
2012-01-23,73
2012-01-24,76
2012-01-25,71
2012-01-26,64
