date,TRIP
2016-09-11,86
2016-09-12,88
2016-09-13,84
2016-09-14,85
2016-09-15,85
2016-09-16,84
2016-09-17,85
2016-09-18,86
2016-09-19,86
2016-09-20,84
2016-09-21,83
2016-09-22,82
2016-09-23,83
2016-09-24,85
2016-09-25,87
2016-09-26,86
2016-09-27,84
2016-09-28,83
2016-09-29,84
2016-09-30,81
2016-10-01,82
2016-10-02,83
2016-10-03,87
2016-10-04,86
2016-10-05,86
2016-10-06,86
2016-10-07,92
2016-10-08,98
2016-10-09,94
2016-10-10,89
2016-10-11,85
2016-10-12,86
2016-10-13,85
2016-10-14,87
2016-10-15,88
2016-10-16,88
2016-10-17,87
2016-10-18,84
2016-10-19,82
2016-10-20,79
2016-10-21,79
2016-10-22,82
2016-10-23,80
2016-10-24,84
2016-10-25,83
2016-10-26,81
2016-10-27,78
2016-10-28,80
2016-10-29,76
2016-10-30,76
2016-10-31,79
2016-11-01,85
2016-11-02,86
2016-11-03,83
2016-11-04,83
2016-11-05,81
2016-11-06,80
2016-11-07,82
2016-11-08,77
2016-11-09,67
2016-11-10,76
2016-11-11,78
2016-11-12,76
2016-11-13,77
2016-11-14,80
2016-11-15,85
2016-11-16,81
2016-11-17,81
2016-11-18,81
2016-11-19,80
2016-11-20,78
2016-11-21,82
2016-11-22,84
2016-11-23,85
2016-11-24,77
2016-11-25,76
2016-11-26,77
2016-11-27,79
2016-11-28,82
2016-11-29,82
2016-11-30,82
2016-12-01,79
2016-12-02,81
2016-12-03,79
2016-12-04,78
2016-12-05,84
2016-12-06,84
2016-12-07,83
2016-12-08,85
2016-12-09,77
2016-12-10,76
2016-12-11,76
2016-12-12,81
2016-12-13,80
2016-12-14,81
2016-12-15,81
2016-12-16,83
2016-12-17,81
2016-12-18,77
2016-12-19,80
2016-12-20,80
2016-12-21,81
2016-12-22,86
2016-12-23,79
2016-12-24,73
2016-12-25,75
2016-12-26,86
2016-12-27,89
2016-12-28,90
2016-12-29,86
2016-12-30,86
2016-12-31,78
2017-01-01,84
2017-01-02,95
2017-01-03,91
2017-01-04,95
2017-01-05,90
2017-01-06,90
2017-01-07,94
2017-01-08,100
2017-01-09,100
2017-01-10,90
2017-01-11,95
2017-01-12,90
2017-01-13,85
2017-01-14,86
2017-01-15,89
2017-01-16,87
2017-01-17,90
2017-01-18,89
2017-01-19,86
2017-01-20,83
2017-01-21,84
2017-01-22,86
2017-01-23,85
2017-01-24,83
2017-01-25,82
2017-01-26,80
2017-01-27,82
2017-01-28,83
2017-01-29,83
2017-01-30,83
2017-01-31,82
2017-02-01,83
2017-02-02,81
2017-02-03,84
2017-02-04,85
2017-02-05,85
2017-02-06,83
2017-02-07,85
2017-02-08,83
2017-02-09,83
2017-02-10,84
2017-02-11,86
2017-02-12,88
2017-02-13,85
2017-02-14,79
2017-02-15,83
2017-02-16,85
2017-02-17,84
2017-02-18,85
2017-02-19,90
2017-02-20,91
2017-02-21,89
2017-02-22,88
2017-02-23,85
2017-02-24,84
2017-02-25,85
2017-02-26,90
2017-02-27,87
2017-02-28,88
2017-03-01,83
2017-03-02,84
2017-03-03,84
2017-03-04,85
2017-03-05,91
2017-03-06,89
2017-03-07,84
2017-03-08,84
2017-03-09,84
2017-03-10,84
2017-03-11,86
2017-03-12,86
2017-03-13,83
2017-03-14,88
2017-03-15,87
2017-03-16,83
2017-03-17,86
2017-03-18,86
2017-03-19,89
2017-03-20,89
2017-03-21,86
2017-03-22,84
2017-03-23,83
2017-03-24,82
2017-03-25,86
2017-03-26,89
2017-03-27,87
2017-03-28,85
2017-03-29,84
2017-03-30,84
2017-03-31,83
2017-04-01,84
