date,TRIP
2012-06-04,86
2012-06-05,89
2012-06-06,87
2012-06-07,89
2012-06-08,84
2012-06-09,82
2012-06-10,86
2012-06-11,88
2012-06-12,90
2012-06-13,90
2012-06-14,85
2012-06-15,87
2012-06-16,86
2012-06-17,86
2012-06-18,91
2012-06-19,92
2012-06-20,90
2012-06-21,91
2012-06-22,87
2012-06-23,89
2012-06-24,92
2012-06-25,90
2012-06-26,92
2012-06-27,88
2012-06-28,84
2012-06-29,87
2012-06-30,87
2012-07-01,86
2012-07-02,90
2012-07-03,89
2012-07-04,86
2012-07-05,86
2012-07-06,92
2012-07-07,87
2012-07-08,90
2012-07-09,94
2012-07-10,91
2012-07-11,90
2012-07-12,86
2012-07-13,88
2012-07-14,93
2012-07-15,100
2012-07-16,99
2012-07-17,92
2012-07-18,90
2012-07-19,88
2012-07-20,87
2012-07-21,86
2012-07-22,93
2012-07-23,92
2012-07-24,89
2012-07-25,86
2012-07-26,86
2012-07-27,83
2012-07-28,84
2012-07-29,85
2012-07-30,90
2012-07-31,84
2012-08-01,86
2012-08-02,86
2012-08-03,87
2012-08-04,86
2012-08-05,87
2012-08-06,89
2012-08-07,87
2012-08-08,88
2012-08-09,87
2012-08-10,83
2012-08-11,82
2012-08-12,88
2012-08-13,93
2012-08-14,91
2012-08-15,89
2012-08-16,87
2012-08-17,87
2012-08-18,83
2012-08-19,87
2012-08-20,92
2012-08-21,90
2012-08-22,89
2012-08-23,87
2012-08-24,83
2012-08-25,81
2012-08-26,82
2012-08-27,86
2012-08-28,85
2012-08-29,83
2012-08-30,83
2012-08-31,81
2012-09-01,81
2012-09-02,82
2012-09-03,84
2012-09-04,84
2012-09-05,81
2012-09-06,79
2012-09-07,79
2012-09-08,76
2012-09-09,78
2012-09-10,85
2012-09-11,81
2012-09-12,79
2012-09-13,78
2012-09-14,79
2012-09-15,74
2012-09-16,79
2012-09-17,79
2012-09-18,81
2012-09-19,81
2012-09-20,79
2012-09-21,78
2012-09-22,74
2012-09-23,75
2012-09-24,80
2012-09-25,79
2012-09-26,78
2012-09-27,78
2012-09-28,79
2012-09-29,77
2012-09-30,95
2012-10-01,89
2012-10-02,78
2012-10-03,80
2012-10-04,74
2012-10-05,75
2012-10-06,73
2012-10-07,73
2012-10-08,76
2012-10-09,75
2012-10-10,77
2012-10-11,76
2012-10-12,75
2012-10-13,73
2012-10-14,75
2012-10-15,79
2012-10-16,76
2012-10-17,75
2012-10-18,76
2012-10-19,76
2012-10-20,71
2012-10-21,74
2012-10-22,77
2012-10-23,73
2012-10-24,72
2012-10-25,75
2012-10-26,73
2012-10-27,72
2012-10-28,72
2012-10-29,70
2012-10-30,71
2012-10-31,74
2012-11-01,75
2012-11-02,69
2012-11-03,69
2012-11-04,73
2012-11-05,76
2012-11-06,73
2012-11-07,66
2012-11-08,73
2012-11-09,75
2012-11-10,73
2012-11-11,68
2012-11-12,71
2012-11-13,67
2012-11-14,69
2012-11-15,67
2012-11-16,71
2012-11-17,70
2012-11-18,68
2012-11-19,77
2012-11-20,75
2012-11-21,71
2012-11-22,66
2012-11-23,66
2012-11-24,68
2012-11-25,67
2012-11-26,69
2012-11-27,69
2012-11-28,70
2012-11-29,70
2012-11-30,68
2012-12-01,66
2012-12-02,70
2012-12-03,68
2012-12-04,69
2012-12-05,69
2012-12-06,67
2012-12-07,67
2012-12-08,66
2012-12-09,66
2012-12-10,72
2012-12-11,70
2012-12-12,69
2012-12-13,67
2012-12-14,64
2012-12-15,65
2012-12-16,67
2012-12-17,74
2012-12-18,73
2012-12-19,73
2012-12-20,74
2012-12-21,74
2012-12-22,76
2012-12-23,72
2012-12-24,73
2012-12-25,71
2012-12-26,82
2012-12-27,84
2012-12-28,82
2012-12-29,83
2012-12-30,82
2012-12-31,80
2013-01-01,83
2013-01-02,85
2013-01-03,84
2013-01-04,82
2013-01-05,84
2013-01-06,83
2013-01-07,83
2013-01-08,81
2013-01-09,80
2013-01-10,82
2013-01-11,84
2013-01-12,88
2013-01-13,84
2013-01-14,82
2013-01-15,80
2013-01-16,79
2013-01-17,81
2013-01-18,76
2013-01-19,75
2013-01-20,83
2013-01-21,79
2013-01-22,78
2013-01-23,79
2013-01-24,77
2013-01-25,75
2013-01-26,75
2013-01-27,83
2013-01-28,79
2013-01-29,77
2013-01-30,75
2013-01-31,73
2013-02-01,71
2013-02-02,71
2013-02-03,76
2013-02-04,74
2013-02-05,77
2013-02-06,75
2013-02-07,75
2013-02-08,74
2013-02-09,73
2013-02-10,79
2013-02-11,78
2013-02-12,75
2013-02-13,74
2013-02-14,77
2013-02-15,80
2013-02-16,83
2013-02-17,81
2013-02-18,80
2013-02-19,87
