date,TRIP
2015-12-26,77
2015-12-27,81
2015-12-28,82
2015-12-29,84
2015-12-30,80
2015-12-31,72
2016-01-01,77
2016-01-02,84
2016-01-03,86
2016-01-04,86
2016-01-05,85
2016-01-06,83
2016-01-07,85
2016-01-08,82
2016-01-09,82
2016-01-10,84
2016-01-11,82
2016-01-12,84
2016-01-13,82
2016-01-14,80
2016-01-15,80
2016-01-16,81
2016-01-17,82
2016-01-18,81
2016-01-19,83
2016-01-20,81
2016-01-21,79
2016-01-22,79
2016-01-23,78
2016-01-24,80
2016-01-25,79
2016-01-26,78
2016-01-27,80
2016-01-28,77
2016-01-29,76
2016-01-30,78
2016-01-31,79
2016-02-01,79
2016-02-02,76
2016-02-03,76
2016-02-04,76
2016-02-05,74
2016-02-06,74
2016-02-07,76
2016-02-08,79
2016-02-09,79
2016-02-10,75
2016-02-11,76
2016-02-12,74
2016-02-13,76
2016-02-14,74
2016-02-15,78
2016-02-16,78
2016-02-17,76
2016-02-18,77
2016-02-19,81
2016-02-20,82
2016-02-21,93
2016-02-22,83
2016-02-23,77
2016-02-24,75
2016-02-25,73
2016-02-26,73
2016-02-27,73
2016-02-28,74
2016-02-29,70
2016-03-01,72
2016-03-02,71
2016-03-03,71
2016-03-04,71
2016-03-05,72
2016-03-06,75
2016-03-07,75
2016-03-08,74
2016-03-09,74
2016-03-10,74
2016-03-11,73
2016-03-12,77
2016-03-13,79
2016-03-14,78
2016-03-15,75
2016-03-16,73
2016-03-17,73
2016-03-18,73
2016-03-19,75
2016-03-20,79
2016-03-21,80
2016-03-22,75
2016-03-23,75
2016-03-24,74
2016-03-25,77
2016-03-26,77
2016-03-27,74
2016-03-28,82
2016-03-29,76
2016-03-30,74
2016-03-31,72
2016-04-01,72
2016-04-02,74
2016-04-03,77
2016-04-04,75
2016-04-05,74
2016-04-06,74
2016-04-07,74
2016-04-08,74
2016-04-09,74
2016-04-10,77
2016-04-11,76
2016-04-12,77
2016-04-13,76
2016-04-14,73
2016-04-15,74
2016-04-16,77
2016-04-17,77
2016-04-18,77
2016-04-19,75
2016-04-20,73
2016-04-21,72
2016-04-22,75
2016-04-23,75
2016-04-24,77
2016-04-25,77
2016-04-26,74
2016-04-27,75
2016-04-28,73
2016-04-29,76
2016-04-30,77
2016-05-01,78
2016-05-02,79
2016-05-03,83
2016-05-04,85
2016-05-05,83
2016-05-06,80
2016-05-07,80
2016-05-08,80
2016-05-09,100
2016-05-10,87
2016-05-11,81
2016-05-12,79
2016-05-13,79
2016-05-14,78
2016-05-15,82
2016-05-16,81
2016-05-17,83
2016-05-18,81
2016-05-19,78
2016-05-20,79
2016-05-21,81
2016-05-22,85
2016-05-23,83
2016-05-24,81
2016-05-25,79
2016-05-26,84
2016-05-27,80
2016-05-28,82
2016-05-29,80
2016-05-30,81
2016-05-31,80
2016-06-01,78
2016-06-02,77
2016-06-03,79
2016-06-04,81
2016-06-05,80
2016-06-06,80
2016-06-07,79
2016-06-08,79
2016-06-09,78
2016-06-10,76
2016-06-11,78
2016-06-12,80
2016-06-13,76
2016-06-14,77
2016-06-15,76
2016-06-16,76
2016-06-17,75
2016-06-18,76
2016-06-19,77
2016-06-20,79
2016-06-21,81
2016-06-22,77
2016-06-23,78
2016-06-24,73
2016-06-25,75
2016-06-26,81
2016-06-27,77
2016-06-28,79
2016-06-29,79
2016-06-30,78
2016-07-01,77
2016-07-02,80
2016-07-03,81
2016-07-04,78
2016-07-05,80
2016-07-06,82
2016-07-07,78
2016-07-08,79
2016-07-09,82
2016-07-10,79
2016-07-11,81
2016-07-12,79
2016-07-13,79
2016-07-14,77
2016-07-15,76
2016-07-16,78
2016-07-17,82
2016-07-18,82
2016-07-19,79
2016-07-20,78
2016-07-21,78
2016-07-22,74
2016-07-23,79
2016-07-24,84
2016-07-25,83
2016-07-26,83
2016-07-27,81
2016-07-28,78
2016-07-29,78
2016-07-30,78
2016-07-31,82
2016-08-01,80
2016-08-02,79
2016-08-03,80
2016-08-04,79
2016-08-05,76
2016-08-06,77
2016-08-07,78
2016-08-08,78
2016-08-09,80
2016-08-10,75
2016-08-11,78
2016-08-12,78
2016-08-13,77
2016-08-14,79
2016-08-15,76
2016-08-16,77
2016-08-17,76
2016-08-18,71
2016-08-19,72
2016-08-20,75
2016-08-21,75
2016-08-22,78
2016-08-23,77
2016-08-24,76
2016-08-25,74
2016-08-26,73
2016-08-27,74
2016-08-28,77
2016-08-29,76
2016-08-30,75
2016-08-31,74
2016-09-01,74
2016-09-02,75
2016-09-03,78
2016-09-04,75
2016-09-05,72
2016-09-06,77
2016-09-07,74
2016-09-08,75
2016-09-09,72
2016-09-10,72
2016-09-11,74
