date,TRIP
2012-10-12,73
2012-10-13,74
2012-10-14,75
2012-10-15,77
2012-10-16,76
2012-10-17,76
2012-10-18,75
2012-10-19,77
2012-10-20,72
2012-10-21,73
2012-10-22,76
2012-10-23,75
2012-10-24,70
2012-10-25,74
2012-10-26,72
2012-10-27,71
2012-10-28,71
2012-10-29,73
2012-10-30,71
2012-10-31,74
2012-11-01,74
2012-11-02,72
2012-11-03,70
2012-11-04,73
2012-11-05,75
2012-11-06,69
2012-11-07,69
2012-11-08,74
2012-11-09,74
2012-11-10,71
2012-11-11,68
2012-11-12,71
2012-11-13,67
2012-11-14,69
2012-11-15,68
2012-11-16,69
2012-11-17,70
2012-11-18,70
2012-11-19,76
2012-11-20,74
2012-11-21,72
2012-11-22,66
2012-11-23,67
2012-11-24,69
2012-11-25,67
2012-11-26,71
2012-11-27,72
2012-11-28,71
2012-11-29,71
2012-11-30,68
2012-12-01,66
2012-12-02,69
2012-12-03,72
2012-12-04,71
2012-12-05,69
2012-12-06,67
2012-12-07,67
2012-12-08,68
2012-12-09,65
2012-12-10,71
2012-12-11,69
2012-12-12,69
2012-12-13,67
2012-12-14,65
2012-12-15,65
2012-12-16,67
2012-12-17,75
2012-12-18,73
2012-12-19,75
2012-12-20,76
2012-12-21,75
2012-12-22,76
2012-12-23,74
2012-12-24,72
2012-12-25,71
2012-12-26,83
2012-12-27,83
2012-12-28,82
2012-12-29,81
2012-12-30,83
2012-12-31,79
2013-01-01,81
2013-01-02,86
2013-01-03,86
2013-01-04,84
2013-01-05,86
2013-01-06,84
2013-01-07,84
2013-01-08,81
2013-01-09,81
2013-01-10,83
2013-01-11,85
2013-01-12,88
2013-01-13,83
2013-01-14,83
2013-01-15,79
2013-01-16,78
2013-01-17,80
2013-01-18,77
2013-01-19,76
2013-01-20,80
2013-01-21,78
2013-01-22,78
2013-01-23,78
2013-01-24,77
2013-01-25,75
2013-01-26,77
2013-01-27,81
2013-01-28,80
2013-01-29,76
2013-01-30,73
2013-01-31,73
2013-02-01,72
2013-02-02,74
2013-02-03,77
2013-02-04,76
2013-02-05,76
2013-02-06,75
2013-02-07,75
2013-02-08,74
2013-02-09,74
2013-02-10,80
2013-02-11,79
2013-02-12,77
2013-02-13,75
2013-02-14,79
2013-02-15,81
2013-02-16,84
2013-02-17,82
2013-02-18,81
2013-02-19,88
2013-02-20,92
2013-02-21,88
2013-02-22,86
2013-02-23,84
2013-02-24,86
2013-02-25,86
2013-02-26,84
2013-02-27,83
2013-02-28,80
2013-03-01,80
2013-03-02,80
2013-03-03,83
2013-03-04,81
2013-03-05,82
2013-03-06,81
2013-03-07,83
2013-03-08,84
2013-03-09,87
2013-03-10,86
2013-03-11,85
2013-03-12,82
2013-03-13,79
2013-03-14,79
2013-03-15,79
2013-03-16,82
2013-03-17,83
2013-03-18,83
2013-03-19,84
2013-03-20,82
2013-03-21,82
2013-03-22,82
2013-03-23,84
2013-03-24,87
2013-03-25,83
2013-03-26,82
2013-03-27,83
2013-03-28,83
2013-03-29,82
2013-03-30,79
2013-03-31,81
2013-04-01,83
2013-04-02,80
2013-04-03,80
2013-04-04,81
2013-04-05,76
2013-04-06,79
2013-04-07,81
2013-04-08,83
2013-04-09,87
2013-04-10,85
2013-04-11,85
2013-04-12,83
2013-04-13,84
2013-04-14,86
2013-04-15,85
2013-04-16,81
2013-04-17,89
2013-04-18,89
2013-04-19,85
2013-04-20,84
2013-04-21,90
2013-04-22,87
2013-04-23,85
2013-04-24,85
2013-04-25,85
2013-04-26,82
2013-04-27,83
2013-04-28,85
2013-04-29,86
2013-04-30,88
2013-05-01,90
2013-05-02,84
2013-05-03,85
2013-05-04,88
2013-05-05,88
2013-05-06,88
2013-05-07,83
2013-05-08,85
2013-05-09,87
2013-05-10,85
2013-05-11,85
2013-05-12,88
2013-05-13,87
2013-05-14,86
2013-05-15,87
2013-05-16,88
2013-05-17,85
2013-05-18,87
2013-05-19,91
2013-05-20,92
2013-05-21,87
2013-05-22,88
2013-05-23,89
2013-05-24,88
2013-05-25,88
2013-05-26,88
2013-05-27,89
2013-05-28,94
2013-05-29,94
2013-05-30,91
2013-05-31,90
2013-06-01,93
2013-06-02,100
2013-06-03,93
2013-06-04,90
2013-06-05,91
2013-06-06,87
2013-06-07,88
2013-06-08,94
2013-06-09,96
2013-06-10,92
2013-06-11,92
2013-06-12,87
2013-06-13,89
2013-06-14,90
2013-06-15,93
2013-06-16,93
2013-06-17,97
2013-06-18,93
2013-06-19,89
2013-06-20,89
2013-06-21,86
2013-06-22,90
2013-06-23,94
2013-06-24,90
2013-06-25,90
2013-06-26,90
2013-06-27,87
2013-06-28,87
2013-06-29,94
