date,TRIP
2017-01-19,94
2017-01-20,90
2017-01-21,95
2017-01-22,94
2017-01-23,95
2017-01-24,93
2017-01-25,91
2017-01-26,87
2017-01-27,90
2017-01-28,92
2017-01-29,92
2017-01-30,91
2017-01-31,93
2017-02-01,91
2017-02-02,92
2017-02-03,91
2017-02-04,95
2017-02-05,92
2017-02-06,91
2017-02-07,91
2017-02-08,91
2017-02-09,91
2017-02-10,92
2017-02-11,97
2017-02-12,96
2017-02-13,93
2017-02-14,88
2017-02-15,92
2017-02-16,93
2017-02-17,92
2017-02-18,96
2017-02-19,100
2017-02-20,99
2017-02-21,99
2017-02-22,97
2017-02-23,94
2017-02-24,94
2017-02-25,95
2017-02-26,99
2017-02-27,96
2017-02-28,96
2017-03-01,92
2017-03-02,93
2017-03-03,92
2017-03-04,93
2017-03-05,99
2017-03-06,99
2017-03-07,95
2017-03-08,92
2017-03-09,92
2017-03-10,94
2017-03-11,93
2017-03-12,94
2017-03-13,91
2017-03-14,97
2017-03-15,94
2017-03-16,92
2017-03-17,95
2017-03-18,92
2017-03-19,97
2017-03-20,96
2017-03-21,95
2017-03-22,92
2017-03-23,91
2017-03-24,92
2017-03-25,93
2017-03-26,96
2017-03-27,95
2017-03-28,93
2017-03-29,93
2017-03-30,91
2017-03-31,90
2017-04-01,93
