date,price
2014-07-24,80
2014-07-25,80
2014-07-26,82
2014-07-27,77
2014-07-28,77
2014-07-29,75
2014-07-30,80
2014-07-31,83
2014-08-01,81
2014-08-02,82
2014-08-03,77
2014-08-04,79
2014-08-05,80
2014-08-06,81
2014-08-07,82
2014-08-08,81
2014-08-09,79
2014-08-10,76
2014-08-11,79
2014-08-12,77
2014-08-13,78
2014-08-14,79
2014-08-15,77
2014-08-16,81
2014-08-17,78
2014-08-18,79
2014-08-19,77
2014-08-20,78
2014-08-21,79
2014-08-22,79
2014-08-23,80
2014-08-24,77
2014-08-25,77
2014-08-26,77
2014-08-27,78
2014-08-28,78
2014-08-29,77
2014-08-30,81
2014-08-31,75
2014-09-01,77
2014-09-02,76
2014-09-03,79
2014-09-04,80
2014-09-05,81
2014-09-06,81
2014-09-07,77
2014-09-08,78
2014-09-09,92
2014-09-10,100
2014-09-11,89
2014-09-12,87
2014-09-13,85
2014-09-14,82
2014-09-15,84
2014-09-16,84
2014-09-17,84
2014-09-18,82
2014-09-19,89
2014-09-20,88
2014-09-21,82
2014-09-22,86
2014-09-23,86
2014-09-24,82
2014-09-25,84
2014-09-26,85
2014-09-27,83
2014-09-28,80
2014-09-29,82
2014-09-30,82
2014-10-01,81
2014-10-02,78
2014-10-03,77
2014-10-04,82
2014-10-05,76
2014-10-06,87
2014-10-07,83
2014-10-08,82
2014-10-09,84
2014-10-10,89
2014-10-11,87
2014-10-12,81
2014-10-13,83
2014-10-14,84
2014-10-15,85
2014-10-16,89
2014-10-17,87
2014-10-18,87
2014-10-19,81
2014-10-20,85
2014-10-21,85
2014-10-22,80
2014-10-23,76
2014-10-24,78
2014-10-25,79
2014-10-26,75
2014-10-27,81
2014-10-28,82
2014-10-29,81
2014-10-30,81
2014-10-31,84
2014-11-01,83
2014-11-02,76
2014-11-03,83
2014-11-04,82
2014-11-05,82
2014-11-06,82
2014-11-07,83
2014-11-08,82
2014-11-09,77
2014-11-10,83
2014-11-11,85
2014-11-12,82
2014-11-13,81
2014-11-14,83
2014-11-15,83
2014-11-16,76
2014-11-17,82
2014-11-18,83
2014-11-19,81
2014-11-20,82
2014-11-21,82
2014-11-22,81
2014-11-23,76
2014-11-24,81
2014-11-25,79
2014-11-26,80
2014-11-27,84
2014-11-28,90
2014-11-29,85
2014-11-30,79
2014-12-01,88
2014-12-02,86
2014-12-03,82
2014-12-04,82
2014-12-05,83
2014-12-06,82
2014-12-07,76
2014-12-08,85
2014-12-09,83
2014-12-10,83
2014-12-11,85
2014-12-12,84
2014-12-13,83
2014-12-14,78
2014-12-15,84
2014-12-16,86
2014-12-17,84
2014-12-18,86
2014-12-19,85
2014-12-20,83
2014-12-21,78
2014-12-22,86
2014-12-23,86
2014-12-24,88
2014-12-25,84
2014-12-26,86
2014-12-27,83
2014-12-28,78
2014-12-29,85
2014-12-30,86
2014-12-31,84
2015-01-01,82
2015-01-02,87
2015-01-03,82
2015-01-04,75
2015-01-05,83
2015-01-06,86
2015-01-07,82
2015-01-08,82
2015-01-09,80
2015-01-10,79
2015-01-11,75
2015-01-12,82
2015-01-13,82
2015-01-14,82
2015-01-15,83
2015-01-16,87
2015-01-17,85
2015-01-18,78
2015-01-19,83
2015-01-20,81
2015-01-21,82
2015-01-22,84
2015-01-23,83
2015-01-24,80
2015-01-25,77
2015-01-26,74
2015-01-27,79
2015-01-28,81
2015-01-29,82
2015-01-30,81
2015-01-31,80
2015-02-01,76
2015-02-02,81
2015-02-03,83
2015-02-04,84
2015-02-05,82
2015-02-06,82
2015-02-07,81
2015-02-08,76
2015-02-09,79
2015-02-10,78
2015-02-11,80
2015-02-12,82
2015-02-13,81
2015-02-14,77
2015-02-15,74
2015-02-16,82
2015-02-17,81
2015-02-18,80
2015-02-19,80
2015-02-20,81
2015-02-21,79
2015-02-22,74
2015-02-23,79
2015-02-24,79
2015-02-25,81
2015-02-26,80
2015-02-27,79
2015-02-28,81
2015-03-01,77
2015-03-02,84
2015-03-03,83
2015-03-04,79
2015-03-05,79
2015-03-06,75
2015-03-07,81
2015-03-08,77
2015-03-09,85
2015-03-10,85
2015-03-11,84
2015-03-12,85
2015-03-13,85
2015-03-14,82
2015-03-15,80
2015-03-16,84
2015-03-17,84
2015-03-18,83
2015-03-19,81
2015-03-20,81
2015-03-21,82
2015-03-22,77
2015-03-23,83
2015-03-24,81
2015-03-25,87
2015-03-26,76
2015-03-27,84
2015-03-28,85
2015-03-29,76
2015-03-30,81
2015-03-31,83
2015-04-01,83
2015-04-02,83
2015-04-03,82
2015-04-04,82
2015-04-05,78
2015-04-06,82
2015-04-07,83
2015-04-08,83
2015-04-09,84
2015-04-10,85
