date,price
2015-12-26,80
2015-12-27,74
2015-12-28,80
2015-12-29,82
2015-12-30,81
2015-12-31,79
2016-01-01,78
2016-01-02,78
2016-01-03,72
2016-01-04,78
2016-01-05,79
2016-01-06,80
2016-01-07,81
2016-01-08,79
2016-01-09,76
2016-01-10,71
2016-01-11,77
2016-01-12,77
2016-01-13,77
2016-01-14,78
2016-01-15,79
2016-01-16,77
2016-01-17,71
2016-01-18,79
2016-01-19,80
2016-01-20,81
2016-01-21,81
2016-01-22,81
2016-01-23,75
2016-01-24,71
2016-01-25,77
2016-01-26,74
2016-01-27,79
2016-01-28,80
2016-01-29,79
2016-01-30,77
2016-01-31,72
2016-02-01,77
2016-02-02,77
2016-02-03,78
2016-02-04,78
2016-02-05,77
2016-02-06,76
2016-02-07,72
2016-02-08,79
2016-02-09,79
2016-02-10,78
2016-02-11,82
2016-02-12,79
2016-02-13,74
2016-02-14,67
2016-02-15,77
2016-02-16,77
2016-02-17,77
2016-02-18,79
2016-02-19,78
2016-02-20,75
2016-02-21,72
2016-02-22,79
2016-02-23,78
2016-02-24,76
2016-02-25,77
2016-02-26,78
2016-02-27,75
2016-02-28,72
2016-02-29,77
2016-03-01,78
2016-03-02,78
2016-03-03,78
2016-03-04,77
2016-03-05,75
2016-03-06,70
2016-03-07,76
2016-03-08,79
2016-03-09,77
2016-03-10,77
2016-03-11,79
2016-03-12,77
2016-03-13,73
2016-03-14,76
2016-03-15,76
2016-03-16,76
2016-03-17,78
2016-03-18,77
2016-03-19,73
2016-03-20,71
2016-03-21,79
2016-03-22,79
2016-03-23,75
2016-03-24,73
2016-03-25,74
2016-03-26,78
2016-03-27,72
2016-03-28,78
2016-03-29,77
2016-03-30,78
2016-03-31,77
2016-04-01,80
2016-04-02,77
2016-04-03,73
2016-04-04,78
2016-04-05,77
2016-04-06,77
2016-04-07,77
2016-04-08,79
2016-04-09,78
2016-04-10,74
2016-04-11,78
2016-04-12,76
2016-04-13,77
2016-04-14,75
2016-04-15,75
2016-04-16,76
2016-04-17,72
2016-04-18,76
2016-04-19,76
2016-04-20,77
2016-04-21,81
2016-04-22,80
2016-04-23,76
2016-04-24,70
2016-04-25,76
2016-04-26,76
2016-04-27,77
2016-04-28,78
2016-04-29,77
2016-04-30,75
2016-05-01,72
2016-05-02,76
2016-05-03,77
2016-05-04,76
2016-05-05,78
2016-05-06,76
2016-05-07,76
2016-05-08,72
2016-05-09,77
2016-05-10,75
2016-05-11,75
2016-05-12,76
2016-05-13,77
2016-05-14,75
2016-05-15,71
2016-05-16,76
2016-05-17,79
2016-05-18,79
2016-05-19,75
2016-05-20,77
2016-05-21,77
2016-05-22,73
2016-05-23,76
2016-05-24,76
2016-05-25,77
2016-05-26,79
2016-05-27,77
2016-05-28,76
2016-05-29,72
2016-05-30,77
2016-05-31,78
2016-06-01,78
2016-06-02,78
2016-06-03,79
2016-06-04,77
2016-06-05,71
2016-06-06,75
2016-06-07,76
2016-06-08,77
2016-06-09,78
2016-06-10,79
2016-06-11,75
2016-06-12,73
2016-06-13,76
2016-06-14,78
2016-06-15,77
2016-06-16,78
2016-06-17,79
2016-06-18,79
2016-06-19,74
2016-06-20,79
2016-06-21,79
2016-06-22,78
2016-06-23,78
2016-06-24,97
2016-06-25,82
2016-06-26,76
2016-06-27,84
2016-06-28,85
2016-06-29,84
2016-06-30,82
2016-07-01,82
2016-07-02,79
2016-07-03,77
2016-07-04,79
2016-07-05,80
2016-07-06,79
2016-07-07,80
2016-07-08,82
2016-07-09,82
2016-07-10,76
2016-07-11,82
2016-07-12,83
2016-07-13,83
2016-07-14,84
2016-07-15,83
2016-07-16,80
2016-07-17,79
2016-07-18,83
2016-07-19,82
2016-07-20,83
2016-07-21,85
2016-07-22,81
2016-07-23,83
2016-07-24,78
2016-07-25,83
2016-07-26,82
2016-07-27,84
2016-07-28,86
2016-07-29,86
2016-07-30,83
2016-07-31,79
2016-08-01,82
2016-08-02,83
2016-08-03,84
2016-08-04,83
2016-08-05,84
2016-08-06,82
2016-08-07,77
2016-08-08,82
2016-08-09,81
2016-08-10,81
2016-08-11,81
2016-08-12,81
2016-08-13,80
2016-08-14,76
2016-08-15,78
2016-08-16,81
2016-08-17,80
2016-08-18,78
2016-08-19,82
2016-08-20,79
2016-08-21,76
2016-08-22,82
2016-08-23,82
2016-08-24,82
2016-08-25,83
2016-08-26,83
2016-08-27,82
2016-08-28,78
2016-08-29,79
2016-08-30,82
2016-08-31,83
2016-09-01,83
2016-09-02,86
2016-09-03,82
2016-09-04,79
2016-09-05,77
2016-09-06,81
2016-09-07,91
2016-09-08,100
2016-09-09,92
2016-09-10,88
2016-09-11,80
