date,price
2013-06-29,89
2013-06-30,83
2013-07-01,84
2013-07-02,85
2013-07-03,83
2013-07-04,84
2013-07-05,85
2013-07-06,87
2013-07-07,85
2013-07-08,84
2013-07-09,85
2013-07-10,84
2013-07-11,84
2013-07-12,87
2013-07-13,88
2013-07-14,81
2013-07-15,85
2013-07-16,86
2013-07-17,86
2013-07-18,87
2013-07-19,87
2013-07-20,89
2013-07-21,84
2013-07-22,86
2013-07-23,87
2013-07-24,87
2013-07-25,88
2013-07-26,87
2013-07-27,90
2013-07-28,84
2013-07-29,88
2013-07-30,88
2013-07-31,87
2013-08-01,87
2013-08-02,88
2013-08-03,91
2013-08-04,83
2013-08-05,88
2013-08-06,86
2013-08-07,85
2013-08-08,87
2013-08-09,85
2013-08-10,87
2013-08-11,85
2013-08-12,89
2013-08-13,87
2013-08-14,87
2013-08-15,87
2013-08-16,92
2013-08-17,90
2013-08-18,87
2013-08-19,89
2013-08-20,88
2013-08-21,86
2013-08-22,87
2013-08-23,87
2013-08-24,88
2013-08-25,83
2013-08-26,82
2013-08-27,84
2013-08-28,90
2013-08-29,88
2013-08-30,87
2013-08-31,88
2013-09-01,81
2013-09-02,86
2013-09-03,86
2013-09-04,85
2013-09-05,86
2013-09-06,87
2013-09-07,87
2013-09-08,81
2013-09-09,82
2013-09-10,89
2013-09-11,100
2013-09-12,96
2013-09-13,91
2013-09-14,88
2013-09-15,83
2013-09-16,85
2013-09-17,89
2013-09-18,87
2013-09-19,89
2013-09-20,91
2013-09-21,89
2013-09-22,84
2013-09-23,86
2013-09-24,87
2013-09-25,85
2013-09-26,86
2013-09-27,87
2013-09-28,86
2013-09-29,81
2013-09-30,86
2013-10-01,84
2013-10-02,83
2013-10-03,86
2013-10-04,86
2013-10-05,86
2013-10-06,82
2013-10-07,87
2013-10-08,86
2013-10-09,86
2013-10-10,86
2013-10-11,89
2013-10-12,87
2013-10-13,83
2013-10-14,87
2013-10-15,89
2013-10-16,85
2013-10-17,90
2013-10-18,91
2013-10-19,89
2013-10-20,84
2013-10-21,91
2013-10-22,92
2013-10-23,89
2013-10-24,89
2013-10-25,91
2013-10-26,89
2013-10-27,83
2013-10-28,88
2013-10-29,88
2013-10-30,90
2013-10-31,90
2013-11-01,93
2013-11-02,86
2013-11-03,80
2013-11-04,85
2013-11-05,85
2013-11-06,87
2013-11-07,89
2013-11-08,86
2013-11-09,85
2013-11-10,80
2013-11-11,86
2013-11-12,87
2013-11-13,86
2013-11-14,88
2013-11-15,86
2013-11-16,86
2013-11-17,80
2013-11-18,88
2013-11-19,87
2013-11-20,87
2013-11-21,88
2013-11-22,89
2013-11-23,88
2013-11-24,82
2013-11-25,87
2013-11-26,88
2013-11-27,89
2013-11-28,88
2013-11-29,97
2013-11-30,90
2013-12-01,82
2013-12-02,92
2013-12-03,88
2013-12-04,88
2013-12-05,88
2013-12-06,85
2013-12-07,87
2013-12-08,80
2013-12-09,87
2013-12-10,86
2013-12-11,87
2013-12-12,86
2013-12-13,87
2013-12-14,87
2013-12-15,84
2013-12-16,89
2013-12-17,93
2013-12-18,90
2013-12-19,91
2013-12-20,90
2013-12-21,91
2013-12-22,86
2013-12-23,94
2013-12-24,95
2013-12-25,90
2013-12-26,95
2013-12-27,93
2013-12-28,90
2013-12-29,84
2013-12-30,91
2013-12-31,90
2014-01-01,88
2014-01-02,89
2014-01-03,90
2014-01-04,85
2014-01-05,81
2014-01-06,88
2014-01-07,84
2014-01-08,86
2014-01-09,85
2014-01-10,84
2014-01-11,83
2014-01-12,80
2014-01-13,83
2014-01-14,83
2014-01-15,84
2014-01-16,83
2014-01-17,86
2014-01-18,84
2014-01-19,80
2014-01-20,83
2014-01-21,84
2014-01-22,82
2014-01-23,82
2014-01-24,86
2014-01-25,86
2014-01-26,79
2014-01-27,84
2014-01-28,83
2014-01-29,84
2014-01-30,84
2014-01-31,84
2014-02-01,84
2014-02-02,79
2014-02-03,84
2014-02-04,83
2014-02-05,83
2014-02-06,68
2014-02-07,83
2014-02-08,84
2014-02-09,80
2014-02-10,84
2014-02-11,85
2014-02-12,83
2014-02-13,82
2014-02-14,83
2014-02-15,83
2014-02-16,80
2014-02-17,86
2014-02-18,86
2014-02-19,86
2014-02-20,85
2014-02-21,87
2014-02-22,85
2014-02-23,85
2014-02-24,89
2014-02-25,92
2014-02-26,90
2014-02-27,87
2014-02-28,88
2014-03-01,86
2014-03-02,82
2014-03-03,87
2014-03-04,87
2014-03-05,86
2014-03-06,86
2014-03-07,86
2014-03-08,85
2014-03-09,82
2014-03-10,86
2014-03-11,85
2014-03-12,84
2014-03-13,86
2014-03-14,86
2014-03-15,84
2014-03-16,79
