date,price
2010-08-24,81
2010-08-25,82
2010-08-26,81
2010-08-27,80
2010-08-28,78
2010-08-29,76
2010-08-30,78
2010-08-31,80
2010-09-01,81
2010-09-02,83
2010-09-03,81
2010-09-04,79
2010-09-05,78
2010-09-06,81
2010-09-07,82
2010-09-08,80
2010-09-09,80
2010-09-10,76
2010-09-11,75
2010-09-12,72
2010-09-13,80
2010-09-14,83
2010-09-15,81
2010-09-16,80
2010-09-17,83
2010-09-18,80
2010-09-19,77
2010-09-20,85
2010-09-21,83
2010-09-22,83
2010-09-23,82
2010-09-24,84
2010-09-25,80
2010-09-26,77
2010-09-27,85
2010-09-28,85
2010-09-29,84
2010-09-30,92
2010-10-01,89
2010-10-02,80
2010-10-03,77
2010-10-04,86
2010-10-05,87
2010-10-06,86
2010-10-07,87
2010-10-08,88
2010-10-09,84
2010-10-10,79
2010-10-11,88
2010-10-12,88
2010-10-13,84
2010-10-14,87
2010-10-15,85
2010-10-16,82
2010-10-17,77
2010-10-18,85
2010-10-19,87
2010-10-20,85
2010-10-21,87
2010-10-22,86
2010-10-23,81
2010-10-24,79
2010-10-25,86
2010-10-26,87
2010-10-27,87
2010-10-28,86
2010-10-29,88
2010-10-30,83
2010-10-31,81
2010-11-01,92
2010-11-02,91
2010-11-03,88
2010-11-04,89
2010-11-05,83
2010-11-06,82
2010-11-07,79
2010-11-08,93
2010-11-09,94
2010-11-10,90
2010-11-11,91
2010-11-12,89
2010-11-13,84
2010-11-14,81
2010-11-15,91
2010-11-16,92
2010-11-17,90
2010-11-18,94
2010-11-19,90
2010-11-20,85
2010-11-21,83
2010-11-22,91
2010-11-23,92
2010-11-24,89
2010-11-25,88
2010-11-26,98
2010-11-27,93
2010-11-28,87
2010-11-29,95
2010-11-30,92
2010-12-01,92
2010-12-02,92
2010-12-03,92
2010-12-04,90
2010-12-05,87
2010-12-06,96
2010-12-07,95
2010-12-08,95
2010-12-09,94
2010-12-10,93
2010-12-11,90
2010-12-12,84
2010-12-13,91
2010-12-14,93
2010-12-15,91
2010-12-16,88
2010-12-17,90
2010-12-18,88
2010-12-19,82
2010-12-20,91
2010-12-21,89
2010-12-22,91
2010-12-23,89
2010-12-24,88
2010-12-25,86
2010-12-26,89
2010-12-27,88
2010-12-28,93
2010-12-29,94
2010-12-30,93
2010-12-31,91
2011-01-01,85
2011-01-02,85
2011-01-03,88
2011-01-04,91
2011-01-05,92
2011-01-06,92
2011-01-07,90
2011-01-08,86
2011-01-09,80
2011-01-10,89
2011-01-11,90
2011-01-12,87
2011-01-13,89
2011-01-14,87
2011-01-15,85
2011-01-16,84
2011-01-17,90
2011-01-18,90
2011-01-19,90
2011-01-20,87
2011-01-21,86
2011-01-22,85
2011-01-23,81
2011-01-24,87
2011-01-25,86
2011-01-26,81
2011-01-27,87
2011-01-28,89
2011-01-29,86
2011-01-30,82
2011-01-31,87
2011-02-01,87
2011-02-02,85
2011-02-03,85
2011-02-04,84
2011-02-05,84
2011-02-06,82
2011-02-07,89
2011-02-08,88
2011-02-09,87
2011-02-10,87
2011-02-11,87
2011-02-12,84
2011-02-13,81
2011-02-14,85
2011-02-15,87
2011-02-16,87
2011-02-17,87
2011-02-18,88
2011-02-19,85
2011-02-20,84
2011-02-21,90
2011-02-22,91
2011-02-23,91
2011-02-24,92
2011-02-25,90
2011-02-26,88
2011-02-27,82
2011-02-28,89
2011-03-01,91
2011-03-02,94
2011-03-03,98
2011-03-04,95
2011-03-05,91
2011-03-06,87
2011-03-07,95
2011-03-08,94
2011-03-09,94
2011-03-10,93
2011-03-11,85
2011-03-12,83
2011-03-13,79
2011-03-14,86
2011-03-15,89
2011-03-16,89
2011-03-17,86
2011-03-18,86
2011-03-19,83
2011-03-20,82
2011-03-21,93
2011-03-22,91
2011-03-23,91
2011-03-24,90
2011-03-25,93
2011-03-26,90
2011-03-27,85
2011-03-28,92
2011-03-29,93
2011-03-30,86
2011-03-31,90
2011-04-01,91
2011-04-02,85
2011-04-03,85
2011-04-04,91
2011-04-05,93
2011-04-06,91
2011-04-07,91
2011-04-08,91
2011-04-09,89
2011-04-10,85
2011-04-11,92
2011-04-12,91
2011-04-13,92
2011-04-14,91
2011-04-15,91
2011-04-16,90
2011-04-17,88
2011-04-18,96
2011-04-19,98
2011-04-20,97
2011-04-21,96
2011-04-22,94
2011-04-23,93
2011-04-24,86
2011-04-25,99
2011-04-26,97
2011-04-27,94
2011-04-28,95
2011-04-29,93
2011-04-30,90
2011-05-01,87
2011-05-02,92
2011-05-03,95
2011-05-04,95
2011-05-05,95
2011-05-06,100
2011-05-07,95
2011-05-08,87
2011-05-09,97
2011-05-10,95
2011-05-11,95
