date,price
2014-03-16,66
2014-03-17,65
2014-03-18,71
2014-03-19,72
2014-03-20,71
2014-03-21,72
2014-03-22,72
2014-03-23,68
2014-03-24,72
2014-03-25,73
2014-03-26,73
2014-03-27,74
2014-03-28,73
2014-03-29,75
2014-03-30,70
2014-03-31,74
2014-04-01,74
2014-04-02,74
2014-04-03,73
2014-04-04,73
2014-04-05,72
2014-04-06,67
2014-04-07,71
2014-04-08,70
2014-04-09,72
2014-04-10,71
2014-04-11,71
2014-04-12,73
2014-04-13,68
2014-04-14,72
2014-04-15,72
2014-04-16,72
2014-04-17,73
2014-04-18,71
2014-04-19,72
2014-04-20,69
2014-04-21,74
2014-04-22,73
2014-04-23,73
2014-04-24,72
2014-04-25,74
2014-04-26,73
2014-04-27,69
2014-04-28,72
2014-04-29,72
2014-04-30,71
2014-05-01,75
2014-05-02,74
2014-05-03,73
2014-05-04,71
2014-05-05,70
2014-05-06,71
2014-05-07,83
2014-05-08,78
2014-05-09,75
2014-05-10,73
2014-05-11,68
2014-05-12,70
2014-05-13,75
2014-05-14,73
2014-05-15,74
2014-05-16,70
2014-05-17,74
2014-05-18,71
2014-05-19,78
2014-05-20,78
2014-05-21,74
2014-05-22,76
2014-05-23,77
2014-05-24,77
2014-05-25,71
2014-05-26,71
2014-05-27,75
2014-05-28,76
2014-05-29,79
2014-05-30,77
2014-05-31,78
2014-06-01,73
2014-06-02,76
2014-06-03,74
2014-06-04,76
2014-06-05,79
2014-06-06,77
2014-06-07,79
2014-06-08,74
2014-06-09,78
2014-06-10,74
2014-06-11,74
2014-06-12,74
2014-06-13,73
2014-06-14,74
2014-06-15,69
2014-06-16,72
2014-06-17,73
2014-06-18,74
2014-06-19,76
2014-06-20,76
2014-06-21,75
2014-06-22,73
2014-06-23,77
2014-06-24,75
2014-06-25,75
2014-06-26,75
2014-06-27,76
2014-06-28,75
2014-06-29,71
2014-06-30,73
2014-07-01,73
2014-07-02,75
2014-07-03,76
2014-07-04,73
2014-07-05,75
2014-07-06,72
2014-07-07,77
2014-07-08,74
2014-07-09,73
2014-07-10,76
2014-07-11,78
2014-07-12,78
2014-07-13,73
2014-07-14,78
2014-07-15,79
2014-07-16,78
2014-07-17,78
2014-07-18,79
2014-07-19,81
2014-07-20,77
2014-07-21,79
2014-07-22,80
2014-07-23,80
2014-07-24,80
2014-07-25,80
2014-07-26,81
2014-07-27,75
2014-07-28,76
2014-07-29,75
2014-07-30,78
2014-07-31,80
2014-08-01,80
2014-08-02,81
2014-08-03,75
2014-08-04,78
2014-08-05,80
2014-08-06,80
2014-08-07,80
2014-08-08,80
2014-08-09,78
2014-08-10,75
2014-08-11,79
2014-08-12,77
2014-08-13,77
2014-08-14,79
2014-08-15,77
2014-08-16,82
2014-08-17,78
2014-08-18,80
2014-08-19,77
2014-08-20,76
2014-08-21,79
2014-08-22,78
2014-08-23,79
2014-08-24,77
2014-08-25,77
2014-08-26,77
2014-08-27,77
2014-08-28,77
2014-08-29,77
2014-08-30,80
2014-08-31,74
2014-09-01,76
2014-09-02,77
2014-09-03,77
2014-09-04,79
2014-09-05,80
2014-09-06,82
2014-09-07,76
2014-09-08,77
2014-09-09,92
2014-09-10,100
2014-09-11,88
2014-09-12,87
2014-09-13,85
2014-09-14,81
2014-09-15,84
2014-09-16,82
2014-09-17,81
2014-09-18,81
2014-09-19,87
2014-09-20,89
2014-09-21,81
2014-09-22,85
2014-09-23,84
2014-09-24,83
2014-09-25,84
2014-09-26,84
2014-09-27,83
2014-09-28,80
2014-09-29,81
2014-09-30,82
2014-10-01,81
2014-10-02,77
2014-10-03,77
2014-10-04,81
2014-10-05,76
2014-10-06,86
2014-10-07,82
2014-10-08,82
2014-10-09,84
2014-10-10,87
2014-10-11,85
2014-10-12,82
2014-10-13,83
2014-10-14,85
2014-10-15,84
2014-10-16,87
2014-10-17,86
2014-10-18,87
2014-10-19,80
2014-10-20,84
2014-10-21,85
2014-10-22,79
2014-10-23,76
2014-10-24,78
2014-10-25,80
2014-10-26,75
2014-10-27,79
2014-10-28,83
2014-10-29,81
2014-10-30,81
2014-10-31,82
2014-11-01,83
2014-11-02,75
2014-11-03,82
2014-11-04,81
2014-11-05,81
2014-11-06,81
2014-11-07,82
2014-11-08,80
2014-11-09,76
2014-11-10,83
2014-11-11,83
2014-11-12,81
2014-11-13,81
2014-11-14,82
2014-11-15,82
2014-11-16,76
2014-11-17,81
2014-11-18,82
2014-11-19,81
2014-11-20,81
2014-11-21,81
2014-11-22,82
2014-11-23,76
2014-11-24,80
2014-11-25,80
2014-11-26,80
2014-11-27,82
2014-11-28,89
2014-11-29,84
2014-11-30,78
2014-12-01,87
