date,price
2014-12-01,89
2014-12-02,87
2014-12-03,85
2014-12-04,83
2014-12-05,83
2014-12-06,82
2014-12-07,78
2014-12-08,86
2014-12-09,84
2014-12-10,84
2014-12-11,85
2014-12-12,86
2014-12-13,84
2014-12-14,79
2014-12-15,85
2014-12-16,87
2014-12-17,86
2014-12-18,88
2014-12-19,87
2014-12-20,84
2014-12-21,79
2014-12-22,88
2014-12-23,88
2014-12-24,90
2014-12-25,85
2014-12-26,88
2014-12-27,84
2014-12-28,80
2014-12-29,85
2014-12-30,87
2014-12-31,84
2015-01-01,84
2015-01-02,88
2015-01-03,83
2015-01-04,77
2015-01-05,84
2015-01-06,89
2015-01-07,85
2015-01-08,84
2015-01-09,81
2015-01-10,81
2015-01-11,76
2015-01-12,84
2015-01-13,83
2015-01-14,84
2015-01-15,82
2015-01-16,88
2015-01-17,86
2015-01-18,79
2015-01-19,83
2015-01-20,83
2015-01-21,84
2015-01-22,85
2015-01-23,84
2015-01-24,81
2015-01-25,78
2015-01-26,76
2015-01-27,81
2015-01-28,83
2015-01-29,83
2015-01-30,82
2015-01-31,81
2015-02-01,77
2015-02-02,82
2015-02-03,83
2015-02-04,84
2015-02-05,83
2015-02-06,84
2015-02-07,83
2015-02-08,77
2015-02-09,82
2015-02-10,80
2015-02-11,81
2015-02-12,83
2015-02-13,83
2015-02-14,78
2015-02-15,75
2015-02-16,83
2015-02-17,82
2015-02-18,81
2015-02-19,81
2015-02-20,82
2015-02-21,81
2015-02-22,74
2015-02-23,80
2015-02-24,81
2015-02-25,82
2015-02-26,82
2015-02-27,80
2015-02-28,82
2015-03-01,78
2015-03-02,85
2015-03-03,83
2015-03-04,82
2015-03-05,81
2015-03-06,76
2015-03-07,82
2015-03-08,78
2015-03-09,85
2015-03-10,86
2015-03-11,84
2015-03-12,85
2015-03-13,86
2015-03-14,83
2015-03-15,81
2015-03-16,86
2015-03-17,86
2015-03-18,84
2015-03-19,81
2015-03-20,83
2015-03-21,84
2015-03-22,79
2015-03-23,84
2015-03-24,82
2015-03-25,87
2015-03-26,76
2015-03-27,85
2015-03-28,85
2015-03-29,77
2015-03-30,83
2015-03-31,85
2015-04-01,84
2015-04-02,84
2015-04-03,84
2015-04-04,83
2015-04-05,78
2015-04-06,84
2015-04-07,84
2015-04-08,85
2015-04-09,85
2015-04-10,86
2015-04-11,84
2015-04-12,80
2015-04-13,84
2015-04-14,81
2015-04-15,84
2015-04-16,84
2015-04-17,83
2015-04-18,82
2015-04-19,77
2015-04-20,83
2015-04-21,86
2015-04-22,82
2015-04-23,84
2015-04-24,84
2015-04-25,81
2015-04-26,76
2015-04-27,82
2015-04-28,82
2015-04-29,82
2015-04-30,84
2015-05-01,85
2015-05-02,82
2015-05-03,75
2015-05-04,79
2015-05-05,82
2015-05-06,83
2015-05-07,83
2015-05-08,84
2015-05-09,83
2015-05-10,77
2015-05-11,82
2015-05-12,80
2015-05-13,82
2015-05-14,82
2015-05-15,85
2015-05-16,83
2015-05-17,76
2015-05-18,82
2015-05-19,81
2015-05-20,81
2015-05-21,82
2015-05-22,83
2015-05-23,83
2015-05-24,77
2015-05-25,82
2015-05-26,82
2015-05-27,82
2015-05-28,81
2015-05-29,82
2015-05-30,80
2015-05-31,78
2015-06-01,81
2015-06-02,80
2015-06-03,82
2015-06-04,84
2015-06-05,83
2015-06-06,82
2015-06-07,78
2015-06-08,81
2015-06-09,81
2015-06-10,82
2015-06-11,82
2015-06-12,83
2015-06-13,84
2015-06-14,80
2015-06-15,81
2015-06-16,82
2015-06-17,82
2015-06-18,84
2015-06-19,84
2015-06-20,86
2015-06-21,78
2015-06-22,86
2015-06-23,85
2015-06-24,85
2015-06-25,87
2015-06-26,85
2015-06-27,86
2015-06-28,82
2015-06-29,86
2015-06-30,86
2015-07-01,84
2015-07-02,85
2015-07-03,86
2015-07-04,85
2015-07-05,82
2015-07-06,86
2015-07-07,86
2015-07-08,88
2015-07-09,87
2015-07-10,89
2015-07-11,89
2015-07-12,87
2015-07-13,87
2015-07-14,87
2015-07-15,88
2015-07-16,87
2015-07-17,86
2015-07-18,86
2015-07-19,83
2015-07-20,92
2015-07-21,93
2015-07-22,95
2015-07-23,92
2015-07-24,95
2015-07-25,91
2015-07-26,89
2015-07-27,93
2015-07-28,93
2015-07-29,91
2015-07-30,95
2015-07-31,93
2015-08-01,92
2015-08-02,87
2015-08-03,94
2015-08-04,94
2015-08-05,93
2015-08-06,93
2015-08-07,92
2015-08-08,100
2015-08-09,93
2015-08-10,94
2015-08-11,94
2015-08-12,92
2015-08-13,93
2015-08-14,92
2015-08-15,89
2015-08-16,87
2015-08-17,91
2015-08-18,91
