date,price
2011-01-01,77
2011-01-02,76
2011-01-03,78
2011-01-04,82
2011-01-05,83
2011-01-06,82
2011-01-07,80
2011-01-08,77
2011-01-09,72
2011-01-10,81
2011-01-11,82
2011-01-12,79
2011-01-13,80
2011-01-14,79
2011-01-15,76
2011-01-16,73
2011-01-17,80
2011-01-18,81
2011-01-19,81
2011-01-20,78
2011-01-21,77
2011-01-22,77
2011-01-23,72
2011-01-24,78
2011-01-25,77
2011-01-26,71
2011-01-27,78
2011-01-28,79
2011-01-29,77
2011-01-30,74
2011-01-31,78
2011-02-01,78
2011-02-02,76
2011-02-03,75
2011-02-04,77
2011-02-05,75
2011-02-06,73
2011-02-07,79
2011-02-08,78
2011-02-09,78
2011-02-10,79
2011-02-11,78
2011-02-12,78
2011-02-13,72
2011-02-14,77
2011-02-15,79
2011-02-16,78
2011-02-17,80
2011-02-18,79
2011-02-19,77
2011-02-20,75
2011-02-21,79
2011-02-22,81
2011-02-23,80
2011-02-24,83
2011-02-25,82
2011-02-26,79
2011-02-27,72
2011-02-28,81
2011-03-01,81
2011-03-02,85
2011-03-03,89
2011-03-04,85
2011-03-05,82
2011-03-06,80
2011-03-07,85
2011-03-08,84
2011-03-09,82
2011-03-10,83
2011-03-11,78
2011-03-12,74
2011-03-13,71
2011-03-14,77
2011-03-15,80
2011-03-16,80
2011-03-17,77
2011-03-18,77
2011-03-19,75
2011-03-20,74
2011-03-21,84
2011-03-22,84
2011-03-23,82
2011-03-24,80
2011-03-25,82
2011-03-26,80
2011-03-27,78
2011-03-28,83
2011-03-29,81
2011-03-30,78
2011-03-31,81
2011-04-01,82
2011-04-02,75
2011-04-03,77
2011-04-04,82
2011-04-05,84
2011-04-06,83
2011-04-07,82
2011-04-08,82
2011-04-09,79
2011-04-10,78
2011-04-11,82
2011-04-12,81
2011-04-13,84
2011-04-14,83
2011-04-15,82
2011-04-16,81
2011-04-17,79
2011-04-18,85
2011-04-19,86
2011-04-20,86
2011-04-21,87
2011-04-22,83
2011-04-23,84
2011-04-24,80
2011-04-25,89
2011-04-26,88
2011-04-27,84
2011-04-28,85
2011-04-29,84
2011-04-30,82
2011-05-01,77
2011-05-02,81
2011-05-03,85
2011-05-04,85
2011-05-05,85
2011-05-06,91
2011-05-07,84
2011-05-08,79
2011-05-09,87
2011-05-10,85
2011-05-11,83
2011-05-12,86
2011-05-13,82
2011-05-14,82
2011-05-15,78
2011-05-16,83
2011-05-17,84
2011-05-18,82
2011-05-19,83
2011-05-20,82
2011-05-21,80
2011-05-22,77
2011-05-23,80
2011-05-24,80
2011-05-25,79
2011-05-26,79
2011-05-27,83
2011-05-28,82
2011-05-29,77
2011-05-30,81
2011-05-31,84
2011-06-01,85
2011-06-02,88
2011-06-03,83
2011-06-04,82
2011-06-05,77
2011-06-06,80
2011-06-07,83
2011-06-08,83
2011-06-09,82
2011-06-10,81
2011-06-11,84
2011-06-12,81
2011-06-13,85
2011-06-14,83
2011-06-15,80
2011-06-16,79
2011-06-17,83
2011-06-18,83
2011-06-19,80
2011-06-20,82
2011-06-21,84
2011-06-22,85
2011-06-23,87
2011-06-24,85
2011-06-25,84
2011-06-26,80
2011-06-27,84
2011-06-28,85
2011-06-29,86
2011-06-30,85
2011-07-01,84
2011-07-02,84
2011-07-03,80
2011-07-04,81
2011-07-05,82
2011-07-06,83
2011-07-07,84
2011-07-08,85
2011-07-09,86
2011-07-10,81
2011-07-11,85
2011-07-12,85
2011-07-13,88
2011-07-14,87
2011-07-15,86
2011-07-16,88
2011-07-17,84
2011-07-18,87
2011-07-19,87
2011-07-20,89
2011-07-21,85
2011-07-22,87
2011-07-23,85
2011-07-24,82
2011-07-25,86
2011-07-26,88
2011-07-27,87
2011-07-28,86
2011-07-29,86
2011-07-30,88
2011-07-31,84
2011-08-01,86
2011-08-02,88
2011-08-03,87
2011-08-04,91
2011-08-05,95
2011-08-06,92
2011-08-07,84
2011-08-08,100
2011-08-09,99
2011-08-10,96
2011-08-11,97
2011-08-12,93
2011-08-13,89
2011-08-14,85
2011-08-15,87
2011-08-16,90
2011-08-17,90
2011-08-18,91
2011-08-19,95
2011-08-20,93
2011-08-21,87
2011-08-22,91
2011-08-23,91
2011-08-24,92
2011-08-25,92
2011-08-26,90
2011-08-27,87
2011-08-28,80
2011-08-29,88
2011-08-30,86
2011-08-31,84
2011-09-01,85
2011-09-02,90
2011-09-03,89
2011-09-04,84
2011-09-05,87
2011-09-06,88
2011-09-07,88
2011-09-08,87
2011-09-09,88
2011-09-10,86
2011-09-11,79
2011-09-12,86
2011-09-13,85
2011-09-14,85
2011-09-15,88
2011-09-16,88
2011-09-17,89
2011-09-18,79
