date,price
2012-06-04,74
2012-06-05,73
2012-06-06,77
2012-06-07,79
2012-06-08,75
2012-06-09,74
2012-06-10,69
2012-06-11,74
2012-06-12,75
2012-06-13,75
2012-06-14,73
2012-06-15,75
2012-06-16,75
2012-06-17,71
2012-06-18,75
2012-06-19,76
2012-06-20,75
2012-06-21,76
2012-06-22,76
2012-06-23,78
2012-06-24,73
2012-06-25,75
2012-06-26,76
2012-06-27,76
2012-06-28,77
2012-06-29,77
2012-06-30,77
2012-07-01,73
2012-07-02,77
2012-07-03,78
2012-07-04,74
2012-07-05,76
2012-07-06,77
2012-07-07,80
2012-07-08,75
2012-07-09,77
2012-07-10,76
2012-07-11,77
2012-07-12,76
2012-07-13,77
2012-07-14,78
2012-07-15,76
2012-07-16,78
2012-07-17,77
2012-07-18,77
2012-07-19,79
2012-07-20,78
2012-07-21,78
2012-07-22,76
2012-07-23,77
2012-07-24,78
2012-07-25,79
2012-07-26,80
2012-07-27,81
2012-07-28,82
2012-07-29,78
2012-07-30,79
2012-07-31,77
2012-08-01,78
2012-08-02,78
2012-08-03,79
2012-08-04,81
2012-08-05,76
2012-08-06,78
2012-08-07,78
2012-08-08,78
2012-08-09,77
2012-08-10,79
2012-08-11,80
2012-08-12,77
2012-08-13,81
2012-08-14,79
2012-08-15,77
2012-08-16,81
2012-08-17,79
2012-08-18,79
2012-08-19,77
2012-08-20,78
2012-08-21,81
2012-08-22,80
2012-08-23,81
2012-08-24,81
2012-08-25,83
2012-08-26,77
2012-08-27,81
2012-08-28,79
2012-08-29,81
2012-08-30,81
2012-08-31,78
2012-09-01,82
2012-09-02,79
2012-09-03,81
2012-09-04,80
2012-09-05,80
2012-09-06,82
2012-09-07,83
2012-09-08,83
2012-09-09,80
2012-09-10,82
2012-09-11,80
2012-09-12,91
2012-09-13,100
2012-09-14,93
2012-09-15,88
2012-09-16,84
2012-09-17,85
2012-09-18,84
2012-09-19,82
2012-09-20,84
2012-09-21,86
2012-09-22,87
2012-09-23,80
2012-09-24,84
2012-09-25,81
2012-09-26,83
2012-09-27,83
2012-09-28,83
2012-09-29,82
2012-09-30,79
2012-10-01,84
2012-10-02,80
2012-10-03,84
2012-10-04,82
2012-10-05,81
2012-10-06,81
2012-10-07,75
2012-10-08,81
2012-10-09,79
2012-10-10,79
2012-10-11,81
2012-10-12,84
2012-10-13,85
2012-10-14,80
2012-10-15,81
2012-10-16,83
2012-10-17,81
2012-10-18,80
2012-10-19,81
2012-10-20,80
2012-10-21,77
2012-10-22,82
2012-10-23,82
2012-10-24,81
2012-10-25,85
2012-10-26,83
2012-10-27,81
2012-10-28,75
2012-10-29,79
2012-10-30,78
2012-10-31,81
2012-11-01,81
2012-11-02,86
2012-11-03,84
2012-11-04,80
2012-11-05,82
2012-11-06,82
2012-11-07,80
2012-11-08,84
2012-11-09,85
2012-11-10,82
2012-11-11,83
2012-11-12,84
2012-11-13,76
2012-11-14,81
2012-11-15,82
2012-11-16,82
2012-11-17,81
2012-11-18,78
2012-11-19,84
2012-11-20,82
2012-11-21,81
2012-11-22,82
2012-11-23,90
2012-11-24,84
2012-11-25,79
2012-11-26,85
2012-11-27,83
2012-11-28,82
2012-11-29,82
2012-11-30,82
2012-12-01,81
2012-12-02,78
2012-12-03,83
2012-12-04,82
2012-12-05,83
2012-12-06,84
2012-12-07,82
2012-12-08,83
2012-12-09,78
2012-12-10,82
2012-12-11,84
2012-12-12,82
2012-12-13,82
2012-12-14,81
2012-12-15,82
2012-12-16,77
2012-12-17,82
2012-12-18,84
2012-12-19,82
2012-12-20,81
2012-12-21,82
2012-12-22,81
2012-12-23,77
2012-12-24,87
2012-12-25,80
2012-12-26,86
2012-12-27,86
2012-12-28,84
2012-12-29,83
2012-12-30,79
2012-12-31,84
2013-01-01,80
2013-01-02,83
2013-01-03,81
2013-01-04,83
2013-01-05,80
2013-01-06,74
2013-01-07,80
2013-01-08,79
2013-01-09,82
2013-01-10,80
2013-01-11,78
2013-01-12,78
2013-01-13,75
2013-01-14,77
2013-01-15,77
2013-01-16,77
2013-01-17,79
2013-01-18,82
2013-01-19,82
2013-01-20,77
2013-01-21,78
2013-01-22,80
2013-01-23,79
2013-01-24,80
2013-01-25,81
2013-01-26,78
2013-01-27,76
2013-01-28,80
2013-01-29,79
2013-01-30,81
2013-01-31,83
2013-02-01,81
2013-02-02,79
2013-02-03,76
2013-02-04,79
2013-02-05,79
2013-02-06,78
2013-02-07,77
2013-02-08,79
2013-02-09,77
2013-02-10,75
2013-02-11,78
2013-02-12,81
2013-02-13,78
2013-02-14,76
2013-02-15,80
2013-02-16,82
2013-02-17,76
2013-02-18,80
2013-02-19,80
