date,price
2015-08-18,87
2015-08-19,90
2015-08-20,92
2015-08-21,94
2015-08-22,95
2015-08-23,87
2015-08-24,100
2015-08-25,99
2015-08-26,92
2015-08-27,92
2015-08-28,95
2015-08-29,89
2015-08-30,85
2015-08-31,87
2015-09-01,90
2015-09-02,91
2015-09-03,91
2015-09-04,92
2015-09-05,88
2015-09-06,84
2015-09-07,90
2015-09-08,87
2015-09-09,92
2015-09-10,97
2015-09-11,92
2015-09-12,93
2015-09-13,85
2015-09-14,89
2015-09-15,89
2015-09-16,87
2015-09-17,84
2015-09-18,88
2015-09-19,87
2015-09-20,82
2015-09-21,89
2015-09-22,90
2015-09-23,89
2015-09-24,88
2015-09-25,88
2015-09-26,90
2015-09-27,83
2015-09-28,88
2015-09-29,89
2015-09-30,91
2015-10-01,90
2015-10-02,86
2015-10-03,88
2015-10-04,81
2015-10-05,89
2015-10-06,92
2015-10-07,92
2015-10-08,91
2015-10-09,92
2015-10-10,90
2015-10-11,85
2015-10-12,95
2015-10-13,90
2015-10-14,92
2015-10-15,95
2015-10-16,93
2015-10-17,92
2015-10-18,83
2015-10-19,88
2015-10-20,87
2015-10-21,87
2015-10-22,86
2015-10-23,93
2015-10-24,88
2015-10-25,83
2015-10-26,91
2015-10-27,92
2015-10-28,90
2015-10-29,92
2015-10-30,89
2015-10-31,87
2015-11-01,84
2015-11-02,93
2015-11-03,92
2015-11-04,91
2015-11-05,92
2015-11-06,93
2015-11-07,92
2015-11-08,87
2015-11-09,92
2015-11-10,88
2015-11-11,84
2015-11-12,84
2015-11-13,86
2015-11-14,83
2015-11-15,81
2015-11-16,86
2015-11-17,85
2015-11-18,86
2015-11-19,89
2015-11-20,89
2015-11-21,86
2015-11-22,82
2015-11-23,88
2015-11-24,88
2015-11-25,86
2015-11-26,89
2015-11-27,95
2015-11-28,88
2015-11-29,85
2015-11-30,90
2015-12-01,92
2015-12-02,89
2015-12-03,87
2015-12-04,88
2015-12-05,88
2015-12-06,82
2015-12-07,90
2015-12-08,92
2015-12-09,91
2015-12-10,90
2015-12-11,92
2015-12-12,89
2015-12-13,83
2015-12-14,93
2015-12-15,92
2015-12-16,91
2015-12-17,93
2015-12-18,95
2015-12-19,93
2015-12-20,87
2015-12-21,97
2015-12-22,95
2015-12-23,97
2015-12-24,96
2015-12-25,91
2015-12-26,92
2015-12-27,87
2015-12-28,94
2015-12-29,96
2015-12-30,95
2015-12-31,91
2016-01-01,90
2016-01-02,90
2016-01-03,82
2016-01-04,91
2016-01-05,92
2016-01-06,92
2016-01-07,93
2016-01-08,94
2016-01-09,89
2016-01-10,82
2016-01-11,89
2016-01-12,90
2016-01-13,91
2016-01-14,91
2016-01-15,92
2016-01-16,89
2016-01-17,82
2016-01-18,93
2016-01-19,92
2016-01-20,94
2016-01-21,96
2016-01-22,92
2016-01-23,86
2016-01-24,84
2016-01-25,89
2016-01-26,86
2016-01-27,92
2016-01-28,92
2016-01-29,92
2016-01-30,91
2016-01-31,84
2016-02-01,89
2016-02-02,90
2016-02-03,90
2016-02-04,90
2016-02-05,90
2016-02-06,87
2016-02-07,84
2016-02-08,92
2016-02-09,92
2016-02-10,91
2016-02-11,93
2016-02-12,92
2016-02-13,87
2016-02-14,79
2016-02-15,91
2016-02-16,91
2016-02-17,90
2016-02-18,92
2016-02-19,91
2016-02-20,87
2016-02-21,83
2016-02-22,93
2016-02-23,92
2016-02-24,89
2016-02-25,89
2016-02-26,90
2016-02-27,86
2016-02-28,85
2016-02-29,91
2016-03-01,92
2016-03-02,90
2016-03-03,91
2016-03-04,91
2016-03-05,87
2016-03-06,82
2016-03-07,86
2016-03-08,92
2016-03-09,90
2016-03-10,90
2016-03-11,90
2016-03-12,90
2016-03-13,85
2016-03-14,91
2016-03-15,88
2016-03-16,87
2016-03-17,92
2016-03-18,91
2016-03-19,86
2016-03-20,81
2016-03-21,93
2016-03-22,94
2016-03-23,88
2016-03-24,85
2016-03-25,87
2016-03-26,90
2016-03-27,85
2016-03-28,91
2016-03-29,90
2016-03-30,90
2016-03-31,89
2016-04-01,91
2016-04-02,89
2016-04-03,86
2016-04-04,90
2016-04-05,91
2016-04-06,90
2016-04-07,90
2016-04-08,93
2016-04-09,89
2016-04-10,85
2016-04-11,89
2016-04-12,89
2016-04-13,89
2016-04-14,88
2016-04-15,88
2016-04-16,88
2016-04-17,83
2016-04-18,90
2016-04-19,89
2016-04-20,89
2016-04-21,93
2016-04-22,92
2016-04-23,87
2016-04-24,83
2016-04-25,87
2016-04-26,88
2016-04-27,90
2016-04-28,89
2016-04-29,89
2016-04-30,87
2016-05-01,84
2016-05-02,88
2016-05-03,87
2016-05-04,88
