date,price
2016-09-11,75
2016-09-12,77
2016-09-13,75
2016-09-14,75
2016-09-15,79
2016-09-16,81
2016-09-17,80
2016-09-18,76
2016-09-19,78
2016-09-20,80
2016-09-21,80
2016-09-22,78
2016-09-23,78
2016-09-24,76
2016-09-25,75
2016-09-26,77
2016-09-27,77
2016-09-28,77
2016-09-29,79
2016-09-30,79
2016-10-01,77
2016-10-02,75
2016-10-03,81
2016-10-04,84
2016-10-05,84
2016-10-06,83
2016-10-07,82
2016-10-08,81
2016-10-09,75
2016-10-10,77
2016-10-11,76
2016-10-12,80
2016-10-13,81
2016-10-14,82
2016-10-15,80
2016-10-16,78
2016-10-17,80
2016-10-18,80
2016-10-19,79
2016-10-20,80
2016-10-21,83
2016-10-22,80
2016-10-23,76
2016-10-24,79
2016-10-25,82
2016-10-26,80
2016-10-27,82
2016-10-28,83
2016-10-29,77
2016-10-30,70
2016-10-31,74
2016-11-01,77
2016-11-02,78
2016-11-03,78
2016-11-04,77
2016-11-05,76
2016-11-06,72
2016-11-07,77
2016-11-08,73
2016-11-09,76
2016-11-10,76
2016-11-11,78
2016-11-12,73
2016-11-13,70
2016-11-14,73
2016-11-15,78
2016-11-16,78
2016-11-17,76
2016-11-18,78
2016-11-19,75
2016-11-20,72
2016-11-21,76
2016-11-22,76
2016-11-23,80
2016-11-24,80
2016-11-25,84
2016-11-26,79
2016-11-27,74
2016-11-28,80
2016-11-29,80
2016-11-30,81
2016-12-01,81
2016-12-02,81
2016-12-03,78
2016-12-04,75
2016-12-05,77
2016-12-06,77
2016-12-07,82
2016-12-08,81
2016-12-09,77
2016-12-10,75
2016-12-11,76
2016-12-12,78
2016-12-13,80
2016-12-14,81
2016-12-15,81
2016-12-16,84
2016-12-17,81
2016-12-18,78
2016-12-19,81
2016-12-20,82
2016-12-21,86
2016-12-22,86
2016-12-23,85
2016-12-24,82
2016-12-25,78
2016-12-26,83
2016-12-27,83
2016-12-28,85
2016-12-29,84
2016-12-30,84
2016-12-31,76
2017-01-01,74
2017-01-02,82
2017-01-03,84
2017-01-04,83
2017-01-05,85
2017-01-06,84
2017-01-07,80
2017-01-08,77
2017-01-09,82
2017-01-10,80
2017-01-11,80
2017-01-12,79
2017-01-13,78
2017-01-14,76
2017-01-15,76
2017-01-16,79
2017-01-17,81
2017-01-18,80
2017-01-19,80
2017-01-20,79
2017-01-21,80
2017-01-22,76
2017-01-23,79
2017-01-24,82
2017-01-25,80
2017-01-26,76
2017-01-27,82
2017-01-28,79
2017-01-29,76
2017-01-30,78
2017-01-31,80
2017-02-01,78
2017-02-02,80
2017-02-03,84
2017-02-04,78
2017-02-05,75
2017-02-06,80
2017-02-07,80
2017-02-08,80
2017-02-09,80
2017-02-10,83
2017-02-11,79
2017-02-12,76
2017-02-13,79
2017-02-14,77
2017-02-15,81
2017-02-16,80
2017-02-17,81
2017-02-18,79
2017-02-19,76
2017-02-20,81
2017-02-21,82
2017-02-22,82
2017-02-23,81
2017-02-24,77
2017-02-25,79
2017-02-26,77
2017-02-27,86
2017-02-28,85
2017-03-01,83
2017-03-02,84
2017-03-03,86
2017-03-04,79
2017-03-05,78
2017-03-06,81
2017-03-07,81
2017-03-08,79
2017-03-09,79
2017-03-10,81
2017-03-11,75
2017-03-12,73
2017-03-13,71
2017-03-14,80
2017-03-15,80
2017-03-16,81
2017-03-17,81
2017-03-18,78
2017-03-19,75
2017-03-20,81
2017-03-21,83
2017-03-22,82
2017-03-23,84
2017-03-24,83
2017-03-25,80
2017-03-26,79
2017-03-27,81
2017-03-28,81
2017-03-29,86
2017-03-30,90
2017-03-31,100
2017-04-01,85
