date,price
2015-04-10,89
2015-04-11,83
2015-04-12,79
2015-04-13,83
2015-04-14,81
2015-04-15,85
2015-04-16,84
2015-04-17,84
2015-04-18,82
2015-04-19,78
2015-04-20,84
2015-04-21,86
2015-04-22,81
2015-04-23,84
2015-04-24,84
2015-04-25,81
2015-04-26,76
2015-04-27,81
2015-04-28,82
2015-04-29,82
2015-04-30,84
2015-05-01,83
2015-05-02,82
2015-05-03,76
2015-05-04,79
2015-05-05,82
2015-05-06,84
2015-05-07,84
2015-05-08,85
2015-05-09,83
2015-05-10,78
2015-05-11,84
2015-05-12,82
2015-05-13,82
2015-05-14,83
2015-05-15,86
2015-05-16,82
2015-05-17,78
2015-05-18,82
2015-05-19,82
2015-05-20,81
2015-05-21,82
2015-05-22,84
2015-05-23,83
2015-05-24,77
2015-05-25,84
2015-05-26,83
2015-05-27,82
2015-05-28,81
2015-05-29,83
2015-05-30,80
2015-05-31,77
2015-06-01,81
2015-06-02,81
2015-06-03,82
2015-06-04,84
2015-06-05,84
2015-06-06,83
2015-06-07,77
2015-06-08,81
2015-06-09,83
2015-06-10,81
2015-06-11,81
2015-06-12,84
2015-06-13,84
2015-06-14,80
2015-06-15,83
2015-06-16,81
2015-06-17,82
2015-06-18,83
2015-06-19,85
2015-06-20,85
2015-06-21,78
2015-06-22,86
2015-06-23,85
2015-06-24,85
2015-06-25,87
2015-06-26,85
2015-06-27,86
2015-06-28,84
2015-06-29,86
2015-06-30,85
2015-07-01,84
2015-07-02,85
2015-07-03,88
2015-07-04,85
2015-07-05,83
2015-07-06,87
2015-07-07,85
2015-07-08,88
2015-07-09,88
2015-07-10,88
2015-07-11,90
2015-07-12,87
2015-07-13,86
2015-07-14,85
2015-07-15,88
2015-07-16,87
2015-07-17,87
2015-07-18,86
2015-07-19,83
2015-07-20,93
2015-07-21,93
2015-07-22,93
2015-07-23,93
2015-07-24,96
2015-07-25,91
2015-07-26,87
2015-07-27,93
2015-07-28,93
2015-07-29,91
2015-07-30,95
2015-07-31,94
2015-08-01,92
2015-08-02,87
2015-08-03,95
2015-08-04,95
2015-08-05,95
2015-08-06,93
2015-08-07,93
2015-08-08,99
2015-08-09,94
2015-08-10,95
2015-08-11,95
2015-08-12,93
2015-08-13,93
2015-08-14,91
2015-08-15,90
2015-08-16,87
2015-08-17,91
2015-08-18,91
2015-08-19,91
2015-08-20,93
2015-08-21,93
2015-08-22,94
2015-08-23,87
2015-08-24,100
2015-08-25,99
2015-08-26,93
2015-08-27,94
2015-08-28,94
2015-08-29,92
2015-08-30,86
2015-08-31,89
2015-09-01,91
2015-09-02,91
2015-09-03,92
2015-09-04,92
2015-09-05,89
2015-09-06,85
2015-09-07,89
2015-09-08,88
2015-09-09,95
2015-09-10,98
2015-09-11,94
2015-09-12,92
2015-09-13,85
2015-09-14,89
2015-09-15,89
2015-09-16,88
2015-09-17,84
2015-09-18,89
2015-09-19,88
2015-09-20,83
2015-09-21,89
2015-09-22,90
2015-09-23,89
2015-09-24,88
2015-09-25,87
2015-09-26,90
2015-09-27,84
2015-09-28,88
2015-09-29,90
2015-09-30,91
2015-10-01,89
2015-10-02,86
2015-10-03,88
2015-10-04,83
2015-10-05,89
2015-10-06,92
2015-10-07,92
2015-10-08,91
2015-10-09,93
2015-10-10,90
2015-10-11,86
2015-10-12,94
2015-10-13,92
2015-10-14,90
2015-10-15,93
2015-10-16,94
2015-10-17,92
2015-10-18,84
2015-10-19,89
2015-10-20,87
2015-10-21,88
2015-10-22,85
2015-10-23,92
2015-10-24,90
2015-10-25,83
2015-10-26,90
2015-10-27,91
2015-10-28,91
2015-10-29,91
2015-10-30,90
2015-10-31,88
2015-11-01,85
2015-11-02,94
2015-11-03,92
2015-11-04,93
2015-11-05,93
2015-11-06,93
2015-11-07,94
2015-11-08,86
2015-11-09,93
2015-11-10,89
2015-11-11,84
2015-11-12,85
2015-11-13,87
2015-11-14,84
2015-11-15,80
2015-11-16,87
2015-11-17,86
2015-11-18,86
2015-11-19,90
2015-11-20,90
2015-11-21,84
2015-11-22,81
2015-11-23,88
2015-11-24,88
2015-11-25,86
2015-11-26,89
2015-11-27,96
2015-11-28,88
2015-11-29,84
2015-11-30,91
2015-12-01,92
2015-12-02,90
2015-12-03,88
2015-12-04,88
2015-12-05,89
2015-12-06,84
2015-12-07,90
2015-12-08,92
2015-12-09,89
2015-12-10,89
2015-12-11,92
2015-12-12,91
2015-12-13,85
2015-12-14,91
2015-12-15,94
2015-12-16,93
2015-12-17,94
2015-12-18,95
2015-12-19,93
2015-12-20,87
2015-12-21,96
2015-12-22,97
2015-12-23,97
2015-12-24,97
2015-12-25,90
2015-12-26,93
