date,price
2012-10-12,83
2012-10-13,85
2012-10-14,80
2012-10-15,80
2012-10-16,82
2012-10-17,82
2012-10-18,80
2012-10-19,80
2012-10-20,80
2012-10-21,76
2012-10-22,82
2012-10-23,81
2012-10-24,81
2012-10-25,84
2012-10-26,83
2012-10-27,81
2012-10-28,74
2012-10-29,78
2012-10-30,79
2012-10-31,80
2012-11-01,81
2012-11-02,86
2012-11-03,84
2012-11-04,80
2012-11-05,83
2012-11-06,81
2012-11-07,79
2012-11-08,84
2012-11-09,83
2012-11-10,82
2012-11-11,81
2012-11-12,83
2012-11-13,75
2012-11-14,79
2012-11-15,81
2012-11-16,82
2012-11-17,81
2012-11-18,78
2012-11-19,82
2012-11-20,82
2012-11-21,81
2012-11-22,82
2012-11-23,90
2012-11-24,85
2012-11-25,79
2012-11-26,85
2012-11-27,83
2012-11-28,81
2012-11-29,81
2012-11-30,81
2012-12-01,82
2012-12-02,78
2012-12-03,82
2012-12-04,83
2012-12-05,81
2012-12-06,82
2012-12-07,82
2012-12-08,83
2012-12-09,78
2012-12-10,82
2012-12-11,83
2012-12-12,83
2012-12-13,82
2012-12-14,80
2012-12-15,82
2012-12-16,77
2012-12-17,82
2012-12-18,84
2012-12-19,83
2012-12-20,81
2012-12-21,81
2012-12-22,81
2012-12-23,77
2012-12-24,86
2012-12-25,80
2012-12-26,86
2012-12-27,85
2012-12-28,84
2012-12-29,81
2012-12-30,78
2012-12-31,84
2013-01-01,80
2013-01-02,84
2013-01-03,82
2013-01-04,83
2013-01-05,81
2013-01-06,74
2013-01-07,79
2013-01-08,79
2013-01-09,80
2013-01-10,81
2013-01-11,78
2013-01-12,78
2013-01-13,74
2013-01-14,77
2013-01-15,77
2013-01-16,78
2013-01-17,80
2013-01-18,82
2013-01-19,82
2013-01-20,76
2013-01-21,79
2013-01-22,80
2013-01-23,80
2013-01-24,80
2013-01-25,81
2013-01-26,77
2013-01-27,74
2013-01-28,80
2013-01-29,79
2013-01-30,80
2013-01-31,81
2013-02-01,80
2013-02-02,80
2013-02-03,76
2013-02-04,80
2013-02-05,78
2013-02-06,78
2013-02-07,77
2013-02-08,78
2013-02-09,76
2013-02-10,75
2013-02-11,78
2013-02-12,80
2013-02-13,78
2013-02-14,76
2013-02-15,79
2013-02-16,82
2013-02-17,77
2013-02-18,80
2013-02-19,80
2013-02-20,82
2013-02-21,86
2013-02-22,83
2013-02-23,85
2013-02-24,83
2013-02-25,83
2013-02-26,81
2013-02-27,82
2013-02-28,82
2013-03-01,84
2013-03-02,83
2013-03-03,79
2013-03-04,82
2013-03-05,84
2013-03-06,82
2013-03-07,83
2013-03-08,83
2013-03-09,83
2013-03-10,78
2013-03-11,82
2013-03-12,82
2013-03-13,82
2013-03-14,83
2013-03-15,88
2013-03-16,87
2013-03-17,79
2013-03-18,84
2013-03-19,83
2013-03-20,83
2013-03-21,83
2013-03-22,83
2013-03-23,82
2013-03-24,79
2013-03-25,83
2013-03-26,83
2013-03-27,79
2013-03-28,84
2013-03-29,84
2013-03-30,83
2013-03-31,78
2013-04-01,80
2013-04-02,81
2013-04-03,82
2013-04-04,82
2013-04-05,81
2013-04-06,80
2013-04-07,77
2013-04-08,82
2013-04-09,81
2013-04-10,83
2013-04-11,82
2013-04-12,86
2013-04-13,84
2013-04-14,82
2013-04-15,95
2013-04-16,100
2013-04-17,96
2013-04-18,95
2013-04-19,88
2013-04-20,87
2013-04-21,82
2013-04-22,87
2013-04-23,87
2013-04-24,86
2013-04-25,88
2013-04-26,86
2013-04-27,83
2013-04-28,79
2013-04-29,85
2013-04-30,85
2013-05-01,86
2013-05-02,83
2013-05-03,86
2013-05-04,83
2013-05-05,77
2013-05-06,80
2013-05-07,82
2013-05-08,83
2013-05-09,86
2013-05-10,86
2013-05-11,81
2013-05-12,77
2013-05-13,85
2013-05-14,83
2013-05-15,84
2013-05-16,86
2013-05-17,85
2013-05-18,84
2013-05-19,79
2013-05-20,86
2013-05-21,90
2013-05-22,90
2013-05-23,87
2013-05-24,84
2013-05-25,84
2013-05-26,77
2013-05-27,81
2013-05-28,84
2013-05-29,84
2013-05-30,87
2013-05-31,85
2013-06-01,83
2013-06-02,80
2013-06-03,82
2013-06-04,83
2013-06-05,85
2013-06-06,83
2013-06-07,85
2013-06-08,87
2013-06-09,81
2013-06-10,87
2013-06-11,93
2013-06-12,87
2013-06-13,85
2013-06-14,87
2013-06-15,87
2013-06-16,82
2013-06-17,84
2013-06-18,85
2013-06-19,85
2013-06-20,89
2013-06-21,91
2013-06-22,89
2013-06-23,84
2013-06-24,87
2013-06-25,86
2013-06-26,91
2013-06-27,90
2013-06-28,93
2013-06-29,92
