date,price
2012-01-26,70
2012-01-27,73
2012-01-28,73
2012-01-29,70
2012-01-30,74
2012-01-31,73
2012-02-01,72
2012-02-02,75
2012-02-03,74
2012-02-04,74
2012-02-05,69
2012-02-06,80
2012-02-07,75
2012-02-08,75
2012-02-09,73
2012-02-10,73
2012-02-11,72
2012-02-12,68
2012-02-13,73
2012-02-14,72
2012-02-15,73
2012-02-16,73
2012-02-17,73
2012-02-18,74
2012-02-19,72
2012-02-20,75
2012-02-21,78
2012-02-22,75
2012-02-23,75
2012-02-24,73
2012-02-25,74
2012-02-26,71
2012-02-27,76
2012-02-28,75
2012-02-29,78
2012-03-01,78
2012-03-02,76
2012-03-03,75
2012-03-04,72
2012-03-05,75
2012-03-06,74
2012-03-07,74
2012-03-08,73
2012-03-09,75
2012-03-10,73
2012-03-11,71
2012-03-12,75
2012-03-13,74
2012-03-14,74
2012-03-15,74
2012-03-16,76
2012-03-17,74
2012-03-18,69
2012-03-19,76
2012-03-20,74
2012-03-21,73
2012-03-22,74
2012-03-23,73
2012-03-24,72
2012-03-25,70
2012-03-26,75
2012-03-27,76
2012-03-28,75
2012-03-29,75
2012-03-30,73
2012-03-31,72
2012-04-01,69
2012-04-02,75
2012-04-03,73
2012-04-04,74
2012-04-05,73
2012-04-06,73
2012-04-07,71
2012-04-08,68
2012-04-09,74
2012-04-10,73
2012-04-11,71
2012-04-12,74
2012-04-13,71
2012-04-14,71
2012-04-15,68
2012-04-16,72
2012-04-17,73
2012-04-18,72
2012-04-19,74
2012-04-20,73
2012-04-21,73
2012-04-22,68
2012-04-23,76
2012-04-24,73
2012-04-25,73
2012-04-26,72
2012-04-27,72
2012-04-28,74
2012-04-29,71
2012-04-30,77
2012-05-01,75
2012-05-02,74
2012-05-03,72
2012-05-04,78
2012-05-05,75
2012-05-06,69
2012-05-07,74
2012-05-08,78
2012-05-09,75
2012-05-10,74
2012-05-11,74
2012-05-12,73
2012-05-13,69
2012-05-14,77
2012-05-15,75
2012-05-16,75
2012-05-17,78
2012-05-18,82
2012-05-19,77
2012-05-20,73
2012-05-21,77
2012-05-22,76
2012-05-23,81
2012-05-24,80
2012-05-25,78
2012-05-26,75
2012-05-27,70
2012-05-28,76
2012-05-29,74
2012-05-30,76
2012-05-31,75
2012-06-01,77
2012-06-02,78
2012-06-03,70
2012-06-04,74
2012-06-05,74
2012-06-06,78
2012-06-07,79
2012-06-08,77
2012-06-09,76
2012-06-10,69
2012-06-11,75
2012-06-12,76
2012-06-13,74
2012-06-14,75
2012-06-15,75
2012-06-16,76
2012-06-17,73
2012-06-18,76
2012-06-19,77
2012-06-20,76
2012-06-21,76
2012-06-22,76
2012-06-23,78
2012-06-24,73
2012-06-25,77
2012-06-26,78
2012-06-27,77
2012-06-28,77
2012-06-29,78
2012-06-30,79
2012-07-01,73
2012-07-02,76
2012-07-03,77
2012-07-04,75
2012-07-05,76
2012-07-06,77
2012-07-07,79
2012-07-08,75
2012-07-09,78
2012-07-10,78
2012-07-11,78
2012-07-12,75
2012-07-13,77
2012-07-14,79
2012-07-15,76
2012-07-16,80
2012-07-17,78
2012-07-18,78
2012-07-19,78
2012-07-20,78
2012-07-21,81
2012-07-22,77
2012-07-23,79
2012-07-24,79
2012-07-25,80
2012-07-26,81
2012-07-27,80
2012-07-28,81
2012-07-29,79
2012-07-30,79
2012-07-31,79
2012-08-01,77
2012-08-02,79
2012-08-03,82
2012-08-04,81
2012-08-05,76
2012-08-06,80
2012-08-07,78
2012-08-08,78
2012-08-09,78
2012-08-10,78
2012-08-11,80
2012-08-12,79
2012-08-13,80
2012-08-14,80
2012-08-15,78
2012-08-16,80
2012-08-17,81
2012-08-18,81
2012-08-19,77
2012-08-20,78
2012-08-21,80
2012-08-22,81
2012-08-23,82
2012-08-24,81
2012-08-25,83
2012-08-26,77
2012-08-27,80
2012-08-28,79
2012-08-29,82
2012-08-30,79
2012-08-31,79
2012-09-01,82
2012-09-02,79
2012-09-03,79
2012-09-04,81
2012-09-05,81
2012-09-06,83
2012-09-07,83
2012-09-08,83
2012-09-09,79
2012-09-10,83
2012-09-11,81
2012-09-12,91
2012-09-13,100
2012-09-14,96
2012-09-15,89
2012-09-16,85
2012-09-17,86
2012-09-18,86
2012-09-19,83
2012-09-20,86
2012-09-21,86
2012-09-22,86
2012-09-23,81
2012-09-24,86
2012-09-25,84
2012-09-26,83
2012-09-27,83
2012-09-28,83
2012-09-29,83
2012-09-30,79
2012-10-01,85
2012-10-02,80
2012-10-03,83
2012-10-04,81
2012-10-05,82
2012-10-06,83
2012-10-07,75
2012-10-08,82
2012-10-09,81
2012-10-10,78
2012-10-11,81
2012-10-12,83
