date,MYL
2016-05-04,25
2016-05-05,26
2016-05-06,29
2016-05-07,27
2016-05-08,23
2016-05-09,27
2016-05-10,23
2016-05-11,27
2016-05-12,33
2016-05-13,30
2016-05-14,19
2016-05-15,24
2016-05-16,28
2016-05-17,23
2016-05-18,28
2016-05-19,25
2016-05-20,19
2016-05-21,23
2016-05-22,18
2016-05-23,25
2016-05-24,25
2016-05-25,24
2016-05-26,25
2016-05-27,24
2016-05-28,19
2016-05-29,12
2016-05-30,32
2016-05-31,27
2016-06-01,30
2016-06-02,25
2016-06-03,26
2016-06-04,21
2016-06-05,20
2016-06-06,24
2016-06-07,33
2016-06-08,23
2016-06-09,24
2016-06-10,29
2016-06-11,18
2016-06-12,17
2016-06-13,27
2016-06-14,20
2016-06-15,26
2016-06-16,25
2016-06-17,25
2016-06-18,18
2016-06-19,27
2016-06-20,29
2016-06-21,27
2016-06-22,25
2016-06-23,22
2016-06-24,33
2016-06-25,21
2016-06-26,28
2016-06-27,19
2016-06-28,18
2016-06-29,21
2016-06-30,16
2016-07-01,17
2016-07-02,16
2016-07-03,27
2016-07-04,27
2016-07-05,25
2016-07-06,26
2016-07-07,24
2016-07-08,31
2016-07-09,24
2016-07-10,22
2016-07-11,26
2016-07-12,25
2016-07-13,28
2016-07-14,25
2016-07-15,31
2016-07-16,29
2016-07-17,23
2016-07-18,31
2016-07-19,21
2016-07-20,27
2016-07-21,25
2016-07-22,19
2016-07-23,24
2016-07-24,19
2016-07-25,23
2016-07-26,30
2016-07-27,20
2016-07-28,22
2016-07-29,27
2016-07-30,23
2016-07-31,21
2016-08-01,24
2016-08-02,23
2016-08-03,30
2016-08-04,28
2016-08-05,17
2016-08-06,20
2016-08-07,21
2016-08-08,25
2016-08-09,31
2016-08-10,21
2016-08-11,23
2016-08-12,15
2016-08-13,21
2016-08-14,13
2016-08-15,25
2016-08-16,25
2016-08-17,23
2016-08-18,29
2016-08-19,31
2016-08-20,12
2016-08-21,22
2016-08-22,24
2016-08-23,27
2016-08-24,51
2016-08-25,100
2016-08-26,65
2016-08-27,32
2016-08-28,27
2016-08-29,60
2016-08-30,39
2016-08-31,32
2016-09-01,30
2016-09-02,39
2016-09-03,20
2016-09-04,18
2016-09-05,26
2016-09-06,32
2016-09-07,19
2016-09-08,22
2016-09-09,27
2016-09-10,22
2016-09-11,21
2016-09-12,25
2016-09-13,35
2016-09-14,26
2016-09-15,24
2016-09-16,21
2016-09-17,27
2016-09-18,16
2016-09-19,23
2016-09-20,31
2016-09-21,34
2016-09-22,38
2016-09-23,27
2016-09-24,26
2016-09-25,21
2016-09-26,29
2016-09-27,32
2016-09-28,32
2016-09-29,30
2016-09-30,32
2016-10-01,29
2016-10-02,21
2016-10-03,40
2016-10-04,31
2016-10-05,30
2016-10-06,33
2016-10-07,46
2016-10-08,34
2016-10-09,27
2016-10-10,44
2016-10-11,44
2016-10-12,39
2016-10-13,31
2016-10-14,36
2016-10-15,32
2016-10-16,25
2016-10-17,28
2016-10-18,25
2016-10-19,33
2016-10-20,23
2016-10-21,36
2016-10-22,34
2016-10-23,21
2016-10-24,27
2016-10-25,30
2016-10-26,36
2016-10-27,40
2016-10-28,39
2016-10-29,30
2016-10-30,29
2016-10-31,24
2016-11-01,29
2016-11-02,26
2016-11-03,29
2016-11-04,36
2016-11-05,25
2016-11-06,24
2016-11-07,37
2016-11-08,36
2016-11-09,48
2016-11-10,40
2016-11-11,25
2016-11-12,36
2016-11-13,29
2016-11-14,31
2016-11-15,27
2016-11-16,34
2016-11-17,34
2016-11-18,29
2016-11-19,25
2016-11-20,16
2016-11-21,30
2016-11-22,36
2016-11-23,27
2016-11-24,24
2016-11-25,27
2016-11-26,23
2016-11-27,18
2016-11-28,31
2016-11-29,32
2016-11-30,25
2016-12-01,26
2016-12-02,25
2016-12-03,18
2016-12-04,23
2016-12-05,26
2016-12-06,30
2016-12-07,32
2016-12-08,34
2016-12-09,34
2016-12-10,23
2016-12-11,21
2016-12-12,25
2016-12-13,32
2016-12-14,34
2016-12-15,29
2016-12-16,34
2016-12-17,25
2016-12-18,28
2016-12-19,24
2016-12-20,21
2016-12-21,26
2016-12-22,26
2016-12-23,26
2016-12-24,21
2016-12-25,16
2016-12-26,17
2016-12-27,21
2016-12-28,32
2016-12-29,25
2016-12-30,28
2016-12-31,28
2017-01-01,23
2017-01-02,25
2017-01-03,23
2017-01-04,30
2017-01-05,29
2017-01-06,22
2017-01-07,21
2017-01-08,19
2017-01-09,17
2017-01-10,26
2017-01-11,36
2017-01-12,41
2017-01-13,27
2017-01-14,19
2017-01-15,15
2017-01-16,23
2017-01-17,32
2017-01-18,33
2017-01-19,29
