date,MYL
2011-05-11,55
2011-05-12,52
2011-05-13,36
2011-05-14,64
2011-05-15,47
2011-05-16,53
2011-05-17,55
2011-05-18,46
2011-05-19,60
2011-05-20,54
2011-05-21,55
2011-05-22,90
2011-05-23,37
2011-05-24,67
2011-05-25,38
2011-05-26,51
2011-05-27,75
2011-05-28,49
2011-05-29,33
2011-05-30,49
2011-05-31,54
2011-06-01,73
2011-06-02,67
2011-06-03,82
2011-06-04,77
2011-06-05,24
2011-06-06,46
2011-06-07,53
2011-06-08,67
2011-06-09,76
2011-06-10,58
2011-06-11,38
2011-06-12,32
2011-06-13,60
2011-06-14,33
2011-06-15,46
2011-06-16,38
2011-06-17,26
2011-06-18,81
2011-06-19,54
2011-06-20,45
2011-06-21,49
2011-06-22,38
2011-06-23,57
2011-06-24,27
2011-06-25,43
2011-06-26,55
2011-06-27,88
2011-06-28,46
2011-06-29,34
2011-06-30,38
2011-07-01,55
2011-07-02,50
2011-07-03,39
2011-07-04,66
2011-07-05,60
2011-07-06,72
2011-07-07,43
2011-07-08,41
2011-07-09,50
2011-07-10,82
2011-07-11,93
2011-07-12,51
2011-07-13,64
2011-07-14,30
2011-07-15,27
2011-07-16,33
2011-07-17,27
2011-07-18,59
2011-07-19,88
2011-07-20,69
2011-07-21,43
2011-07-22,76
2011-07-23,53
2011-07-24,48
2011-07-25,67
2011-07-26,46
2011-07-27,59
2011-07-28,52
2011-07-29,49
2011-07-30,38
2011-07-31,66
2011-08-01,69
2011-08-02,47
2011-08-03,64
2011-08-04,55
2011-08-05,40
2011-08-06,58
2011-08-07,63
2011-08-08,58
2011-08-09,37
2011-08-10,54
2011-08-11,71
2011-08-12,53
2011-08-13,48
2011-08-14,26
2011-08-15,100
2011-08-16,71
2011-08-17,42
2011-08-18,46
2011-08-19,64
2011-08-20,42
2011-08-21,72
2011-08-22,44
2011-08-23,72
2011-08-24,61
2011-08-25,37
2011-08-26,64
2011-08-27,75
2011-08-28,40
2011-08-29,36
2011-08-30,73
2011-08-31,57
2011-09-01,49
2011-09-02,76
2011-09-03,60
2011-09-04,54
2011-09-05,48
2011-09-06,47
2011-09-07,59
2011-09-08,59
2011-09-09,78
2011-09-10,29
2011-09-11,28
2011-09-12,50
2011-09-13,84
2011-09-14,39
2011-09-15,71
2011-09-16,66
2011-09-17,82
2011-09-18,65
2011-09-19,50
2011-09-20,50
2011-09-21,73
2011-09-22,62
2011-09-23,37
2011-09-24,67
2011-09-25,62
2011-09-26,31
2011-09-27,76
2011-09-28,46
2011-09-29,74
2011-09-30,74
2011-10-01,44
2011-10-02,57
2011-10-03,69
2011-10-04,57
2011-10-05,34
2011-10-06,38
2011-10-07,60
2011-10-08,33
2011-10-09,62
2011-10-10,84
2011-10-11,65
2011-10-12,45
2011-10-13,53
2011-10-14,43
2011-10-15,47
2011-10-16,46
2011-10-17,56
2011-10-18,56
2011-10-19,53
2011-10-20,76
2011-10-21,60
2011-10-22,93
2011-10-23,59
2011-10-24,89
2011-10-25,63
2011-10-26,87
2011-10-27,68
2011-10-28,79
2011-10-29,89
2011-10-30,59
2011-10-31,58
2011-11-01,70
2011-11-02,72
2011-11-03,75
2011-11-04,27
2011-11-05,73
2011-11-06,40
2011-11-07,74
2011-11-08,63
2011-11-09,48
2011-11-10,56
2011-11-11,82
2011-11-12,46
2011-11-13,62
2011-11-14,69
2011-11-15,82
2011-11-16,63
2011-11-17,67
2011-11-18,46
2011-11-19,62
2011-11-20,62
2011-11-21,62
2011-11-22,47
2011-11-23,48
2011-11-24,59
2011-11-25,48
2011-11-26,58
2011-11-27,66
2011-11-28,68
2011-11-29,57
2011-11-30,59
2011-12-01,59
2011-12-02,69
2011-12-03,27
2011-12-04,61
2011-12-05,61
2011-12-06,65
2011-12-07,51
2011-12-08,60
2011-12-09,65
2011-12-10,47
2011-12-11,87
2011-12-12,46
2011-12-13,61
2011-12-14,65
2011-12-15,48
2011-12-16,39
2011-12-17,36
2011-12-18,75
2011-12-19,59
2011-12-20,48
2011-12-21,65
2011-12-22,51
2011-12-23,55
2011-12-24,50
2011-12-25,32
2011-12-26,43
2011-12-27,55
2011-12-28,35
2011-12-29,47
2011-12-30,71
2011-12-31,58
2012-01-01,45
2012-01-02,58
2012-01-03,72
2012-01-04,50
2012-01-05,65
2012-01-06,53
2012-01-07,55
2012-01-08,61
2012-01-09,59
2012-01-10,55
2012-01-11,56
2012-01-12,35
2012-01-13,62
2012-01-14,51
2012-01-15,66
2012-01-16,38
2012-01-17,72
2012-01-18,44
2012-01-19,56
2012-01-20,54
2012-01-21,62
2012-01-22,37
2012-01-23,61
2012-01-24,38
2012-01-25,45
2012-01-26,35
