date,MYL
2014-03-16,11
2014-03-17,23
2014-03-18,30
2014-03-19,19
2014-03-20,36
2014-03-21,26
2014-03-22,31
2014-03-23,9
2014-03-24,26
2014-03-25,19
2014-03-26,30
2014-03-27,38
2014-03-28,29
2014-03-29,18
2014-03-30,29
2014-03-31,32
2014-04-01,30
2014-04-02,34
2014-04-03,32
2014-04-04,49
2014-04-05,27
2014-04-06,24
2014-04-07,24
2014-04-08,43
2014-04-09,31
2014-04-10,31
2014-04-11,30
2014-04-12,21
2014-04-13,34
2014-04-14,36
2014-04-15,36
2014-04-16,31
2014-04-17,30
2014-04-18,26
2014-04-19,26
2014-04-20,24
2014-04-21,27
2014-04-22,39
2014-04-23,21
2014-04-24,21
2014-04-25,24
2014-04-26,11
2014-04-27,26
2014-04-28,31
2014-04-29,28
2014-04-30,34
2014-05-01,17
2014-05-02,26
2014-05-03,30
2014-05-04,22
2014-05-05,36
2014-05-06,23
2014-05-07,32
2014-05-08,32
2014-05-09,38
2014-05-10,36
2014-05-11,42
2014-05-12,37
2014-05-13,32
2014-05-14,32
2014-05-15,21
2014-05-16,28
2014-05-17,25
2014-05-18,30
2014-05-19,30
2014-05-20,36
2014-05-21,41
2014-05-22,29
2014-05-23,41
2014-05-24,30
2014-05-25,15
2014-05-26,32
2014-05-27,18
2014-05-28,33
2014-05-29,25
2014-05-30,28
2014-05-31,23
2014-06-01,18
2014-06-02,33
2014-06-03,21
2014-06-04,43
2014-06-05,25
2014-06-06,29
2014-06-07,36
2014-06-08,31
2014-06-09,47
2014-06-10,40
2014-06-11,35
2014-06-12,34
2014-06-13,31
2014-06-14,33
2014-06-15,28
2014-06-16,27
2014-06-17,44
2014-06-18,44
2014-06-19,24
2014-06-20,38
2014-06-21,28
2014-06-22,39
2014-06-23,36
2014-06-24,34
2014-06-25,48
2014-06-26,30
2014-06-27,34
2014-06-28,39
2014-06-29,10
2014-06-30,48
2014-07-01,42
2014-07-02,62
2014-07-03,44
2014-07-04,30
2014-07-05,47
2014-07-06,34
2014-07-07,48
2014-07-08,29
2014-07-09,38
2014-07-10,34
2014-07-11,40
2014-07-12,41
2014-07-13,35
2014-07-14,64
2014-07-15,47
2014-07-16,50
2014-07-17,28
2014-07-18,38
2014-07-19,63
2014-07-20,54
2014-07-21,40
2014-07-22,44
2014-07-23,50
2014-07-24,39
2014-07-25,45
2014-07-26,50
2014-07-27,42
2014-07-28,35
2014-07-29,30
2014-07-30,34
2014-07-31,54
2014-08-01,49
2014-08-02,44
2014-08-03,46
2014-08-04,49
2014-08-05,40
2014-08-06,40
2014-08-07,36
2014-08-08,45
2014-08-09,46
2014-08-10,46
2014-08-11,53
2014-08-12,25
2014-08-13,69
2014-08-14,45
2014-08-15,37
2014-08-16,41
2014-08-17,25
2014-08-18,32
2014-08-19,25
2014-08-20,33
2014-08-21,34
2014-08-22,35
2014-08-23,40
2014-08-24,33
2014-08-25,27
2014-08-26,57
2014-08-27,35
2014-08-28,25
2014-08-29,34
2014-08-30,32
2014-08-31,51
2014-09-01,45
2014-09-02,50
2014-09-03,50
2014-09-04,70
2014-09-05,67
2014-09-06,49
2014-09-07,62
2014-09-08,79
2014-09-09,77
2014-09-10,61
2014-09-11,94
2014-09-12,94
2014-09-13,50
2014-09-14,49
2014-09-15,68
2014-09-16,46
2014-09-17,42
2014-09-18,52
2014-09-19,58
2014-09-20,67
2014-09-21,63
2014-09-22,59
2014-09-23,55
2014-09-24,58
2014-09-25,44
2014-09-26,52
2014-09-27,77
2014-09-28,33
2014-09-29,63
2014-09-30,75
2014-10-01,86
2014-10-02,85
2014-10-03,81
2014-10-04,53
2014-10-05,52
2014-10-06,45
2014-10-07,71
2014-10-08,75
2014-10-09,58
2014-10-10,73
2014-10-11,61
2014-10-12,75
2014-10-13,68
2014-10-14,64
2014-10-15,78
2014-10-16,55
2014-10-17,74
2014-10-18,82
2014-10-19,72
2014-10-20,62
2014-10-21,58
2014-10-22,66
2014-10-23,58
2014-10-24,62
2014-10-25,68
2014-10-26,75
2014-10-27,88
2014-10-28,71
2014-10-29,74
2014-10-30,92
2014-10-31,67
2014-11-01,81
2014-11-02,61
2014-11-03,91
2014-11-04,90
2014-11-05,79
2014-11-06,70
2014-11-07,79
2014-11-08,55
2014-11-09,67
2014-11-10,89
2014-11-11,88
2014-11-12,89
2014-11-13,81
2014-11-14,80
2014-11-15,50
2014-11-16,57
2014-11-17,90
2014-11-18,53
2014-11-19,100
2014-11-20,67
2014-11-21,82
2014-11-22,68
2014-11-23,64
2014-11-24,79
2014-11-25,100
2014-11-26,83
2014-11-27,80
2014-11-28,78
2014-11-29,88
2014-11-30,68
2014-12-01,87
