date,MYL
2012-10-12,40
2012-10-13,38
2012-10-14,47
2012-10-15,44
2012-10-16,52
2012-10-17,47
2012-10-18,40
2012-10-19,50
2012-10-20,41
2012-10-21,34
2012-10-22,42
2012-10-23,49
2012-10-24,45
2012-10-25,29
2012-10-26,33
2012-10-27,22
2012-10-28,43
2012-10-29,46
2012-10-30,54
2012-10-31,24
2012-11-01,39
2012-11-02,70
2012-11-03,28
2012-11-04,37
2012-11-05,41
2012-11-06,18
2012-11-07,51
2012-11-08,55
2012-11-09,25
2012-11-10,40
2012-11-11,43
2012-11-12,44
2012-11-13,41
2012-11-14,68
2012-11-15,29
2012-11-16,57
2012-11-17,40
2012-11-18,36
2012-11-19,41
2012-11-20,33
2012-11-21,49
2012-11-22,43
2012-11-23,54
2012-11-24,49
2012-11-25,33
2012-11-26,60
2012-11-27,35
2012-11-28,30
2012-11-29,41
2012-11-30,40
2012-12-01,43
2012-12-02,39
2012-12-03,52
2012-12-04,53
2012-12-05,40
2012-12-06,41
2012-12-07,37
2012-12-08,34
2012-12-09,38
2012-12-10,55
2012-12-11,33
2012-12-12,53
2012-12-13,52
2012-12-14,55
2012-12-15,39
2012-12-16,30
2012-12-17,25
2012-12-18,31
2012-12-19,36
2012-12-20,32
2012-12-21,19
2012-12-22,50
2012-12-23,23
2012-12-24,32
2012-12-25,24
2012-12-26,46
2012-12-27,49
2012-12-28,48
2012-12-29,40
2012-12-30,41
2012-12-31,59
2013-01-01,39
2013-01-02,49
2013-01-03,58
2013-01-04,31
2013-01-05,38
2013-01-06,32
2013-01-07,52
2013-01-08,24
2013-01-09,46
2013-01-10,57
2013-01-11,35
2013-01-12,34
2013-01-13,20
2013-01-14,51
2013-01-15,39
2013-01-16,55
2013-01-17,51
2013-01-18,43
2013-01-19,43
2013-01-20,39
2013-01-21,43
2013-01-22,48
2013-01-23,55
2013-01-24,43
2013-01-25,57
2013-01-26,49
2013-01-27,31
2013-01-28,40
2013-01-29,47
2013-01-30,100
2013-01-31,26
2013-02-01,53
2013-02-02,48
2013-02-03,45
2013-02-04,47
2013-02-05,26
2013-02-06,46
2013-02-07,36
2013-02-08,35
2013-02-09,37
2013-02-10,37
2013-02-11,61
2013-02-12,51
2013-02-13,45
2013-02-14,39
2013-02-15,38
2013-02-16,60
2013-02-17,59
2013-02-18,50
2013-02-19,30
2013-02-20,40
2013-02-21,33
2013-02-22,49
2013-02-23,36
2013-02-24,55
2013-02-25,39
2013-02-26,51
2013-02-27,68
2013-02-28,76
2013-03-01,47
2013-03-02,36
2013-03-03,33
2013-03-04,61
2013-03-05,40
2013-03-06,49
2013-03-07,43
2013-03-08,63
2013-03-09,44
2013-03-10,22
2013-03-11,57
2013-03-12,37
2013-03-13,69
2013-03-14,60
2013-03-15,39
2013-03-16,19
2013-03-17,32
2013-03-18,34
2013-03-19,42
2013-03-20,37
2013-03-21,54
2013-03-22,41
2013-03-23,44
2013-03-24,38
2013-03-25,44
2013-03-26,47
2013-03-27,31
2013-03-28,52
2013-03-29,58
2013-03-30,37
2013-03-31,35
2013-04-01,51
2013-04-02,48
2013-04-03,55
2013-04-04,33
2013-04-05,26
2013-04-06,41
2013-04-07,41
2013-04-08,43
2013-04-09,37
2013-04-10,41
2013-04-11,42
2013-04-12,48
2013-04-13,33
2013-04-14,37
2013-04-15,46
2013-04-16,53
2013-04-17,49
2013-04-18,40
2013-04-19,41
2013-04-20,42
2013-04-21,36
2013-04-22,30
2013-04-23,44
2013-04-24,40
2013-04-25,46
2013-04-26,39
2013-04-27,39
2013-04-28,46
2013-04-29,55
2013-04-30,56
2013-05-01,36
2013-05-02,40
2013-05-03,22
2013-05-04,20
2013-05-05,31
2013-05-06,54
2013-05-07,30
2013-05-08,59
2013-05-09,53
2013-05-10,62
2013-05-11,36
2013-05-12,45
2013-05-13,57
2013-05-14,35
2013-05-15,34
2013-05-16,49
2013-05-17,51
2013-05-18,53
2013-05-19,41
2013-05-20,44
2013-05-21,34
2013-05-22,37
2013-05-23,28
2013-05-24,31
2013-05-25,42
2013-05-26,31
2013-05-27,38
2013-05-28,38
2013-05-29,27
2013-05-30,54
2013-05-31,44
2013-06-01,36
2013-06-02,36
2013-06-03,45
2013-06-04,38
2013-06-05,30
2013-06-06,42
2013-06-07,63
2013-06-08,45
2013-06-09,44
2013-06-10,41
2013-06-11,34
2013-06-12,36
2013-06-13,46
2013-06-14,39
2013-06-15,53
2013-06-16,34
2013-06-17,39
2013-06-18,32
2013-06-19,39
2013-06-20,54
2013-06-21,39
2013-06-22,40
2013-06-23,25
2013-06-24,50
2013-06-25,41
2013-06-26,35
2013-06-27,54
2013-06-28,54
2013-06-29,37
