date,MYL
2014-07-24,41
2014-07-25,41
2014-07-26,39
2014-07-27,37
2014-07-28,41
2014-07-29,31
2014-07-30,28
2014-07-31,55
2014-08-01,39
2014-08-02,39
2014-08-03,39
2014-08-04,61
2014-08-05,38
2014-08-06,41
2014-08-07,43
2014-08-08,49
2014-08-09,57
2014-08-10,56
2014-08-11,38
2014-08-12,29
2014-08-13,59
2014-08-14,59
2014-08-15,31
2014-08-16,33
2014-08-17,26
2014-08-18,37
2014-08-19,42
2014-08-20,37
2014-08-21,51
2014-08-22,38
2014-08-23,42
2014-08-24,29
2014-08-25,35
2014-08-26,45
2014-08-27,37
2014-08-28,44
2014-08-29,59
2014-08-30,40
2014-08-31,41
2014-09-01,56
2014-09-02,54
2014-09-03,45
2014-09-04,50
2014-09-05,52
2014-09-06,72
2014-09-07,60
2014-09-08,71
2014-09-09,74
2014-09-10,55
2014-09-11,90
2014-09-12,72
2014-09-13,48
2014-09-14,49
2014-09-15,70
2014-09-16,60
2014-09-17,52
2014-09-18,39
2014-09-19,47
2014-09-20,51
2014-09-21,57
2014-09-22,50
2014-09-23,49
2014-09-24,58
2014-09-25,48
2014-09-26,53
2014-09-27,72
2014-09-28,52
2014-09-29,63
2014-09-30,75
2014-10-01,75
2014-10-02,68
2014-10-03,72
2014-10-04,62
2014-10-05,53
2014-10-06,76
2014-10-07,65
2014-10-08,82
2014-10-09,61
2014-10-10,81
2014-10-11,63
2014-10-12,65
2014-10-13,79
2014-10-14,68
2014-10-15,60
2014-10-16,55
2014-10-17,54
2014-10-18,63
2014-10-19,47
2014-10-20,74
2014-10-21,70
2014-10-22,43
2014-10-23,56
2014-10-24,62
2014-10-25,67
2014-10-26,58
2014-10-27,78
2014-10-28,97
2014-10-29,74
2014-10-30,63
2014-10-31,75
2014-11-01,70
2014-11-02,57
2014-11-03,66
2014-11-04,82
2014-11-05,71
2014-11-06,64
2014-11-07,76
2014-11-08,69
2014-11-09,67
2014-11-10,70
2014-11-11,67
2014-11-12,76
2014-11-13,89
2014-11-14,78
2014-11-15,53
2014-11-16,60
2014-11-17,78
2014-11-18,49
2014-11-19,66
2014-11-20,68
2014-11-21,65
2014-11-22,75
2014-11-23,80
2014-11-24,67
2014-11-25,77
2014-11-26,92
2014-11-27,78
2014-11-28,79
2014-11-29,86
2014-11-30,81
2014-12-01,78
2014-12-02,89
2014-12-03,76
2014-12-04,66
2014-12-05,70
2014-12-06,72
2014-12-07,61
2014-12-08,75
2014-12-09,86
2014-12-10,74
2014-12-11,63
2014-12-12,68
2014-12-13,76
2014-12-14,61
2014-12-15,70
2014-12-16,59
2014-12-17,71
2014-12-18,61
2014-12-19,74
2014-12-20,64
2014-12-21,72
2014-12-22,57
2014-12-23,70
2014-12-24,61
2014-12-25,68
2014-12-26,53
2014-12-27,69
2014-12-28,64
2014-12-29,68
2014-12-30,72
2014-12-31,67
2015-01-01,43
2015-01-02,79
2015-01-03,65
2015-01-04,52
2015-01-05,49
2015-01-06,46
2015-01-07,54
2015-01-08,64
2015-01-09,41
2015-01-10,57
2015-01-11,48
2015-01-12,60
2015-01-13,57
2015-01-14,51
2015-01-15,45
2015-01-16,52
2015-01-17,50
2015-01-18,58
2015-01-19,50
2015-01-20,59
2015-01-21,52
2015-01-22,53
2015-01-23,57
2015-01-24,75
2015-01-25,50
2015-01-26,46
2015-01-27,35
2015-01-28,42
2015-01-29,48
2015-01-30,60
2015-01-31,50
2015-02-01,55
2015-02-02,48
2015-02-03,44
2015-02-04,30
2015-02-05,54
2015-02-06,59
2015-02-07,62
2015-02-08,46
2015-02-09,51
2015-02-10,60
2015-02-11,70
2015-02-12,50
2015-02-13,64
2015-02-14,52
2015-02-15,37
2015-02-16,50
2015-02-17,60
2015-02-18,58
2015-02-19,51
2015-02-20,75
2015-02-21,40
2015-02-22,50
2015-02-23,45
2015-02-24,44
2015-02-25,43
2015-02-26,54
2015-02-27,65
2015-02-28,47
2015-03-01,34
2015-03-02,70
2015-03-03,66
2015-03-04,56
2015-03-05,50
2015-03-06,60
2015-03-07,35
2015-03-08,49
2015-03-09,37
2015-03-10,57
2015-03-11,61
2015-03-12,55
2015-03-13,53
2015-03-14,56
2015-03-15,56
2015-03-16,73
2015-03-17,63
2015-03-18,57
2015-03-19,48
2015-03-20,55
2015-03-21,59
2015-03-22,85
2015-03-23,58
2015-03-24,54
2015-03-25,49
2015-03-26,63
2015-03-27,56
2015-03-28,69
2015-03-29,54
2015-03-30,71
2015-03-31,70
2015-04-01,63
2015-04-02,45
2015-04-03,66
2015-04-04,63
2015-04-05,49
2015-04-06,83
2015-04-07,69
2015-04-08,91
2015-04-09,100
2015-04-10,56
