date,MYL
2012-01-26,40
2012-01-27,73
2012-01-28,42
2012-01-29,46
2012-01-30,49
2012-01-31,84
2012-02-01,76
2012-02-02,54
2012-02-03,72
2012-02-04,64
2012-02-05,68
2012-02-06,61
2012-02-07,57
2012-02-08,69
2012-02-09,50
2012-02-10,52
2012-02-11,64
2012-02-12,62
2012-02-13,63
2012-02-14,58
2012-02-15,46
2012-02-16,73
2012-02-17,40
2012-02-18,56
2012-02-19,56
2012-02-20,67
2012-02-21,90
2012-02-22,61
2012-02-23,46
2012-02-24,51
2012-02-25,28
2012-02-26,36
2012-02-27,94
2012-02-28,45
2012-02-29,45
2012-03-01,60
2012-03-02,87
2012-03-03,52
2012-03-04,28
2012-03-05,46
2012-03-06,79
2012-03-07,52
2012-03-08,43
2012-03-09,64
2012-03-10,41
2012-03-11,36
2012-03-12,60
2012-03-13,60
2012-03-14,27
2012-03-15,42
2012-03-16,72
2012-03-17,60
2012-03-18,59
2012-03-19,80
2012-03-20,72
2012-03-21,45
2012-03-22,50
2012-03-23,61
2012-03-24,61
2012-03-25,23
2012-03-26,60
2012-03-27,65
2012-03-28,58
2012-03-29,42
2012-03-30,49
2012-03-31,60
2012-04-01,79
2012-04-02,38
2012-04-03,58
2012-04-04,86
2012-04-05,65
2012-04-06,53
2012-04-07,97
2012-04-08,29
2012-04-09,59
2012-04-10,83
2012-04-11,45
2012-04-12,89
2012-04-13,40
2012-04-14,87
2012-04-15,91
2012-04-16,75
2012-04-17,52
2012-04-18,52
2012-04-19,30
2012-04-20,51
2012-04-21,59
2012-04-22,76
2012-04-23,34
2012-04-24,37
2012-04-25,53
2012-04-26,61
2012-04-27,60
2012-04-28,46
2012-04-29,47
2012-04-30,36
2012-05-01,53
2012-05-02,19
2012-05-03,34
2012-05-04,43
2012-05-05,45
2012-05-06,54
2012-05-07,45
2012-05-08,82
2012-05-09,56
2012-05-10,53
2012-05-11,55
2012-05-12,65
2012-05-13,41
2012-05-14,52
2012-05-15,55
2012-05-16,37
2012-05-17,66
2012-05-18,100
2012-05-19,66
2012-05-20,46
2012-05-21,66
2012-05-22,48
2012-05-23,75
2012-05-24,61
2012-05-25,52
2012-05-26,57
2012-05-27,62
2012-05-28,55
2012-05-29,40
2012-05-30,56
2012-05-31,60
2012-06-01,63
2012-06-02,61
2012-06-03,55
2012-06-04,59
2012-06-05,62
2012-06-06,48
2012-06-07,53
2012-06-08,39
2012-06-09,41
2012-06-10,50
2012-06-11,62
2012-06-12,59
2012-06-13,63
2012-06-14,41
2012-06-15,67
2012-06-16,79
2012-06-17,51
2012-06-18,44
2012-06-19,70
2012-06-20,67
2012-06-21,64
2012-06-22,47
2012-06-23,61
2012-06-24,83
2012-06-25,81
2012-06-26,63
2012-06-27,49
2012-06-28,27
2012-06-29,28
2012-06-30,36
2012-07-01,70
2012-07-02,75
2012-07-03,79
2012-07-04,39
2012-07-05,47
2012-07-06,48
2012-07-07,63
2012-07-08,65
2012-07-09,49
2012-07-10,63
2012-07-11,49
2012-07-12,68
2012-07-13,71
2012-07-14,75
2012-07-15,71
2012-07-16,60
2012-07-17,86
2012-07-18,42
2012-07-19,34
2012-07-20,48
2012-07-21,43
2012-07-22,33
2012-07-23,61
2012-07-24,64
2012-07-25,73
2012-07-26,77
2012-07-27,72
2012-07-28,38
2012-07-29,52
2012-07-30,60
2012-07-31,64
2012-08-01,61
2012-08-02,85
2012-08-03,72
2012-08-04,66
2012-08-05,47
2012-08-06,60
2012-08-07,64
2012-08-08,68
2012-08-09,42
2012-08-10,76
2012-08-11,37
2012-08-12,56
2012-08-13,60
2012-08-14,72
2012-08-15,79
2012-08-16,62
2012-08-17,68
2012-08-18,71
2012-08-19,43
2012-08-20,78
2012-08-21,46
2012-08-22,76
2012-08-23,85
2012-08-24,63
2012-08-25,59
2012-08-26,67
2012-08-27,77
2012-08-28,84
2012-08-29,63
2012-08-30,41
2012-08-31,58
2012-09-01,41
2012-09-02,36
2012-09-03,57
2012-09-04,61
2012-09-05,69
2012-09-06,74
2012-09-07,43
2012-09-08,58
2012-09-09,57
2012-09-10,83
2012-09-11,39
2012-09-12,39
2012-09-13,50
2012-09-14,61
2012-09-15,61
2012-09-16,44
2012-09-17,57
2012-09-18,68
2012-09-19,58
2012-09-20,92
2012-09-21,38
2012-09-22,31
2012-09-23,43
2012-09-24,50
2012-09-25,60
2012-09-26,75
2012-09-27,58
2012-09-28,46
2012-09-29,57
2012-09-30,47
2012-10-01,50
2012-10-02,61
2012-10-03,53
2012-10-04,56
2012-10-05,62
2012-10-06,44
2012-10-07,45
2012-10-08,48
2012-10-09,75
2012-10-10,48
2012-10-11,73
2012-10-12,37
