date,MYL
2017-01-19,60
2017-01-20,45
2017-01-21,34
2017-01-22,27
2017-01-23,70
2017-01-24,65
2017-01-25,74
2017-01-26,42
2017-01-27,53
2017-01-28,51
2017-01-29,42
2017-01-30,63
2017-01-31,64
2017-02-01,65
2017-02-02,51
2017-02-03,60
2017-02-04,58
2017-02-05,43
2017-02-06,58
2017-02-07,79
2017-02-08,68
2017-02-09,54
2017-02-10,75
2017-02-11,59
2017-02-12,45
2017-02-13,55
2017-02-14,75
2017-02-15,80
2017-02-16,89
2017-02-17,64
2017-02-18,42
2017-02-19,48
2017-02-20,49
2017-02-21,76
2017-02-22,38
2017-02-23,44
2017-02-24,51
2017-02-25,66
2017-02-26,33
2017-02-27,53
2017-02-28,38
2017-03-01,100
2017-03-02,83
2017-03-03,61
2017-03-04,59
2017-03-05,50
2017-03-06,71
2017-03-07,42
2017-03-08,80
2017-03-09,76
2017-03-10,44
2017-03-11,39
2017-03-12,53
2017-03-13,50
2017-03-14,55
2017-03-15,66
2017-03-16,46
2017-03-17,51
2017-03-18,47
2017-03-19,38
2017-03-20,64
2017-03-21,55
2017-03-22,37
2017-03-23,58
2017-03-24,61
2017-03-25,27
2017-03-26,50
2017-03-27,66
2017-03-28,68
2017-03-29,59
2017-03-30,46
2017-03-31,66
2017-04-01,25
