date,MYL
2016-09-11,49
2016-09-12,55
2016-09-13,76
2016-09-14,66
2016-09-15,60
2016-09-16,53
2016-09-17,51
2016-09-18,24
2016-09-19,56
2016-09-20,64
2016-09-21,74
2016-09-22,86
2016-09-23,51
2016-09-24,55
2016-09-25,50
2016-09-26,59
2016-09-27,57
2016-09-28,64
2016-09-29,55
2016-09-30,59
2016-10-01,62
2016-10-02,42
2016-10-03,78
2016-10-04,51
2016-10-05,64
2016-10-06,70
2016-10-07,100
2016-10-08,80
2016-10-09,57
2016-10-10,94
2016-10-11,89
2016-10-12,64
2016-10-13,72
2016-10-14,70
2016-10-15,48
2016-10-16,51
2016-10-17,56
2016-10-18,69
2016-10-19,68
2016-10-20,54
2016-10-21,75
2016-10-22,54
2016-10-23,47
2016-10-24,59
2016-10-25,45
2016-10-26,71
2016-10-27,73
2016-10-28,61
2016-10-29,38
2016-10-30,49
2016-10-31,58
2016-11-01,48
2016-11-02,67
2016-11-03,75
2016-11-04,63
2016-11-05,54
2016-11-06,33
2016-11-07,76
2016-11-08,61
2016-11-09,77
2016-11-10,70
2016-11-11,59
2016-11-12,59
2016-11-13,52
2016-11-14,79
2016-11-15,60
2016-11-16,67
2016-11-17,60
2016-11-18,62
2016-11-19,53
2016-11-20,47
2016-11-21,55
2016-11-22,67
2016-11-23,58
2016-11-24,58
2016-11-25,44
2016-11-26,43
2016-11-27,39
2016-11-28,70
2016-11-29,56
2016-11-30,61
2016-12-01,61
2016-12-02,55
2016-12-03,50
2016-12-04,47
2016-12-05,58
2016-12-06,64
2016-12-07,75
2016-12-08,61
2016-12-09,58
2016-12-10,58
2016-12-11,44
2016-12-12,69
2016-12-13,58
2016-12-14,64
2016-12-15,56
2016-12-16,65
2016-12-17,52
2016-12-18,39
2016-12-19,62
2016-12-20,48
2016-12-21,54
2016-12-22,60
2016-12-23,43
2016-12-24,61
2016-12-25,36
2016-12-26,52
2016-12-27,39
2016-12-28,57
2016-12-29,54
2016-12-30,63
2016-12-31,61
2017-01-01,46
2017-01-02,41
2017-01-03,65
2017-01-04,67
2017-01-05,62
2017-01-06,58
2017-01-07,54
2017-01-08,40
2017-01-09,54
2017-01-10,62
2017-01-11,78
2017-01-12,98
2017-01-13,75
2017-01-14,57
2017-01-15,43
2017-01-16,58
2017-01-17,66
2017-01-18,66
2017-01-19,54
2017-01-20,49
2017-01-21,40
2017-01-22,43
2017-01-23,71
2017-01-24,66
2017-01-25,60
2017-01-26,52
2017-01-27,39
2017-01-28,36
2017-01-29,64
2017-01-30,50
2017-01-31,64
2017-02-01,60
2017-02-02,62
2017-02-03,77
2017-02-04,47
2017-02-05,49
2017-02-06,66
2017-02-07,81
2017-02-08,71
2017-02-09,53
2017-02-10,72
2017-02-11,53
2017-02-12,48
2017-02-13,49
2017-02-14,42
2017-02-15,75
2017-02-16,83
2017-02-17,57
2017-02-18,45
2017-02-19,37
2017-02-20,38
2017-02-21,69
2017-02-22,55
2017-02-23,53
2017-02-24,56
2017-02-25,56
2017-02-26,41
2017-02-27,59
2017-02-28,55
2017-03-01,94
2017-03-02,66
2017-03-03,58
2017-03-04,51
2017-03-05,47
2017-03-06,84
2017-03-07,55
2017-03-08,84
2017-03-09,76
2017-03-10,61
2017-03-11,54
2017-03-12,55
2017-03-13,78
2017-03-14,60
2017-03-15,56
2017-03-16,52
2017-03-17,65
2017-03-18,48
2017-03-19,42
2017-03-20,57
2017-03-21,59
2017-03-22,57
2017-03-23,72
2017-03-24,44
2017-03-25,43
2017-03-26,66
2017-03-27,67
2017-03-28,84
2017-03-29,70
2017-03-30,57
2017-03-31,59
2017-04-01,31
